0.03438,0.06,0.052632,0.25,0.2
0.0034377,0.09,0.052632,0.25,0.2
-0.027799,0.12,0.052632,0.25,0.2
0.00099258,0.06,0.010101,0.25,0.2
-0.027849,0.09,0.010101,0.25,0.2
-0.056702,0.12,0.010101,0.25,0.2
-0.01168,0.06,-0.009901,0.25,0.2
-0.039268,0.09,-0.009901,0.25,0.2
-0.066492,0.12,-0.009901,0.25,0.2
0.029489,0.06,0.052632,0.5,0.2
0.010244,0.09,0.052632,0.5,0.2
-0.0086882,0.12,0.052632,0.5,0.2
-0.0065862,0.06,0.010101,0.5,0.2
-0.027898,0.09,0.010101,0.5,0.2
-0.048972,0.12,0.010101,0.5,0.2
-0.020268,0.06,-0.009901,0.5,0.2
-0.042304,0.09,-0.009901,0.5,0.2
-0.063652,0.12,-0.009901,0.5,0.2
0.010077,0.06,0.052632,0.75,0.2
-0.0053717,0.09,0.052632,0.75,0.2
-0.020183,0.12,0.052632,0.75,0.2
-0.01887,0.06,0.010101,0.75,0.2
-0.03783,0.09,0.010101,0.75,0.2
-0.056011,0.12,0.010101,0.75,0.2
-0.030295,0.06,-0.009901,0.75,0.2
-0.050812,0.09,-0.009901,0.75,0.2
-0.070317,0.12,-0.009901,0.75,0.2
0.068367,0.06,0.052632,0.25,0.25
0.03792,0.09,0.052632,0.25,0.25
0.006641,0.12,0.052632,0.25,0.25
0.020901,0.06,0.010101,0.25,0.25
-0.0072787,0.09,0.010101,0.25,0.25
-0.03583,0.12,0.010101,0.25,0.25
0.003379,0.06,-0.009901,0.25,0.25
-0.023592,0.09,-0.009901,0.25,0.25
-0.050216,0.12,-0.009901,0.25,0.25
0.04818,0.06,0.052632,0.5,0.25
0.030901,0.09,0.052632,0.5,0.25
0.0137,0.12,0.052632,0.5,0.25
0.0055503,0.06,0.010101,0.5,0.25
-0.014016,0.09,0.010101,0.5,0.25
-0.033395,0.12,0.010101,0.5,0.25
-0.010869,0.06,-0.009901,0.5,0.25
-0.031449,0.09,-0.009901,0.5,0.25
-0.051457,0.12,-0.009901,0.5,0.25
0.021621,0.06,0.052632,0.75,0.25
0.0079725,0.09,0.052632,0.75,0.25
-0.0052746,0.12,0.052632,0.75,0.25
-0.010646,0.06,0.010101,0.75,0.25
-0.027945,0.09,0.010101,0.75,0.25
-0.044601,0.12,0.010101,0.75,0.25
-0.023786,0.06,-0.009901,0.75,0.25
-0.042958,0.09,-0.009901,0.75,0.25
-0.06079,0.12,-0.009901,0.75,0.25
0.10673,0.06,0.052632,0.25,0.3
0.078193,0.09,0.052632,0.25,0.3
0.047856,0.12,0.052632,0.25,0.3
0.042536,0.06,0.010101,0.25,0.3
0.015756,0.09,0.010101,0.25,0.3
-0.01202,0.12,0.010101,0.25,0.3
0.019972,0.06,-0.009901,0.25,0.3
-0.0062612,0.09,-0.009901,0.25,0.3
-0.032262,0.12,-0.009901,0.25,0.3
0.066248,0.06,0.052632,0.5,0.3
0.050653,0.09,0.052632,0.5,0.3
0.035307,0.12,0.052632,0.5,0.3
0.017259,0.06,0.010101,0.5,0.3
-0.00046873,0.09,0.010101,0.5,0.3
-0.018225,0.12,0.010101,0.5,0.3
-0.0014725,0.06,-0.009901,0.5,0.3
-0.020652,0.09,-0.009901,0.5,0.3
-0.03936,0.12,-0.009901,0.5,0.3
0.032199,0.06,0.052632,0.75,0.3
0.020127,0.09,0.052632,0.75,0.3
0.0083644,0.12,0.052632,0.75,0.3
-0.002815,0.06,0.010101,0.75,0.3
-0.018596,0.09,0.010101,0.75,0.3
-0.033862,0.12,0.010101,0.75,0.3
-0.017409,0.06,-0.009901,0.75,0.3
-0.03526,0.09,-0.009901,0.75,0.3
-0.052195,0.12,-0.009901,0.75,0.3
0.1316,0.06,0.052632,0.25,0.33
0.1046,0.09,0.052632,0.25,0.33
0.075941,0.12,0.052632,0.25,0.33
0.056252,0.06,0.010101,0.25,0.33
0.030645,0.09,0.010101,0.25,0.33
0.003743,0.12,0.010101,0.25,0.33
0.030719,0.06,-0.009901,0.25,0.33
0.0050318,0.09,-0.009901,0.25,0.33
-0.020546,0.12,-0.009901,0.25,0.33
0.076902,0.06,0.052632,0.5,0.33
0.062283,0.09,0.052632,0.5,0.33
0.047831,0.12,0.052632,0.5,0.33
0.023802,0.06,0.010101,0.5,0.33
0.0075431,0.09,0.010101,0.5,0.33
-0.0092789,0.12,0.010101,0.5,0.33
0.0041941,0.06,-0.009901,0.5,0.33
-0.014161,0.09,-0.009901,0.5,0.33
-0.032093,0.12,-0.009901,0.5,0.33
0.037993,0.06,0.052632,0.75,0.33
0.026966,0.09,0.052632,0.75,0.33
0.016075,0.12,0.052632,0.75,0.33
0.0017556,0.06,0.010101,0.75,0.33
-0.013188,0.09,0.010101,0.75,0.33
-0.027644,0.12,0.010101,0.75,0.33
-0.013623,0.06,-0.009901,0.75,0.33
-0.03068,0.09,-0.009901,0.75,0.33
-0.047021,0.12,-0.009901,0.75,0.33
