0.998426,0.998426,0.998426,0.998426,0.998426,0.998426,0.9982689,0.9981118,0.9979547,0.9977976,0.9976405,0.9974834,0.9973263,0.9971692,0.9970121,0.996855,0.9964395,0.996024,0.9956085,0.995193,0.9947775,0.994362,0.9939465,0.993531,0.9931155,0.9927,0.9917712,0.9908424,0.9899136,0.9889848,0.988056,0.9871272,0.9861984,0.9852696,0.9843408,0.983412,0.9814881,0.9795642,0.9776403,0.9757164,0.9737925,0.9718686,0.9699447,0.9680208,0.9660969,0.964173,0.9597513,0.9553296,0.9509079,0.9464862,0.9420645,0.9376428,0.9332211,0.9287994,0.9243777,0.919956
0.998443,0.998443,0.998443,0.998443,0.998443,0.998443,0.9982913,0.9981396,0.9979879,0.9978362,0.9976845,0.9975328,0.9973811,0.9972294,0.9970777,0.996926,0.9965233,0.9961206,0.9957179,0.9953152,0.9949125,0.9945098,0.9941071,0.9937044,0.9933017,0.992899,0.9919917,0.9910844,0.9901771,0.9892698,0.9883625,0.9874552,0.9865479,0.9856406,0.9847333,0.983826,0.9819605,0.980095,0.9782295,0.976364,0.9744985,0.972633,0.9707675,0.968902,0.9670365,0.965171,0.9608796,0.9565882,0.9522968,0.9480054,0.943714,0.9394226,0.9351312,0.9308398,0.9265484,0.922257
0.998474,0.998474,0.998474,0.998474,0.998474,0.998474,0.9983246,0.9981752,0.9980258,0.9978764,0.997727,0.9975776,0.9974282,0.9972788,0.9971294,0.99698,0.9965715,0.996163,0.9957545,0.995346,0.9949375,0.994529,0.9941205,0.993712,0.9933035,0.992895,0.9919838,0.9910726,0.9901614,0.9892502,0.988339,0.9874278,0.9865166,0.9856054,0.9846942,0.983783,0.9818835,0.979984,0.9780845,0.976185,0.9742855,0.972386,0.9704865,0.968587,0.9666875,0.964788,0.9605042,0.9562204,0.9519366,0.9476528,0.943369,0.9390852,0.9348014,0.9305176,0.9262338,0.92195
0.998481,0.998481,0.998481,0.998481,0.998481,0.998481,0.998337,0.998193,0.998049,0.997905,0.997761,0.997617,0.997473,0.997329,0.997185,0.997041,0.9966393,0.9962376,0.9958359,0.9954342,0.9950325,0.9946308,0.9942291,0.9938274,0.9934257,0.993024,0.992123,0.991222,0.990321,0.98942,0.988519,0.987618,0.986717,0.985816,0.984915,0.984014,0.9821804,0.9803468,0.9785132,0.9766796,0.974846,0.9730124,0.9711788,0.9693452,0.9675116,0.965678,0.9614017,0.9571254,0.9528491,0.9485728,0.9442965,0.9400202,0.9357439,0.9314676,0.9271913,0.922915
0.998555,0.998555,0.998555,0.998555,0.998555,0.998555,0.9984209,0.9982868,0.9981527,0.9980186,0.9978845,0.9977504,0.9976163,0.9974822,0.9973481,0.997214,0.9968173,0.9964206,0.9960239,0.9956272,0.9952305,0.9948338,0.9944371,0.9940404,0.9936437,0.993247,0.9923893,0.9915316,0.9906739,0.9898162,0.9889585,0.9881008,0.9872431,0.9863854,0.9855277,0.98467,0.9828844,0.9810988,0.9793132,0.9775276,0.975742,0.9739564,0.9721708,0.9703852,0.9685996,0.966814,0.9627555,0.958697,0.9546385,0.95058,0.9465215,0.942463,0.9384045,0.934346,0.9302875,0.926229
0.998594,0.998594,0.998594,0.998594,0.998594,0.998594,0.9984679,0.9983418,0.9982157,0.9980896,0.9979635,0.9978374,0.9977113,0.9975852,0.9974591,0.997333,0.9969498,0.9965666,0.9961834,0.9958002,0.995417,0.9950338,0.9946506,0.9942674,0.9938842,0.993501,0.9926756,0.9918502,0.9910248,0.9901994,0.989374,0.9885486,0.9877232,0.9868978,0.9860724,0.985247,0.9835428,0.9818386,0.9801344,0.9784302,0.976726,0.9750218,0.9733176,0.9716134,0.9699092,0.968205,0.96435,0.960495,0.95664,0.952785,0.94893,0.945075,0.94122,0.937365,0.93351,0.929655
0.998668,0.998668,0.998668,0.998668,0.998668,0.998668,0.9985473,0.9984266,0.9983059,0.9981852,0.9980645,0.9979438,0.9978231,0.9977024,0.9975817,0.997461,0.9970796,0.9966982,0.9963168,0.9959354,0.995554,0.9951726,0.9947912,0.9944098,0.9940284,0.993647,0.99283,0.992013,0.991196,0.990379,0.989562,0.988745,0.987928,0.987111,0.986294,0.985477,0.9838112,0.9821454,0.9804796,0.9788138,0.977148,0.9754822,0.9738164,0.9721506,0.9704848,0.968819,0.9649851,0.9611512,0.9573173,0.9534834,0.9496495,0.9458156,0.9419817,0.9381478,0.9343139,0.93048
0.998672,0.998672,0.998672,0.998672,0.998672,0.998672,0.9985575,0.998443,0.9983285,0.998214,0.9980995,0.997985,0.9978705,0.997756,0.9976415,0.997527,0.9971531,0.9967792,0.9964053,0.9960314,0.9956575,0.9952836,0.9949097,0.9945358,0.9941619,0.993788,0.9930007,0.9922134,0.9914261,0.9906388,0.9898515,0.9890642,0.9882769,0.9874896,0.9867023,0.985915,0.9842794,0.9826438,0.9810082,0.9793726,0.977737,0.9761014,0.9744658,0.9728302,0.9711946,0.969559,0.9658474,0.9621358,0.9584242,0.9547126,0.951001,0.9472894,0.9435778,0.9398662,0.9361546,0.932443
0.998683,0.998683,0.998683,0.998683,0.998683,0.998683,0.998576,0.998469,0.998362,0.998255,0.998148,0.998041,0.997934,0.997827,0.99772,0.997613,0.9972413,0.9968696,0.9964979,0.9961262,0.9957545,0.9953828,0.9950111,0.9946394,0.9942677,0.993896,0.9931193,0.9923426,0.9915659,0.9907892,0.9900125,0.9892358,0.9884591,0.9876824,0.9869057,0.986129,0.9845002,0.9828714,0.9812426,0.9796138,0.977985,0.9763562,0.9747274,0.9730986,0.9714698,0.969841,0.9661472,0.9624534,0.9587596,0.9550658,0.951372,0.9476782,0.9439844,0.9402906,0.9365968,0.932903
0.99867,0.99867,0.99867,0.99867,0.99867,0.99867,0.9985732,0.9984764,0.9983796,0.9982828,0.998186,0.9980892,0.9979924,0.9978956,0.9977988,0.997702,0.9973421,0.9969822,0.9966223,0.9962624,0.9959025,0.9955426,0.9951827,0.9948228,0.9944629,0.994103,0.9933547,0.9926064,0.9918581,0.9911098,0.9903615,0.9896132,0.9888649,0.9881166,0.9873683,0.98662,0.985029,0.983438,0.981847,0.980256,0.978665,0.977074,0.975483,0.973892,0.972301,0.97071,0.9671424,0.9635748,0.9600072,0.9564396,0.952872,0.9493044,0.9457368,0.9421692,0.9386016,0.935034
