V1,V2,V3,V4
2.44007780225243,2.44587672306288,-0.00579892081044603,1.63861800807018
2.40288127016871,2.49445175475213,-0.0915704845834162,-0.445239371632397
3.44363981591535,3.39995607694213,0.0436837389732215,-1.48291789125057
3.63261000333569,3.60789901180449,0.024710991531206,-1.85174877109552
2.95177192991747,3.27062235817546,-0.31885042825799,-1.71360067433062
3.96668611117664,3.9663432326813,0.000342878495331989,-0.569382655522588
4.780371065669,4.27192972911159,0.508441336557408,0.180154415168261
4.58922587421055,4.19266462719595,0.396561247014609,-0.109335254226437
5.03182931749073,4.38288597718165,0.648943340309076,-0.274200710851915
5.9116365975318,4.77723305508944,1.13440354244236,-0.319824264910324
4.95044977353105,4.07442507016511,0.876024703365946,-0.924696717865459
6.27719895682693,4.61000774595921,1.66719121086772,-0.601330283023799
6.81138428477774,4.87488192874825,1.9365023560295,-0.573019302625255
6.48421882964863,4.5735212945808,1.91069753506783,-0.692357294079784
7.15211878022942,4.85431851570638,2.29780026452304,-0.391291006174242
7.08397399548227,4.83173997196906,2.25223402351322,-0.337443193572767
7.45135451303413,5.04961529666203,2.4017392163721,-0.143765007369097
7.91158214051718,5.28446592080211,2.62711621971507,0.025382415347508
8.28860422516454,5.28831222511283,3.00029200005171,0.110315350387566
8.4903844611499,5.41858296517893,3.07180149597098,0.0422043467928006
8.81459224193934,5.48986371864001,3.32472852329933,0.119920443283945
9.59071169325313,5.86043758616514,3.73027410708799,0.334424884798466
9.74760191135517,5.91758223548418,3.83001967587099,0.313061857899697
7.83555179633161,3.88767695424354,3.94787484208807,-0.14688469923459
7.19238379419895,3.04727916459516,4.14510462960379,-0.324479633416615
7.55181319382021,3.41308207776285,4.13873111605736,-0.202193805020556
7.58975160036505,3.83390599719656,3.75584560316849,-0.0682164364272921
7.75773289998383,4.27011728373024,3.48761561625359,0.200777515861603
7.99462266524263,4.59535419404297,3.39926847119966,0.437953755855517
7.48405326100441,4.51211823421588,2.97193502678854,0.306166936290481
6.61874811147165,4.26371896879545,2.3550291426762,0.0409555943473947
7.30205311789385,4.46748042150569,2.83457269638816,0.32406399731326
7.37043814542267,4.61850838404491,2.75192976137776,0.242431031015769
7.41112026584106,4.56262667382981,2.84849359201125,0.18647823818867
7.3080122200082,4.15246494052406,3.15554727948414,0.103269242235967
6.9903642456732,4.09690426992006,2.89345997575315,-0.133203293559518
5.8084467593212,3.06392122594483,2.74452553337637,-0.332568760950039
5.87566486953017,3.31344653556782,2.56221833396236,-0.141160308104759
6.22975804316316,3.58036047156466,2.6493975715985,0.230600962243898
5.70467574330719,3.15074562521345,2.55393011809374,0.283001141941099
5.68799843808834,3.02260416070096,2.66539427738737,0.374084240777279
5.58292428063778,3.23159702378166,2.35132725685612,0.301685159441718
4.71602619779352,2.92916567606094,1.78686052173258,0.0694304251875337
4.21573695495471,2.62024244344514,1.59549451150957,0.04257855461708
4.04696868271471,2.5958732805052,1.45109540220951,0.0608422640466415
3.710759466532,1.87765682729126,1.83310263924074,0.0602442549592297
3.69505894590326,1.73222295371368,1.96283599218958,-0.0553574592998984
3.8604890484818,1.79686220347849,2.06362684500331,-0.108148556240735
4.53588607248124,1.51384348495781,3.02204258752343,0.142256683184769
4.34279866969903,0.654228878483645,3.68856979121539,0.0165689580846902
4.85566569988322,0.263746038984676,4.59191966089855,-0.00872599090456561
5.56603415930725,0.155850841141224,5.41018331816603,-0.0612182096689367
5.45105629172307,-0.250456260867965,5.70151255259104,-0.304316143188203
5.48565344257174,-0.0998788911740303,5.58553233374577,-0.376019174639168
5.51816553048336,-0.279076501896895,5.79724203238025,-0.235263670131758
4.49692938033183,-0.494364241730916,4.99129362206275,-0.540613125102084
3.78447736583181,-0.311035060184732,4.09551242601654,-0.680075167762936
3.61168989385101,-0.152688919104529,3.76437881295554,-0.480945269109327
3.23822049895168,-0.166082509635255,3.40430300858694,-0.353375290151462
3.71006849472126,0.0308752226219486,3.67919327209931,0.00488089307089012
3.66505205804636,0.150068399811976,3.51498365823438,0.0381339471260844
3.94658366817464,0.184200814708779,3.76238285346586,0.174776578360934
4.79628802630341,0.648633296919672,4.14765472938373,0.381406319292978
4.05099177927455,0.387433092891524,3.66355868638303,0.0399436663695951
4.1098042951338,0.460246587730049,3.64955770740375,0.0467856449623696
4.38598460670409,0.687631797642216,3.69835280906188,0.158323670416166
3.25649785565741,0.420708765444955,2.83578909021245,-0.181418204519105
3.66214595053441,0.621802475575966,3.04034347495845,0.103805135419179
3.74269071214546,0.638283389109201,3.10440732303626,0.234671633896785
2.12587083818244,0.316921900484432,1.80894893769801,-0.251081711451555
4.71572016280352,3.004419384901,1.71130077790252,0.552238220851121
5.020729857088,3.22566159089379,1.79506826619421,0.821050977867952
5.00042516903146,3.67376091263959,1.32666425639187,0.676158076520773
5.3597227922695,3.07041785813756,2.28930493413195,0.842343529009488
5.51750663812435,2.6887911076053,2.82871553051906,0.688402797069624
5.60201280429473,2.7348103564334,2.86720244786133,0.430392317946799
5.04299985106941,2.11495424297338,2.92804560809603,0.162575126270848
5.66894897702055,2.03500841425485,3.63394056276569,0.268812820374268
2.93802181334746,1.34592698044622,1.59209483290124,-0.848089700226929
1.83741984691651,0.829522543949299,1.00789730296721,-0.934365652001093
1.6294874964327,0.142341302154815,1.48714619427788,-0.567170970825941
