2I,488999,243925191,118793110,125132081,100595563,105169776,14012502,15617927,943213,961623,3241832,3382755,10443955,10127168,90972361,95855106,13493713,15103011,832897,857757,3050184,3189039,,2I 488999  243925191 118793110 125132081 100595563 105169776  14012502  15617927    943213    961623   3241832   3382755  10443955  10127168  90972361  95855106  13493713  15103011    832897    857757   3050184   3189039
2I,488,0,3745603,1915505,1830098,1540264,1463609,294238,288963,21196,20529,59807,56997,236699,227431,1323409,1255144,281693,276967,18362,17834,55342,52722,2I 488  0    3745603   1915505   1830098   1540264   1463609    294238    288963     21196     20529     59807     56997    236699    227431   1323409   1255144    281693    276967     18362     17834     55342     52722
2I,488,1,3609385,1846756,1762629,1489918,1415862,278643,272692,20332,19313,57863,54762,225873,216068,1282884,1217850,266787,261220,17674,16778,53538,50713,2I 488  1    3609385   1846756   1762629   1489918   1415862    278643    272692     20332     19313     57863     54762    225873    216068   1282884   1217850    266787    261220     17674     16778     53538     50713
2I,488,2,3635703,1862041,1773662,1505697,1427190,276841,269677,20816,20103,58687,56692,225269,215027,1299046,1229835,265014,258542,18221,17545,54491,52713,2I 488  2    3635703   1862041   1773662   1505697   1427190    276841    269677     20816     20103     58687     56692    225269    215027   1299046   1229835    265014    258542     18221     17545     54491     52713
2I,488,3,3578617,1829618,1748999,1483163,1409631,269208,263117,20055,20004,57192,56247,212340,203857,1287857,1222452,258429,252728,17685,17569,53307,52393,2I 488  3    3578617   1829618   1748999   1483163   1409631    269208    263117     20055     20004     57192     56247    212340    203857   1287857   1222452    258429    252728     17685     17569     53307     52393
2I,488,4,3574388,1829101,1745287,1477913,1400940,272380,267478,20604,19943,58204,56926,210378,201486,1284236,1215824,261920,257171,18249,17655,54318,53151,2I 488  4    3574388   1829101   1745287   1477913   1400940    272380    267478     20604     19943     58204     56926    210378    201486   1284236   1215824    261920    257171     18249     17655     54318     53151
2I,488,5,3630863,1857836,1773027,1501759,1425887,276017,269133,20961,20088,59099,57919,215148,206528,1303378,1235610,265563,258964,18577,17788,55170,54137,2I 488  5    3630863   1857836   1773027   1501759   1425887    276017    269133     20961     20088     59099     57919    215148    206528   1303378   1235610    265563    258964     18577     17788     55170     54137
2I,488,6,3587067,1835038,1752029,1487594,1412959,271825,265305,18970,18331,56649,55434,210461,202183,1293252,1226339,261750,255537,16666,16131,52909,51839,2I 488  6    3587067   1835038   1752029   1487594   1412959    271825    265305     18970     18331     56649     55434    210461    202183   1293252   1226339    261750    255537     16666     16131     52909     51839
2I,488,7,3587862,1835737,1752125,1487150,1410482,273298,268556,18772,18143,56517,54944,204120,196476,1298415,1229072,263773,259173,16622,16046,52807,51358,2I 488  7    3587862   1835737   1752125   1487150   1410482    273298    268556     18772     18143     56517     54944    204120    196476   1298415   1229072    263773    259173     16622     16046     52807     51358
2I,488,8,3394146,1735966,1658180,1401795,1331058,262792,257267,19313,18996,52066,50859,208404,202074,1210767,1145606,252225,247329,16164,15892,48406,47279,2I 488  8    3394146   1735966   1658180   1401795   1331058    262792    257267     19313     18996     52066     50859    208404    202074   1210767   1145606    252225    247329     16164     15892     48406     47279
2I,488,9,3466823,1775873,1690950,1428783,1352600,274134,268039,20206,19307,52750,51004,210525,201534,1236114,1168102,263437,257852,16877,16168,48920,47294,2I 488  9    3466823   1775873   1690950   1428783   1352600    274134    268039     20206     19307     52750     51004    210525    201534   1236114   1168102    263437    257852     16877     16168     48920     47294
2I,488,10,3446401,1768354,1678047,1432324,1350306,267261,261295,18034,17532,50735,48914,197681,187512,1250191,1177600,257632,252104,15719,15308,47131,45523,2I 488 10    3446401   1768354   1678047   1432324   1350306    267261    261295     18034     17532     50735     48914    197681    187512   1250191   1177600    257632    252104     15719     15308     47131     45523
2I,488,11,3297080,1689320,1607760,1366758,1292952,254632,249881,17689,16749,50241,48178,193754,185524,1188071,1121541,245200,241106,15544,14680,46751,44909,2I 488 11    3297080   1689320   1607760   1366758   1292952    254632    249881     17689     16749     50241     48178    193754    185524   1188071   1121541    245200    241106     15544     14680     46751     44909
2I,488,12,3219339,1648281,1571058,1329055,1259205,250834,245263,17812,17379,50580,49211,186089,178958,1156997,1093840,242027,237036,15776,15287,47392,45937,2I 488 12    3219339   1648281   1571058   1329055   1259205    250834    245263     17812     17379     50580     49211    186089    178958   1156997   1093840    242027    237036     15776     15287     47392     45937
2I,488,13,3266379,1672652,1593727,1353002,1283268,248063,242836,18219,17661,53368,49962,183022,176237,1184085,1120081,239408,234849,16239,15806,49898,46754,2I 488 13    3266379   1672652   1593727   1353002   1283268    248063    242836     18219     17661     53368     49962    183022    176237   1184085   1120081    239408    234849     16239     15806     49898     46754
2I,488,14,3228113,1653596,1574517,1327085,1257537,252971,247318,18572,17947,54968,51715,178934,171922,1162408,1099468,244575,238787,16415,15976,51264,48364,2I 488 14    3228113   1653596   1574517   1327085   1257537    252971    247318     18572     17947     54968     51715    178934    171922   1162408   1099468    244575    238787     16415     15976     51264     48364
2I,488,15,3364189,1722654,1641535,1379736,1308337,267932,261882,19134,18410,55852,52906,186423,175909,1207908,1146918,259236,253127,16928,16206,52159,49375,2I 488 15    3364189   1722654   1641535   1379736   1308337    267932    261882     19134     18410     55852     52906    186423    175909   1207908   1146918    259236    253127     16928     16206     52159     49375
2I,488,16,3611479,1853375,1758104,1497819,1415986,280239,271147,18993,18049,56324,52922,196240,181586,1316535,1248324,271209,262710,16701,15957,52690,49527,2I 488 16    3611479   1853375   1758104   1497819   1415986    280239    271147     18993     18049     56324     52922    196240    181586   1316535   1248324    271209    262710     16701     15957     52690     49527
2I,488,17,3940056,2028590,1911466,1652506,1552082,297866,287471,19865,18461,58353,53452,215595,193634,1453645,1373227,287393,278332,17438,16365,54519,49908,2I 488 17    3940056   2028590   1911466   1652506   1552082    297866    287471     19865     18461     58353     53452    215595    193634   1453645   1373227    287393    278332     17438     16365     54519     49908
2I,488,18,3780456,1931113,1849343,1581222,1508231,273831,271630,18455,17308,57605,52174,206893,183392,1390636,1339733,263656,262235,16089,15248,53839,48735,2I 488 18    3780456   1931113   1849343   1581222   1508231    273831    271630     18455     17308     57605     52174    206893    183392   1390636   1339733    263656    262235     16089     15248     53839     48735
2I,488,19,3876832,1967865,1908967,1614259,1555639,272428,278786,19111,17637,62067,56905,219473,191960,1412581,1379627,261071,268588,16667,15620,58073,53172,2I 488 19    3876832   1967865   1908967   1614259   1555639    272428    278786     19111     17637     62067     56905    219473    191960   1412581   1379627    261071    268588     16667     15620     58073     53172
2I,488,20,3790004,1925048,1864956,1578196,1516006,269399,277534,18089,16543,59364,54873,223184,190975,1373506,1341285,257348,266997,15750,14582,55260,51117,2I 488 20    3790004   1925048   1864956   1578196   1516006    269399    277534     18089     16543     59364     54873    223184    190975   1373506   1341285    257348    266997     15750     14582     55260     51117
2I,488,21,3822051,1941570,1880481,1596796,1533962,268049,275901,17862,16808,58863,53810,231847,196749,1384376,1353796,255635,265139,15242,14840,54470,49957,2I 488 21    3822051   1941570   1880481   1596796   1533962    268049    275901     17862     16808     58863     53810    231847    196749   1384376   1353796    255635    265139     15242     14840     54470     49957
2I,488,22,3850683,1956170,1894513,1614012,1546585,265008,277129,18570,17051,58580,53748,236148,199961,1397266,1363259,252666,266415,15910,14983,54180,49895,2I 488 22    3850683   1956170   1894513   1614012   1546585    265008    277129     18570     17051     58580     53748    236148    199961   1397266   1363259    252666    266415     15910     14983     54180     49895
2I,488,23,4053523,2047881,2005642,1702139,1643779,267464,287157,19179,18200,59099,56506,245805,208825,1475918,1452318,254759,275972,16622,16064,54777,52463,2I 488 23    4053523   2047881   2005642   1702139   1643779    267464    287157     19179     18200     59099     56506    245805    208825   1475918   1452318    254759    275972     16622     16064     54777     52463
2I,488,24,4244154,2143369,2100785,1791622,1729964,269711,291902,19174,18507,62862,60412,254943,215828,1557226,1532272,256402,280102,16453,16322,58345,56261,2I 488 24    4244154   2143369   2100785   1791622   1729964    269711    291902     19174     18507     62862     60412    254943    215828   1557226   1532272    256402    280102     16453     16322     58345     56261
2I,488,25,4273595,2151687,2121908,1800946,1749031,268137,291013,18738,17865,63866,63999,254317,217055,1566731,1549855,255407,279803,16056,15579,59176,59616,2I 488 25    4273595   2151687   2121908   1800946   1749031    268137    291013     18738     17865     63866     63999    254317    217055   1566731   1549855    255407    279803     16056     15579     59176     59616
2I,488,26,4344073,2179812,2164261,1833561,1790103,265997,292612,17415,17480,62839,64066,248379,211352,1605040,1596562,253149,281207,14893,15260,58351,59880,2I 488 26    4344073   2179812   2164261   1833561   1790103    265997    292612     17415     17480     62839     64066    248379    211352   1605040   1596562    253149    281207     14893     15260     58351     59880
2I,488,27,4408068,2210304,2197764,1865402,1818959,263898,294564,16939,17501,64065,66740,240847,208643,1643776,1628189,251345,283105,14535,15349,59801,62478,2I 488 27    4408068   2210304   2197764   1865402   1818959    263898    294564     16939     17501     64065     66740    240847    208643   1643776   1628189    251345    283105     14535     15349     59801     62478
2I,488,28,4179031,2091634,2087397,1766665,1729518,248410,276393,16357,16574,60202,64912,219971,193996,1564239,1551466,237149,266262,14138,14687,56137,60986,2I 488 28    4179031   2091634   2087397   1766665   1729518    248410    276393     16357     16574     60202     64912    219971    193996   1564239   1551466    237149    266262     14138     14687     56137     60986
2I,488,29,4560062,2283212,2276850,1919104,1875931,277470,309821,17171,17649,69467,73449,232861,206707,1705066,1686521,265194,298643,14872,15746,65219,69233,2I 488 29    4560062   2283212   2276850   1919104   1875931    277470    309821     17171     17649     69467     73449    232861    206707   1705066   1686521    265194    298643     14872     15746     65219     69233
