2I,483999,233262571,113379752,119882819,97112987,101960866,13131263,14653704,781708,799598,2353794,2468651,8418428,8341338,89213188,94153962,12790671,14299680,717583,736887,2239882,2350952,,2I 483999  233262571 113379752 119882819  97112987 101960866  13131263  14653704    781708    799598   2353794   2468651   8418428   8341338  89213188  94153962  12790671  14299680    717583    736887   2239882   2350952
2I,483,0,3655579,1869887,1785692,1529913,1452998,273209,268193,19061,18631,47704,45870,195312,186485,1346709,1278230,265233,260464,17594,17206,45039,43307,2I 483  0    3655579   1869887   1785692   1529913   1452998    273209    268193     19061     18631     47704     45870    195312    186485   1346709   1278230    265233    260464     17594     17206     45039     43307
2I,483,1,3506006,1794550,1711456,1470967,1394624,261039,256552,17146,16537,45398,43743,185960,177171,1296170,1228293,253685,249341,15819,15259,42916,41392,2I 483  1    3506006   1794550   1711456   1470967   1394624    261039    256552     17146     16537     45398     43743    185960    177171   1296170   1228293    253685    249341     15819     15259     42916     41392
2I,483,2,3484427,1781761,1702666,1456179,1383180,263389,258341,17243,16676,44950,44469,180153,172055,1286686,1221472,256329,251506,16005,15464,42588,42169,2I 483  2    3484427   1781761   1702666   1456179   1383180    263389    258341     17243     16676     44950     44469    180153    172055   1286686   1221472    256329    251506     16005     15464     42588     42169
2I,483,3,3454041,1764274,1689767,1439143,1370126,264253,259163,17529,17394,43349,43084,190274,184890,1260991,1197008,256378,251607,15694,15568,40937,40694,2I 483  3    3454041   1764274   1689767   1439143   1370126    264253    259163     17529     17394     43349     43084    190274    184890   1260991   1197008    256378    251607     15694     15568     40937     40694
2I,483,4,3353149,1714956,1638193,1395265,1324845,260848,256183,17025,16160,41818,41005,180526,172691,1226391,1163401,253326,248883,15255,14474,39458,38744,2I 483  4    3353149   1714956   1638193   1395265   1324845    260848    256183     17025     16160     41818     41005    180526    172691   1226391   1163401    253326    248883     15255     14474     39458     38744
2I,483,5,3312274,1694056,1618218,1385267,1314692,253668,249584,15530,15162,39591,38780,180160,173510,1216449,1152085,246347,242484,13809,13538,37291,36601,2I 483  5    3312274   1694056   1618218   1385267   1314692    253668    249584     15530     15162     39591     38780    180160    173510   1216449   1152085    246347    242484     13809     13538     37291     36601
2I,483,6,3219228,1647256,1571972,1348151,1279013,245438,240954,15061,14195,38606,37810,178037,171479,1181039,1117949,238286,234078,13439,12670,36455,35796,2I 483  6    3219228   1647256   1571972   1348151   1279013    245438    240954     15061     14195     38606     37810    178037    171479   1181039   1117949    238286    234078     13439     12670     36455     35796
2I,483,7,3193966,1635424,1558542,1337520,1267538,244185,238971,14784,14387,38935,37646,175636,169276,1172426,1108204,237248,232640,13245,12839,36869,35583,2I 483  7    3193966   1635424   1558542   1337520   1267538    244185    238971     14784     14387     38935     37646    175636    169276   1172426   1108204    237248    232640     13245     12839     36869     35583
2I,483,8,3109897,1594177,1515720,1306442,1235306,234124,229382,14645,14141,38966,36891,167153,160509,1149507,1084145,227502,223333,13203,12800,36812,34933,2I 483  8    3109897   1594177   1515720   1306442   1235306    234124    229382     14645     14141     38966     36891    167153    160509   1149507   1084145    227502    223333     13203     12800     36812     34933
