2I;481;999;228906306;111229567;117676739;95707896;100556891;12786923;14264783;726928;743588;2007820;2111477;7693334;7691691;88444731;93315248;12500659;13961346;674697;691739;1916146;2016715
2I;481;0;3602817;1843467;1759350;1515055;1436228;271002;267461;16764;16356;40646;39305;180106;171280;1344658;1274443;264499;261074;15669;15290;38535;37263
2I;481;1;3409901;1744394;1665507;1433431;1360118;257584;253605;16331;15869;37048;35915;182899;176783;1261066;1193521;250649;246888;14780;14377;35000;33938
2I;481;2;3268739;1670647;1598092;1367527;1300224;250988;246758;16054;15385;36078;35725;169933;162522;1207610;1147368;244441;240420;14566;13951;34097;33831
2I;481;3;3277060;1675301;1601759;1378064;1309450;246710;242313;15114;14986;35413;35010;171268;164761;1216624;1154175;240312;236119;13646;13570;33451;33134
2I;481;4;3215769;1645347;1570422;1348948;1280101;245662;241411;15205;14226;35532;34684;170214;163751;1188394;1125598;239288;235225;13805;12918;33646;32930
2I;481;5;3144278;1608455;1535823;1319025;1251747;240544;235941;14319;14069;34567;34066;165866;159710;1162264;1100663;234438;230350;13040;12771;32847;32329
2I;481;6;3170602;1623199;1547403;1336654;1267445;237108;232463;14188;13746;35249;33749;163215;157164;1182398;1118514;231171;226994;12984;12630;33431;32101
2I;481;7;3166933;1620192;1546741;1326023;1259299;243396;238601;14662;14294;36111;34547;158848;153646;1176061;1114176;237645;233022;13419;13104;34219;32793
2I;481;8;3167616;1619865;1547751;1325058;1257757;244757;241508;14711;14337;35339;34149;155552;148370;1178214;1117848;239153;235997;13472;13142;33474;32394
2I;481;9;3505722;1791110;1714612;1470553;1399180;266914;263185;15997;15711;37646;36536;162920;157568;1316799;1250450;261111;257557;14650;14407;35630;34630
2I;481;10;3834303;1964336;1869967;1622039;1536558;288158;281795;16578;16068;37561;35546;168908;162406;1462782;1383303;281835;275772;15266;14818;35545;33668
2I;481;11;3680737;1881422;1799315;1559882;1485696;269511;263663;15922;15754;36107;34202;158922;154664;1409937;1339713;263639;258029;14654;14496;34270;32413
2I;481;12;3576665;1826991;1749674;1518811;1445208;257564;256067;15975;15526;34641;32873;151355;147348;1375970;1306355;251908;250426;14806;14352;32952;31193
2I;481;13;3546987;1810042;1736945;1496104;1427174;264524;262807;15949;15314;33465;31650;148576;145270;1356143;1290525;258747;256961;14792;14173;31784;30016
2I;481;14;3668867;1871987;1796880;1548828;1478359;274018;271872;16035;15970;33106;30679;150784;147709;1406991;1339576;267974;265771;14847;14815;31391;29009
2I;481;15;3818553;1949809;1868744;1607265;1534474;291540;286639;17037;16257;33967;31374;156751;151952;1459810;1391697;285237;280331;15814;15078;32197;29686
2I;481;16;4062924;2071378;1991546;1716756;1644508;302387;298083;17793;17287;34442;31668;163221;157773;1563175;1496263;295632;291490;16589;16065;32761;29955
2I;481;17;4183200;2142820;2040380;1784422;1692498;304421;298388;18037;17247;35940;32247;169243;159220;1625164;1542810;297518;291783;16754;16040;34141;30527
2I;481;18;4172430;2114507;2057923;1766991;1711565;293651;296659;17777;16876;36088;32823;171821;161586;1604917;1559589;286958;290119;16517;15618;34294;31011
2I;481;19;4436302;2232929;2203373;1876792;1840707;299465;310214;17712;17221;38960;35231;182207;167187;1705287;1683674;292115;303236;16336;15941;36984;33335
2I;481;20;4428847;2224178;2204669;1882459;1846335;285735;305337;16994;16762;38990;36235;182323;167104;1710515;1689450;278615;298400;15671;15446;37054;34269
2I;481;21;4317461;2166271;2151190;1837949;1805035;273652;293593;16349;15789;38321;36773;180400;163231;1667953;1651577;266648;286887;15025;14665;36245;34830
2I;481;22;4271411;2139867;2131544;1823778;1790834;262725;288107;15288;15169;38076;37434;174963;159105;1658694;1641384;255930;281480;14095;14062;36185;35513
2I;481;23;4302435;2151135;2151300;1840096;1812556;258846;284734;14217;14022;37976;39988;176246;161929;1673573;1660480;252360;278115;12961;12848;35995;37928
2I;481;24;4265599;2135746;2129853;1826615;1789738;255386;284254;14487;14450;39258;41411;173763;160656;1662724;1638890;248651;277656;13278;13283;37330;39368
2I;481;25;4199423;2095532;2103891;1793762;1767878;247847;276954;14424;15192;39499;43867;169068;158011;1634290;1619449;241403;270647;13209;14004;37562;41780
2I;481;26;4100851;2046071;2054780;1757389;1729020;235999;267282;11998;12205;40685;46273;161737;151381;1604690;1586616;229951;261446;10994;11255;38699;44082
2I;481;27;4025893;2001988;2023905;1719029;1706208;228431;257566;12403;12698;42125;47433;152425;145891;1574945;1569474;223011;251741;11416;11693;40191;45106
2I;481;28;3786167;1880613;1905554;1622373;1611241;205696;236417;12041;12388;40503;45508;139412;135766;1490629;1483853;200840;231128;11083;11440;38649;43367
2I;481;29;3995269;1990049;2005220;1713484;1692271;221211;252218;12689;13020;42665;47711;143449;139590;1578131;1561124;215982;246739;11708;12114;40779;45653
2I;481;30;3770086;1870557;1899529;1603118;1592597;211173;243266;13066;13918;43200;49748;136133;133604;1474615;1467359;206246;238029;12134;12937;41429;47600
2I;481;31;3649676;1805158;1844518;1555635;1555384;194590;226768;11532;12176;43401;50190;127599;127634;1434918;1435429;190211;221950;10757;11383;41673;48122
2I;481;32;3637476;1797321;1840155;1554478;1559741;189907;221004;11226;11757;41710;47653;120617;121894;1440583;1445316;185652;216288;10464;10993;40005;45664
2I;481;33;3672472;1810473;1861999;1584592;1597666;174752;205230;10880;11716;40249;47387;115627;118192;1475159;1486492;170918;200910;10146;10970;38623;45435
