"","File with ten worksheets.  All worksheets have tables with row headers in column A and column headers in rows 4 through 5.","","","","","","","","","","","",""
"1","Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1977","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2","Age","All races","NaN","NaN","White","NaN","NaN","Black","NaN","NaN","Other races","NaN","NaN"
"3","NaN","Total","Male","Female","Total","Male","Female","Total","Male","Female","Total","Male","Female"
"4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"5","All ages","220239425","107334548","112904877","190648946","93202287","97446659","25559193","12158361","13400832","4031286","1973900","2057386"
"6","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"7","0","3278804","1679661","1599143","2717720","1395724","1321996","485192","245367","239825","75892","38570","37322"
"8","1","3031462","1548926","1482536","2512481","1287605","1224876","445762","224173","221589","73219","37148","36071"
"9","2","3063419","1567180","1496239","2533546","1299702","1233844","454693","229218","225475","75180","38260","36920"
"10","3","3034854","1551964","1482890","2502143","1283188","1218955","455830","230112","225718","76881","38664","38217"
"11","4","3155120","1610944","1544176","2595291","1328778","1266513","482981","243078","239903","76848","39088","37760"
"12","5","3333554","1701703","1631851","2750301","1408437","1341864","503807","253490","250317","79446","39776","39670"
"13","6","3644207","1862542","1781665","3035641","1556125","1479516","531662","267333","264329","76904","39084","37820"
"14","7","3625593","1850960","1774633","3040142","1557151","1482991","512669","257198","255471","72782","36611","36171"
"15","8","3435855","1753341","1682514","2870436","1469746","1400690","496534","248681","247853","68885","34914","33971"
"16","9","3490526","1780461","1710065","2903272","1485944","1417328","514322","257595","256727","72932","36922","36010"
"17","10","3656833","1866707","1790126","3047754","1559939","1487815","530521","266781","263740","78558","39987","38571"
"18","11","3695735","1886591","1809144","3062932","1567715","1495217","553805","278583","275222","78998","40293","38705"
"19","12","3891370","1983142","1908228","3248698","1659068","1589630","567822","285840","281982","74850","38234","36616"
"20","13","4081028","2086076","1994952","3424737","1754837","1669900","581856","293125","288731","74435","38114","36321"
