"","File with ten worksheets.  All worksheets have tables with row headers in column A and column headers in rows 4 through 5.","","","","","","","","","","","",""
"1","Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1972","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2","Age","All races","NaN","NaN","White","NaN","NaN","Black","NaN","NaN","Other races","NaN","NaN"
"3","NaN","Total","Male","Female","Total","Male","Female","Total","Male","Female","Total","Male","Female"
"4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"5","All ages","209896021","102590732","107305289","183325614","89843389","93482225","23646177","11297893","12348284","2924230","1449450","1474780"
"6","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"7","0","3305565","1688622","1616943","2764132","1415447","1348685","477122","240609","236513","64311","32566","31745"
"8","1","3567411","1823076","1744335","2993450","1533990","1459460","510194","256768","253426","63767","32318","31449"
"9","2","3439449","1754942","1684507","2892476","1480501","1411975","488776","245115","243661","58197","29326","28871"
"10","3","3392093","1729006","1663087","2848406","1456577","1391829","488940","244938","244002","54747","27491","27256"
"11","4","3396835","1732055","1664780","2854977","1460904","1394073","488555","244453","244102","53303","26698","26605"
"12","5","3468940","1768012","1700928","2916534","1491383","1425151","494629","247503","247126","57777","29126","28651"
"13","6","3582479","1823972","1758507","3003274","1533800","1469474","519330","259865","259465","59875","30307","29568"
"14","7","3823954","1946311","1877643","3221189","1644436","1576753","544336","272430","271906","58429","29445","28984"
"15","8","3922524","2002702","1919822","3321686","1700278","1621408","543746","273432","270314","57092","28992","28100"
"16","9","4048928","2065242","1983686","3427411","1752390","1675021","562393","283013","279380","59124","29839","29285"
"17","10","4256429","2171946","2084483","3596770","1840230","1756540","595862","299436","296426","63797","32280","31517"
"18","11","4215705","2150606","2065099","3578547","1830995","1747552","575891","288749","287142","61267","30862","30405"
"19","12","4166881","2124100","2042781","3537635","1808786","1728849","571343","286099","285244","57903","29215","28688"
"20","13","4193163","2132378","2060785","3562312","1817055","1745257","573563","286527","287036","57288","28796","28492"
"21","14","4266512","2173042","2093470","3636047","1856470","1779577","573686","287956","285730","56779","28616","28163"
"22","15","4257060","2172079","2084981","3623001","1853268","1769733","572645","287598","285047","61414","31213","30201"
"23","16","4077625","2075960","2001665","3469534","1770949","1698585","548896","275152","273744","59195","29859","29336"
"24","17","4037981","2054479","1983502","3444962","1757391","1687571","535274","267819","267455","57745","29269","28476"
"25","18","3975748","2010225","1965523","3413108","1730984","1682124","506116","250607","255509","56524","28634","27890"
"26","19","3947500","1995159","1952341","3404754","1726696","1678058","485246","239317","245929","57500","29146","28354"
"27","20","3895789","1977039","1918750","3362924","1713760","1649164","475779","233691","242088","57086","29588","27498"
"28","21","3696985","1875145","1821840","3187617","1624691","1562926","451643","220816","230827","57725","29638","28087"
"29","22","3510975","1761503","1749472","3033415","1532782","1500633","418331","200165","218166","59229","28556","30673"
"30","23","3481136","1735631","1745505","3025043","1519119","1505924","395630","187978","207652","60463","28534","31929"
"31","24","3568208","1780631","1787577","3128893","1573098","1555795","379904","179724","200180","59411","27809","31602"
"32","25","3810706","1909521","1901185","3384219","1708170","1676049","370286","174573","195713","56201","26778","29423"
"33","26","2730854","1365035","1365819","2389712","1205338","1184374","294591","137825","156766","46551","21872","24679"
"34","27","2815750","1397176","1418574","2452945","1228639","1224306","311856","144852","167004","50949","23685","27264"
"35","28","2837491","1404443","1433048","2496452","1245642","1250810","290995","135047","155948","50044","23754","26290"
"36","29","3045673","1511490","1534183","2694468","1346834","1347634","300465","140290","160175","50740","24366","26374"
"37","30","2795484","1388021","1407463","2431553","1217336","1214217","312684","145550","167134","51247","25135","26112"
"38","31","2510244","1244310","1265934","2191110","1095917","1095193","273619","126110","147509","45515","22283","23232"
"39","32","2389361","1178649","1210712","2082677","1037035","1045642","262837","120270","142567","43847","21344","22503"
"40","33","2329854","1145490","1184364","2030232","1007727","1022505","256269","116819","139450","43353","20944","22409"
"41","34","2358520","1158172","1200348","2056441","1019701","1036740","260573","118600","141973","41506","19871","21635"
"42","35","2275416","1117237","1158179","1991353","987155","1004198","247208","112519","134689","36855","17563","19292"
"43","36","2245082","1099674","1145408","1965871","972403","993468","244388","110979","133409","34823","16292","18531"
"44","37","2222773","1091031","1131742","1940483","961908","978575","246432","112427","134005","35858","16696","19162"
"45","38","2177719","1067160","1110559","1903446","942498","960948","238023","107868","130155","36250","16794","19456"
