2I;487;999;241739502;117683169;124056333;99893889;104530578;13825994;15407942;907625;926281;3055661;3191532;10004911;9739092;90637857;95538776;13348553;14930014;809076;832783;2882772;3015668
2I;487;0;3686154;1886023;1800131;1525417;1449048;284274;278838;20521;19671;55811;52574;225055;215829;1318239;1250244;272921;267977;18034;17318;51774;48763
2I;487;1;3616736;1852144;1764592;1503601;1425282;272651;266771;19960;19244;55932;53295;216820;206903;1303758;1234721;261879;256324;17648;17011;52039;49633
2I;487;2;3559664;1820595;1739069;1477134;1403801;268589;261816;19762;19502;55110;53950;209226;200343;1284062;1218954;258205;251990;17611;17337;51491;50445
2I;487;3;3527093;1804248;1722845;1463257;1388132;265104;260258;20092;19687;55795;54768;202587;193917;1276064;1209223;255298;250785;18022;17597;52277;51323
2I;487;4;3627714;1855392;1772322;1502154;1427119;276223;269690;20458;19774;56557;55739;209401;200822;1308271;1241487;266355;260003;18371;17754;52994;52256
2I;487;5;3586037;1834719;1751318;1486584;1410912;273421;267817;19059;18319;55655;54270;205447;197261;1296116;1228222;263937;258529;17043;16381;52176;50925
2I;487;6;3562864;1823002;1739862;1480276;1404735;271023;264759;18183;17522;53520;52846;199791;191425;1294716;1227059;261995;256016;16284;15703;50216;49659
2I;487;7;3523007;1800842;1722165;1457643;1385685;272369;267605;18877;18477;51953;50398;210133;205157;1263794;1196311;262367;257923;16043;15721;48505;47053
2I;487;8;3263449;1670522;1592927;1351248;1280673;253806;248745;17982;17227;47486;46282;192387;183898;1174169;1111413;244385;239810;15332;14667;44249;43139
2I;487;9;3417261;1750649;1666612;1418407;1341895;265353;259989;18179;17776;48710;46952;204392;196742;1230136;1160447;255550;250675;15294;15064;45277;43684
2I;487;10;3346533;1717603;1628930;1391164;1311585;260268;254240;17461;16353;48710;46752;191689;182029;1213651;1143037;251308;245680;15435;14419;45520;43765
2I;487;11;3222718;1651357;1571361;1338249;1265916;248839;243083;16667;16390;47602;45972;185485;177713;1166159;1100633;240272;235518;14802;14476;44639;43021
2I;487;12;3239465;1659680;1579785;1343750;1272649;248123;242712;17528;16866;50279;47558;179542;172852;1177251;1112092;239992;235039;15716;15164;47179;44638
2I;487;13;3207606;1640192;1567414;1321801;1256492;248787;244122;17992;17691;51612;49109;172943;167490;1161723;1101435;241004;236583;16125;15875;48397;46031
2I;487;14;3331816;1705118;1626698;1370812;1301218;262577;257345;18599;17918;53130;50217;177642;169167;1206583;1145173;254613;249217;16566;16043;49714;47098
2I;487;15;3594412;1839702;1754710;1486444;1411337;279955;273490;19167;18359;54136;51524;185176;176585;1314966;1248149;271785;265396;17059;16301;50716;48279
2I;487;16;3872286;1988011;1884275;1621693;1532961;293550;283760;18978;18133;53790;49421;196051;182555;1440058;1363906;284561;275366;16864;16181;50477;46267
2I;487;17;3813783;1960095;1853688;1605828;1513923;280903;272360;18821;17721;54543;49684;199516;181957;1421079;1345256;271647;264118;16643;15774;51210;46583
2I;487;18;3667122;1869787;1797335;1536396;1469613;263229;263642;17668;16495;52494;47585;192255;172624;1358563;1310592;253894;254793;15711;14737;49364;44589
2I;487;19;3798874;1924366;1874508;1573949;1523165;275300;282099;18423;16934;56694;52310;207421;184312;1382958;1353823;264647;272273;16243;15136;53097;48964
2I;487;20;3873080;1962420;1910660;1614406;1561014;274807;282616;17955;17074;55252;49956;215236;188190;1416577;1388259;263366;272487;15772;15213;51469;46511
2I;487;21;3918607;1990168;1928439;1635874;1573374;279062;286342;18614;16867;56618;51856;226109;194023;1427872;1395072;267401;276032;16206;15022;52580;48290
2I;487;22;4071587;2061007;2010580;1713529;1653575;272104;287249;19252;18177;56122;51579;232754;200337;1498984;1469314;260171;276786;16883;16196;52215;47947
2I;487;23;4159670;2101713;2057957;1757138;1698273;268487;287568;19152;18052;56936;54064;240189;205069;1535416;1509592;256590;276875;16679;16086;52839;50335
