UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2012,9,4063152,2072582,1990570,1536237,1465303,301230,293161,32378,31329,101606,102173,5769,5524,95362,93080,1623227,1550373,349956,340780,54202,52752,136836,136447,13015,12331,1583136,1517232,1111266,1054383,276782,269788,17636,17006,96404,97117,3978,3830,77070,75108,1181857,1123332,317051,309097,32331,31472,126078,125892,9385,8970,489446,473338,424971,410920,24448,23373,14742,14323,5202,5056,1791,1694,18292,17972,441370,427041,32905,31683,21871,21280,10758,10555,3630,3361
R,7,2012,10,4045779,2063922,1981857,1530798,1460167,306519,298002,32272,31032,97180,97100,5608,5381,91545,90175,1614297,1542207,353162,344582,53805,52561,130657,129479,12527,12130,1581026,1515606,1110767,1054919,282500,274744,17814,17141,92184,92297,3908,3712,73853,72793,1178397,1121470,321119,313262,32273,31720,120241,119439,9137,8798,482896,466251,420031,405248,24019,23258,14458,13891,4996,4803,1700,1669,17692,17382,435900,420737,32043,31320,21532,20841,10416,10040,3390,3332
R,7,2012,11,4146000,2116688,2029312,1567584,1494809,317874,308329,32434,31536,101093,99960,5611,5532,92092,89146,1651328,1575987,364643,353999,54597,52939,134721,132059,12628,12352,1630633,1560247,1144291,1086359,293747,285193,18225,17621,96121,95250,3957,3798,74292,72026,1212027,1152202,332369,323056,33352,32225,124408,122252,9220,8933,486055,469065,423293,408450,24127,23136,14209,13915,4972,4710,1654,1734,17800,17120,439301,423785,32274,30943,21245,20714,10313,9807,3408,3419
R,7,2012,12,4208009,2151995,2056014,1595305,1515296,327896,316924,33410,32053,99124,98003,5819,5462,90441,88276,1677669,1595294,373710,362453,56031,54004,131379,129211,12682,12196,1665138,1588438,1170926,1108294,303818,293543,18962,18064,94164,93292,4104,3851,73164,71394,1237773,1173217,341766,331270,34456,33213,121385,119469,9313,8928,486857,467576,424379,407002,24078,23381,14448,13989,4960,4711,1715,1611,17277,16882,439896,422077,31944,31183,21575,20791,9994,9742,3369,3268
R,7,2012,13,4136683,2114928,2021755,1574380,1497310,319879,309507,32322,31377,94909,93291,5694,5262,87744,85008,1654105,1574369,364019,352923,54540,53200,126151,123065,12700,11810,1645194,1568728,1164904,1102805,296532,286894,18503,17842,90041,88579,3997,3731,71217,68877,1229852,1165435,333265,323118,34021,33097,116309,113432,9326,8708,469734,453027,409476,394505,23347,22613,13819,13535,4868,4712,1697,1531,16527,16131,424253,408934,30754,29805,20519,20103,9842,9633,3374,3102
R,7,2012,14,4135460,2114448,2021012,1573717,1495443,321959,311466,32298,31449,96296,94889,5651,5309,84527,82456,1650295,1570274,364212,353170,54262,52947,126082,123594,12238,11587,1650288,1575063,1168368,1106567,299162,289374,18453,18074,91596,90199,4049,3765,68660,67084,1230783,1167673,334454,324196,33812,33270,116630,114320,9100,8551,464160,445949,405349,388876,22797,22092,13845,13375,4700,4690,1602,1544,15867,15372,419512,402601,29758,28974,20450,19677,9452,9274,3138,3036
R,7,2012,15,4144019,2116957,2027062,1578356,1502614,321449,311734,32125,30979,97826,96110,5546,5179,81655,80446,1652350,1575281,361549,351872,54054,52735,126792,124152,11996,11527,1655546,1585189,1175346,1116954,298840,290153,18317,17758,93122,91519,3943,3691,65978,65114,1235385,1175900,332041,323507,33638,33073,117415,115053,8851,8540,461411,441873,403010,385660,22609,21581,13808,13221,4704,4591,1603,1488,15677,15332,416965,399381,29508,28365,20416,19662,9377,9099,3145,2987
R,7,2012,16,4174379,2137477,2036902,1597420,1512173,322209,313040,32269,30779,99983,97481,5655,5329,79941,78100,1669763,1582685,360839,351368,54326,52495,128457,125028,12019,11633,1676460,1597074,1193950,1127726,299961,291749,18505,17680,95364,92898,4031,3764,64649,63257,1252658,1185016,332008,323522,33941,33007,119316,116056,8925,8669,461017,439828,403470,384447,22248,21291,13764,13099,4619,4583,1624,1565,15292,14843,417105,397669,28831,27846,20385,19488,9141,8972,3094,2964
R,7,2012,17,4268074,2189985,2078089,1630143,1537832,340953,328513,33057,31520,101728,98002,5729,5591,78375,76631,1700562,1606491,378302,366001,55402,53361,129713,124922,12309,11968,1721115,1634328,1219629,1149985,318007,306686,19114,18157,96899,93480,4081,3947,63385,62073,1276678,1205752,348864,337677,34981,33797,120568,116113,9149,8913,468870,443761,410514,387847,22946,21827,13943,13363,4829,4522,1648,1644,14990,14558,423884,400739,29438,28324,20421,19564,9145,8809,3160,3055
R,7,2012,18,4359870,2239662,2120208,1659281,1560718,358133,344924,33913,32436,106113,100793,5887,5799,76335,75538,1727528,1628113,393563,381066,56512,54866,133669,127344,12543,12272,1763956,1673380,1242004,1170106,334848,322805,19880,18903,101444,96198,4247,4176,61533,61192,1297078,1224798,364017,352741,35976,35064,124657,118539,9415,9192,475706,446828,417277,390612,23285,22119,14033,13533,4669,4595,1640,1623,14802,14346,430450,403315,29546,28325,20536,19802,9012,8805,3128,3080
R,7,2012,19,4430212,2281219,2148993,1686134,1579301,370780,354129,35237,33128,109398,103973,6120,5850,73550,72612,1751627,1643857,404148,388064,57651,55553,136213,129680,12633,12181,1798931,1702813,1263178,1188890,346855,332089,20568,19599,104692,99320,4353,4217,59285,58698,1316050,1241167,374183,359946,36506,35755,127485,121083,9480,9158,482288,446180,422956,390411,23925,22040,14669,13529,4706,4653,1767,1633,14265,13914,435577,402690,29965,28118,21145,19798,8728,8597,3153,3023
R,7,2012,20,4549989,2337580,2212409,1729765,1625822,377114,364288,36748,33940,115708,110013,6420,6051,71825,72295,1793334,1689656,408326,397055,59494,56333,142370,136590,12991,12644,1844606,1759008,1297668,1230106,352760,340851,21398,20280,110813,105158,4498,4366,57469,58247,1348523,1281638,377919,367519,37580,36391,133447,127648,9675,9456,492974,453401,432097,395716,24354,23437,15350,13660,4895,4855,1922,1685,14356,14048,444811,408018,30407,29536,21914,19942,8923,8942,3316,3188
R,7,2012,21,4632892,2368304,2264588,1753064,1662732,378281,371789,36722,33554,124852,119459,7129,6476,68256,70578,1812675,1724394,407130,403624,58360,55311,151340,146205,13949,13295,1877697,1816707,1324509,1273713,353077,347395,21127,20083,119625,114263,5127,4709,54232,56544,1371769,1323092,376076,373067,36376,35579,142119,136868,10498,10113,490607,447881,428555,389019,25204,24394,15595,13471,5227,5196,2002,1767,14024,14034,440906,401302,31054,30557,21984,19732,9221,9337,3451,3182
R,7,2012,22,4628459,2362632,2265827,1755519,1665629,369573,368573,36152,32701,130243,125618,7409,6743,63736,66563,1811201,1723844,395822,397956,56563,53674,155364,150763,13808,13119,1874549,1826192,1328567,1283730,344780,344153,20507,19679,124991,120628,5256,4945,50448,53057,1372541,1330070,365502,367571,34856,34534,146322,141981,10275,9966,488083,439635,426952,381899,24793,24420,15645,13022,5252,4990,2153,1798,13288,13506,438660,393774,30320,30385,21707,19140,9042,8782,3533,3153
R,7,2012,23,4446836,2269156,2177680,1693257,1602002,343349,346566,34500,30881,132010,130117,7162,6455,58878,61659,1744597,1655758,367106,373265,53814,50302,155114,153952,13174,12499,1803185,1762362,1285567,1240845,319922,323460,19296,18541,127074,125227,5157,4790,46169,49499,1325747,1283901,338312,344872,32656,32447,146703,145617,9925,9588,465971,415318,407690,361157,23427,23106,15204,12340,4936,4890,2005,1665,12709,12160,418850,371857,28794,28393,21158,17855,8411,8335,3249,2911
R,7,2012,24,4345405,2214223,2131182,1668319,1580812,320283,325867,33774,30157,129314,129332,7151,6381,55382,58633,1716518,1631978,342007,350879,51979,48731,151475,152221,12927,12196,1748989,1720620,1259941,1223316,297913,303440,18459,17805,124613,124687,5080,4729,42983,46643,1297240,1264014,314513,323119,30821,30940,143397,144204,9589,9372,465234,410562,408378,357496,22370,22427,15315,12352,4701,4645,2071,1652,12399,11990,419278,367964,27494,27760,21158,17791,8078,8017,3338,2824
R,7,2012,25,4274505,2175689,2098816,1651042,1562029,305357,314551,32799,29178,127431,129998,7058,6284,52002,56776,1696281,1611566,325675,338468,50286,47627,148138,152132,12462,11844,1717244,1692249,1247577,1207571,283950,292679,17863,17151,122748,125471,4971,4583,40135,44794,1282328,1246571,299288,311306,29712,30067,140316,144370,9242,8983,458445,406567,403465,354458,21407,21872,14936,12027,4683,4527,2087,1701,11867,11982,413953,364995,26387,27162,20574,17560,7822,7762,3220,2861
R,7,2012,26,4298276,2183943,2114333,1664975,1578628,298314,310969,32540,29256,130013,134805,7165,6352,50936,54323,1709224,1625695,317641,333461,49968,47348,150320,156013,12624,11886,1719534,1705499,1256160,1221566,276634,289089,17125,16935,125406,130359,5010,4755,39199,42795,1290099,1258541,291079,306539,28941,29750,142579,148390,9312,9171,464409,408834,408815,357062,21680,21880,15415,12321,4607,4446,2155,1597,11737,11528,419125,367154,26562,26922,21027,17598,7741,7623,3312,2715
R,7,2012,27,4340058,2197478,2142580,1680326,1599863,295744,311203,32128,29249,132879,142184,7076,6361,49325,53720,1723174,1646506,314076,332694,49296,47437,152669,163512,12390,11875,1729728,1729005,1267857,1238222,274387,289306,16890,16885,128312,137783,4867,4756,37415,42053,1300158,1274602,287794,305651,28324,29691,144992,156005,9021,9149,467750,413575,412469,361641,21357,21897,15238,12364,4567,4401,2209,1605,11910,11667,423016,371904,26282,27043,20972,17746,7677,7507,3369,2726
R,7,2012,28,4207400,2121209,2086191,1623123,1556024,280174,299573,31274,28518,132541,144203,6774,6179,47323,51694,1664039,1600778,297568,319697,47989,46432,151658,164988,12005,11663,1669787,1680421,1225041,1200629,259759,278694,16323,16341,127987,139986,4758,4543,35919,40228,1255913,1235335,272436,293841,27504,28913,144131,157605,8878,8896,451422,405770,398082,355395,20415,20879,14951,12177,4554,4217,2016,1636,11404,11466,408126,365443,25132,25856,20485,17519,7527,7383,3127,2767
R,7,2012,29,4280262,2153021,2127241,1650933,1586476,282396,304681,31822,29094,133328,148820,6797,6351,47745,51819,1692296,1631206,299808,324767,48744,47381,152514,169467,12047,11863,1693107,1711461,1244741,1222743,261970,282743,16508,16595,128824,144482,4795,4691,36269,40207,1275930,1257296,274570,297816,27938,29369,145005,162021,8935,9060,459914,415780,406192,363733,20426,21938,15314,12499,4504,4338,2002,1660,11476,11612,416366,373910,25238,26951,20806,18012,7509,7446,3112,2803
R,7,2012,30,4286351,2151124,2135227,1651293,1592051,281102,306311,31143,28452,134347,151449,6823,6287,46416,50677,1691403,1635694,297873,326159,48026,46656,152798,171312,12042,11689,1690827,1714855,1244637,1223346,260557,284594,16118,15942,129801,146982,4825,4577,34889,39414,1274549,1257143,272597,299552,27397,28772,145207,163828,8921,8889,460297,420372,406656,368705,20545,21717,15025,12510,4546,4467,1998,1710,11527,11263,416854,378551,25276,26607,20629,17884,7591,7484,3121,2800
R,7,2012,31,4244957,2126794,2118163,1637074,1581277,278066,305080,30334,28434,129001,147772,6595,5909,45724,49691,1676423,1624159,294653,324664,47065,46283,147142,167013,11724,11197,1673226,1701358,1235886,1215636,258137,283502,15570,16106,124435,143416,4646,4289,34552,38409,1265417,1248590,270080,298090,26836,28612,139702,159757,8682,8543,453568,416805,401188,365641,19929,21578,14764,12328,4566,4356,1949,1620,11172,11282,411006,375569,24573,26574,20229,17671,7440,7256,3042,2654
R,7,2012,32,4335012,2180342,2154670,1672366,1602014,291227,316949,31361,28809,133130,151146,6838,6176,45420,49576,1711503,1644695,307626,336391,48424,46855,150910,170352,11992,11527,1708599,1728175,1255315,1227336,270351,295031,16017,16260,128420,146747,4721,4553,33775,38248,1284163,1260032,281934,309471,27397,28981,143132,162974,8775,8825,471743,426495,417051,374678,20876,21918,15344,12549,4710,4399,2117,1623,11645,11328,427340,384663,25692,26920,21027,17874,7778,7378,3217,2702
R,7,2012,33,4069367,2037176,2032191,1564679,1511463,268988,297832,28870,26610,126783,144670,6067,5634,41789,45982,1600667,1550948,283982,315626,44559,43513,143106,162550,10804,10544,1606521,1632624,1183196,1160766,250148,277166,15054,14821,122577,140544,4225,4088,31321,35239,1209924,1190840,260814,290166,25564,26626,136272,155661,7949,8017,430655,399567,381483,350697,18840,20666,13816,11789,4206,4126,1842,1546,10468,10743,390743,360108,23168,25460,18995,16887,6834,6889,2855,2527
R,7,2012,34,3992461,1996280,1996181,1539061,1491143,259133,287521,28054,26501,123878,141250,5846,5394,40308,44372,1573619,1529091,273355,304510,43398,43196,139857,158544,10217,10021,1567840,1597103,1158451,1139800,240974,267632,14479,14742,119759,137059,4153,3951,30024,33919,1183903,1168578,251014,279974,24751,26424,133080,151711,7584,7670,428440,399078,380610,351343,18159,19889,13575,11759,4119,4191,1693,1443,10284,10453,389716,360513,22341,24536,18647,16772,6777,6833,2633,2351
R,7,2012,35,3955953,1972471,1983482,1520629,1480823,254774,285370,28095,26231,124362,142590,5818,5449,38793,43019,1554010,1517499,268321,301602,43162,42648,139526,159422,10089,10091,1550596,1584314,1145608,1128335,237280,265729,14692,14918,120131,138522,4081,3946,28804,32864,1170119,1156125,246664,277516,24868,26461,132737,152671,7412,7629,421875,399168,375021,352488,17494,19641,13403,11313,4231,4068,1737,1503,9989,10155,383891,361374,21657,24086,18294,16187,6789,6751,2677,2462
R,7,2012,36,3842465,1916369,1926096,1474676,1438190,245154,274264,27082,25331,126791,142833,5387,5160,37279,40318,1506707,1472471,257812,289277,41641,40966,141597,158695,9559,9448,1502186,1532816,1105623,1090014,228253,255228,13982,14080,122781,138821,3846,3769,27701,30904,1129156,1116061,236937,266121,23798,25154,135211,152233,7129,7214,414183,393280,369053,348176,16901,19036,13100,11251,4010,4012,1541,1391,9578,9414,377551,356410,20875,23156,17843,15812,6386,6462,2430,2234
R,7,2012,37,3965930,1981055,1984875,1527976,1485531,252264,281716,27177,25807,132460,147712,5589,4959,35589,39150,1558227,1518767,264230,295963,41324,41079,146618,163259,9633,9040,1562195,1588410,1152800,1132673,235879,263570,14067,14487,128482,143813,4035,3650,26932,30217,1175434,1158068,244374,273897,23749,25341,140541,157143,7291,6932,418860,396465,375176,352858,16385,18146,13110,11320,3978,3899,1554,1309,8657,8933,382793,360699,19856,22066,17575,15738,6077,6116,2342,2108
R,7,2012,38,3845592,1912807,1932785,1475707,1446574,242162,273501,26408,24852,129706,145575,5019,4864,33805,37419,1504437,1478118,253395,287058,40044,39710,143143,160398,8854,8867,1514196,1549334,1117815,1104295,227094,256224,13739,14148,126105,141909,3647,3586,25796,29172,1139516,1128626,235054,266246,23253,24909,137609,154665,6756,6819,398611,383451,357892,342279,15068,17277,12669,10704,3601,3666,1372,1278,8009,8247,364921,349492,18341,20812,16791,14801,5534,5733,2098,2048
R,7,2012,39,3909562,1938525,1971037,1493918,1474037,249645,282502,26106,25210,130306,147486,4985,4796,33565,37006,1522355,1505193,260500,295790,39866,40152,143709,162142,8746,8704,1546931,1590459,1142067,1134156,234865,265553,13896,14489,126729,143722,3646,3581,25728,28958,1163622,1158266,242554,275393,23590,25464,138302,156347,6691,6757,391594,380578,351851,339881,14780,16949,12210,10721,3577,3764,1339,1215,7837,8048,358733,346927,17946,20397,16276,14688,5407,5795,2055,1947
R,7,2012,40,4090348,2030826,2059522,1576515,1552729,259203,292060,26583,25215,130113,147732,4938,4752,33474,37034,1604734,1583897,269873,305046,40743,40705,143242,162098,8730,8708,1642590,1682344,1227429,1215473,244637,275431,14451,14755,126498,144115,3610,3519,25965,29051,1249048,1239657,252363,284994,24699,26218,137823,156587,6694,6755,388236,377178,349086,337256,14566,16629,12132,10460,3615,3617,1328,1233,7509,7983,355686,344240,17510,20052,16044,14487,5419,5511,2036,1953
R,7,2012,41,4330376,2149052,2181324,1685699,1661875,269570,305792,26994,26125,127455,144714,4961,4829,34373,37989,1714762,1693839,280419,318982,41851,42357,140731,159107,8954,9069,1763178,1805541,1338631,1326301,255109,289046,15111,15401,123808,141114,3622,3603,26897,30076,1361146,1351353,262952,298873,26058,27680,135288,153535,6877,7105,385874,375783,347068,335574,14461,16746,11883,10724,3647,3600,1339,1226,7476,7913,353616,342486,17467,20109,15793,14677,5443,5572,2077,1964
R,7,2012,42,4390089,2187792,2202297,1720327,1685703,272994,303226,27139,25928,128398,145607,5106,4948,33828,36885,1748871,1716525,283600,315905,41941,42056,141211,159572,9148,9163,1799057,1831931,1370872,1354389,258293,287092,14965,15639,124794,141922,3782,3755,26351,29134,1392836,1378492,265948,296537,25858,27792,135813,153899,7125,7236,388735,370366,349455,331314,14701,16134,12174,10289,3604,3685,1324,1193,7477,7751,356035,338033,17652,19368,16083,14264,5398,5673,2023,1927
R,7,2012,43,4164092,2071301,2092791,1636136,1610676,252872,282134,25710,24592,120740,136825,4618,4583,31225,33981,1662552,1639119,262249,293434,39892,39975,132475,149464,8236,8375,1709416,1746421,1310232,1300884,239353,266982,14639,14857,117502,133424,3442,3439,24248,26835,1330540,1323126,245971,275242,25104,26538,127619,144362,6414,6572,361885,346370,325904,309792,13519,15152,11071,9735,3238,3401,1176,1144,6977,7146,332012,315993,16278,18192,14788,13437,4856,5102,1822,1803
R,7,2012,44,4081644,2028440,2053204,1600392,1577326,254346,284222,25017,24075,114877,130824,4486,4416,29322,32341,1624973,1604159,263076,294918,38657,38945,125839,142731,7917,8300,1675706,1715259,1282870,1274576,240792,269383,14181,14831,111784,127658,3310,3313,22769,25498,1301690,1295461,246936,277177,24357,26214,121216,137916,6157,6553,352734,337945,317522,302750,13554,14839,10836,9244,3093,3166,1176,1103,6553,6843,323283,308698,16140,17741,14300,12731,4623,4815,1760,1747
R,7,2012,45,4090390,2026504,2063886,1610269,1598813,252350,284507,24378,24052,106537,120720,4502,4380,28468,31414,1634138,1624888,260740,295137,37924,38811,116940,131796,7921,8045,1688908,1737690,1305881,1306756,239640,270005,14275,15130,103500,117700,3350,3291,22262,24808,1324300,1327084,245554,277795,24474,26459,112467,127240,6232,6373,337596,326196,304388,292057,12710,14502,10103,8922,3037,3020,1152,1089,6206,6606,309838,297804,15186,17342,13450,12352,4473,4556,1689,1672
R,7,2012,46,4171181,2067845,2103336,1638799,1626860,262940,294398,24971,24411,108346,122075,4396,4352,28393,31240,1662319,1652715,271369,304637,38781,39521,118488,133092,7878,8043,1732919,1781519,1337174,1338788,249887,280082,14813,15599,105471,119010,3324,3352,22250,24688,1355326,1358970,255806,287524,25396,27334,114185,128448,6245,6429,334926,321817,301625,288072,13053,14316,10158,8812,2875,3065,1072,1000,6143,6552,306993,293745,15563,17113,13385,12187,4303,4644,1633,1614
R,7,2012,47,4427056,2192756,2234300,1745601,1739060,276592,308649,25988,25670,110625,124073,4653,4599,29297,32249,1769999,1765659,284985,319123,40456,41560,121107,135176,8233,8443,1855536,1909254,1441735,1447782,263645,294226,15860,16889,107672,121068,3578,3578,23046,25711,1460653,1468726,269564,301926,26900,29408,116771,130616,6568,6806,337220,325046,303866,291278,12947,14423,10128,8781,2953,3005,1075,1021,6251,6538,309346,296933,15421,17197,13556,12152,4336,4560,1665,1637
R,7,2012,48,4513628,2226817,2286811,1782989,1790482,273909,307817,25736,25697,110477,126285,4397,4451,29309,32079,1807334,1816922,282179,317706,40604,41971,120795,137371,8009,8291,1906055,1971631,1494224,1508206,261305,293666,16100,16970,107746,123479,3393,3467,23287,25843,1513323,1529207,267180,300972,27713,30040,116684,133077,6425,6704,320762,315180,288765,282276,12604,14151,9636,8727,2731,2806,1004,984,6022,6236,294011,287715,14999,16734,12891,11931,4111,4294,1584,1587
R,7,2012,49,4515219,2223527,2291692,1784558,1801474,270205,303943,25277,25291,110409,124919,4204,4331,28874,31734,1808568,1827489,278092,313849,39985,41649,120598,135589,7656,8089,1918930,1989507,1510086,1530925,258392,290614,16122,16920,107747,122068,3270,3416,23313,25564,1529261,1551623,264045,297924,27813,30057,116677,131275,6239,6581,304597,302185,274472,270549,11813,13329,9155,8371,2662,2851,934,915,5561,6170,279307,275866,14047,15925,12172,11592,3921,4314,1417,1508
R,7,2012,50,4510749,2218725,2292024,1794068,1816008,266654,301272,24601,25143,100724,114017,4315,4326,28363,31258,1817736,1841596,274234,311016,39193,41544,110685,124403,7800,8051,1926352,2001445,1530491,1555618,255329,288737,15923,17011,98244,111319,3441,3414,22924,25346,1549425,1576139,260770,295955,27594,30337,106936,120305,6400,6539,292373,290579,263577,260390,11325,12535,8678,8132,2480,2698,874,912,5439,5912,268311,265457,13464,15061,11599,11207,3749,4098,1400,1512
