UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2013,999,316427395,155706770,160720625,121605430,123926525,19939392,21763068,1972047,1934014,8004856,8805696,368941,356834,3816104,3934488,124982475,127387342,21578769,23502017,3202848,3233080,9407435,10219852,720999,715940,128279423,133944286,97394080,100347272,18688705,20459535,1148620,1181616,7736086,8535700,269577,264818,3042355,3155345,100083435,103118278,19985738,21844086,2039415,2142088,8924174,9733500,547164,549479,27427347,26776339,24211350,23579253,1250687,1303533,823427,752398,268770,269996,99364,92016,773749,779143,24899040,24269064,1593031,1657931,1163433,1090992,483261,486352,173835,166461
R,7,2013,0,3931141,2009528,1921613,1442990,1376768,304406,295781,32511,31230,102465,96188,6309,5943,120847,115703,1554214,1483160,369122,358465,56772,54533,147343,138583,15113,14212,1496542,1427249,1007638,957435,274822,267173,17094,16358,96257,90080,4208,3887,96523,92316,1096946,1042761,327287,318027,32965,31578,133560,125241,10647,9896,512986,494364,435352,419333,29584,28608,15417,14872,6208,6108,2101,2056,24324,23387,457268,440399,41835,40438,23807,22955,13783,13342,4466,4316
R,7,2013,1,3942872,2015470,1927402,1452306,1385216,304857,295543,33014,31716,99995,95100,6122,5804,119176,114023,1561962,1490083,368826,357102,57287,54949,143867,136794,14727,14024,1497843,1429364,1012289,961459,275603,267516,17093,16503,93873,89245,4027,3802,94958,90839,1100116,1045440,327355,317381,32941,31647,130293,123805,10314,9790,517627,498038,440017,423757,29254,28027,15921,15213,6122,5855,2095,2002,24218,23184,461846,444643,41471,39721,24346,23302,13574,12989,4413,4234
R,7,2013,2,3992720,2042649,1950071,1479012,1407488,306667,297469,31962,30934,99438,94728,6097,5695,119473,113757,1588985,1512108,370565,358677,56558,54506,143317,136180,14803,13884,1510870,1438295,1022381,968801,278760,270097,17361,16541,93460,89032,4038,3714,94870,90110,1110151,1052084,330370,319405,33361,31834,129741,123277,10369,9638,531779,511776,456631,438687,27907,27372,14601,14393,5978,5696,2059,1981,24603,23647,478834,460024,40195,39272,23197,22672,13576,12903,4434,4246
R,7,2013,3,3992734,2038176,1954558,1472133,1406185,305725,296771,32598,31793,102127,98205,6047,5793,119546,115811,1582301,1512684,369878,359508,57081,55797,145847,140064,14574,13969,1512140,1447475,1022564,972739,277254,269345,17153,16993,96114,92530,4043,3825,95012,92043,1110556,1057782,329131,319936,33030,32716,132302,127238,10281,9752,526036,507083,449569,433446,28471,27426,15445,14800,6013,5675,2004,1968,24534,23768,471745,454902,40747,39572,24051,23081,13545,12826,4293,4217
R,7,2013,4,3994449,2038023,1956426,1473455,1407891,308181,300202,32737,31773,101137,98050,6064,5975,116449,112535,1580401,1511388,370837,361441,56667,54493,143524,138570,14329,13977,1519031,1456520,1029959,980907,279725,272550,17367,16942,95070,92345,4041,3986,92869,89790,1115670,1063903,330665,322409,32966,31674,130272,126090,10109,9858,518992,499906,443496,426984,28456,27652,15370,14831,6067,5705,2023,1989,23580,22745,464731,447485,40172,39032,23701,22819,13252,12480,4220,4119
R,7,2013,5,4123626,2104755,2018871,1524247,1454604,318082,310206,34057,32886,105463,102085,6281,6001,116625,113089,1631255,1558369,380719,372001,57940,56029,147918,142553,14819,13934,1567862,1503927,1063619,1013644,289106,282177,18011,17573,99550,96350,4228,3955,93348,90228,1149649,1096782,340334,332570,33654,32566,134927,129963,10483,9788,536893,514944,460628,440960,28976,28029,16046,15313,5913,5735,2053,2046,23277,22861,481606,461587,40385,39431,24286,23463,12991,12590,4336,4146
R,7,2013,6,4142916,2116787,2026129,1539626,1468361,318986,308612,34628,33116,104302,100180,6216,6061,113029,109799,1643366,1568917,379435,367902,58170,56069,145481,139615,14478,14042,1580091,1510562,1078752,1025282,290438,281296,18046,17714,98289,94565,4199,4029,90367,87676,1162106,1105913,339766,329790,33504,32647,132484,127389,10277,9876,536696,515567,460874,443079,28548,27316,16582,15402,6013,5615,2017,2032,22662,22123,481260,463004,39669,38112,24666,23422,12997,12226,4201,4166
R,7,2013,7,4108349,2099660,2008689,1537960,1462720,310042,302669,33904,32674,103196,100431,6074,5847,108484,104348,1637455,1558383,367202,358208,56959,54729,143104,138365,13985,13404,1574351,1504553,1084731,1028129,282979,276278,18050,17553,97428,95107,4079,3922,87084,83564,1164921,1105051,329889,321860,33207,31989,130845,126729,9935,9458,525309,504136,453229,434591,27063,26391,15854,15121,5768,5324,1995,1925,21400,20784,472534,453332,37313,36348,23752,22740,12259,11636,4050,3946
R,7,2013,8,4095711,2091645,2004066,1537683,1463712,306445,297186,33513,32729,104077,103585,6047,5872,103880,100982,1632723,1555925,360450,350242,56202,54592,142586,140509,13625,13181,1577278,1511252,1092956,1038156,280234,271773,17997,17574,98547,98379,4103,4068,83441,81302,1169631,1112663,324544,315464,32943,31959,130873,129458,9707,9530,514367,492814,444727,425556,26211,25413,15516,15155,5530,5206,1944,1804,20439,19680,463092,443262,35906,34778,23259,22633,11713,11051,3918,3651
R,7,2013,9,4104072,2094087,2009985,1547125,1474681,304092,295535,32671,32008,104093,104446,5843,5594,100263,97721,1638865,1564074,355527,346273,54892,53687,141440,140357,13258,12780,1592911,1526037,1112542,1055546,278936,271135,17887,17320,98701,99364,4048,3859,80797,78813,1186797,1127889,321276,312979,32735,31938,130100,129556,9583,9169,501176,483948,434583,419135,25156,24400,14784,14688,5392,5082,1795,1735,19466,18908,452068,436185,34251,33294,22157,21749,11340,10801,3675,3611
R,7,2013,10,4074111,2077771,1996340,1538376,1467993,302181,294303,32390,31359,103545,103918,5808,5567,95471,93200,1625457,1553165,350947,341979,54219,52800,138852,138252,13064,12384,1586478,1520528,1111834,1054855,277537,270785,17632,17011,98329,98842,4009,3872,77137,75163,1182475,1123846,317809,310099,32324,31477,128079,127674,9426,9021,491293,475812,426542,413138,24644,23518,14758,14348,5216,5076,1799,1695,18334,18037,442982,429319,33138,31880,21895,21323,10773,10578,3638,3363
R,7,2013,11,4057152,2069315,1987837,1532940,1462927,307574,299196,32278,31082,99218,98892,5632,5424,91673,90316,1616546,1545087,354275,345836,53828,52635,132768,131345,12562,12183,1584597,1518979,1111381,1055401,283355,275733,17807,17149,94202,94076,3925,3754,73927,72866,1179068,1122009,321984,314260,32271,31726,122330,121288,9164,8850,484718,468858,421559,407526,24219,23463,14471,13933,5016,4816,1707,1670,17746,17450,437478,423078,32291,31576,21557,20909,10438,10057,3398,3333
R,7,2013,12,4157476,2122109,2035367,1569713,1497514,318930,309605,32445,31577,103182,101807,5635,5581,92204,89283,1653554,1578807,365768,355333,54623,52993,136856,133988,12658,12413,1634199,1563781,1144865,1086871,294617,286244,18220,17626,98200,97086,3978,3845,74319,72109,1212619,1152777,333237,324120,33339,32230,126524,124167,9248,8993,487910,471586,424848,410643,24313,23361,14225,13951,4982,4721,1657,1736,17885,17174,440935,426030,32531,31213,21284,20763,10332,9821,3410,3420
R,7,2013,13,4219594,2157712,2061882,1597632,1517852,329022,318118,33449,32091,101176,99877,5857,5523,90576,88421,1680117,1597971,374913,363714,56093,54065,133485,131162,12727,12268,1668747,1591939,1171503,1108790,304725,294570,18962,18062,96214,95148,4139,3911,73204,71458,1238382,1173759,342675,332301,34454,33207,123479,121394,9353,9000,488965,469943,426129,409062,24297,23548,14487,14029,4962,4729,1718,1612,17372,16963,441735,424212,32238,31413,21639,20858,10006,9768,3374,3268
R,7,2013,14,4148966,2121069,2027897,1576942,1500006,321133,310722,32344,31414,97011,95253,5739,5317,87900,85185,1656797,1577219,365335,354221,54588,53269,128341,125109,12756,11874,1648961,1572395,1165424,1103325,297565,287962,18502,17844,92127,90524,4040,3785,71303,68955,1230437,1166018,334308,324195,34024,33099,118478,115451,9380,8772,472108,455502,411518,396681,23568,22760,13842,13570,4884,4729,1699,1532,16597,16230,426360,411201,31027,30026,20564,20170,9863,9658,3376,3102
R,7,2013,15,4149121,2121282,2027839,1576705,1498530,323222,312715,32319,31490,98613,97087,5698,5340,84725,82677,1653453,1573553,365551,354517,54319,53032,128509,125897,12298,11632,1654196,1579208,1168824,1107292,300181,290470,18447,18084,93888,92381,4095,3794,68761,67187,1231318,1168479,335479,325303,33806,33284,119024,116598,9160,8595,467086,448631,407881,391238,23041,22245,13872,13406,4725,4706,1603,1546,15964,15490,422135,405074,30072,29214,20513,19748,9485,9299,3138,3037
R,7,2013,16,4160892,2125700,2035192,1582473,1506204,322821,313164,32179,31032,100684,98857,5592,5210,81951,80725,1656722,1579109,363047,353414,54162,52835,129798,127049,12064,11583,1660246,1590403,1175942,1117960,299941,291434,18310,17767,95944,94247,3988,3721,66121,65274,1236091,1177031,333160,324815,33634,33091,120374,117923,8916,8592,465454,444789,406531,388244,22880,21730,13869,13265,4740,4610,1604,1489,15830,15451,420631,402078,29887,28599,20528,19744,9424,9126,3148,2991
R,7,2013,17,4196841,2149383,2047458,1603171,1516698,323770,314795,32362,30833,103919,101326,5713,5405,80448,78401,1675953,1587473,362598,353239,54512,52602,132662,129036,12114,11731,1683015,1603979,1195024,1129011,301211,293318,18507,17680,99267,96711,4084,3833,64922,63426,1253948,1186440,333298,325114,33958,33016,123467,120022,9010,8761,466368,443479,408147,387687,22559,21477,13855,13153,4652,4615,1629,1572,15526,14975,422005,401033,29300,28125,20554,19586,9195,9014,3104,2970
R,7,2013,18,4295311,2204200,2091111,1636818,1543348,342430,330351,33127,31558,107012,103261,5814,5671,78999,76922,1707773,1612261,379984,367954,55574,53439,135370,130345,12450,12071,1729236,1642922,1220931,1151510,319135,308305,19096,18147,102145,98698,4152,4023,63777,62239,1278295,1207408,350047,339322,34980,33787,126169,121486,9270,9013,474964,448189,415887,391838,23295,22046,14031,13411,4867,4563,1662,1648,15222,14683,429478,404853,29937,28632,20594,19652,9201,8859,3180,3058
R,7,2013,19,4388983,2254737,2134246,1666428,1566676,359679,346763,33978,32458,111816,106614,5979,5877,76857,75858,1735110,1634335,395298,383045,56632,54933,139700,133352,12682,12368,1772609,1682703,1243448,1171771,336050,324437,19849,18895,107106,101979,4324,4251,61832,61370,1298752,1226597,365258,354409,35923,35051,130627,124495,9530,9284,482128,451543,422980,394905,23629,22326,14129,13563,4710,4635,1655,1626,15025,14488,436358,407738,30040,28636,20709,19882,9073,8857,3152,3084
R,7,2013,20,4458717,2295892,2162825,1692964,1585278,372288,355849,35349,33170,115016,109636,6229,5944,74046,72948,1758873,1650122,405838,389912,57858,55634,142104,135538,12787,12313,1807365,1711851,1264462,1190543,348045,333554,20568,19612,110294,104961,4457,4306,59539,58875,1317518,1242960,375397,361427,36510,35753,133343,126907,9625,9277,488527,450974,428502,394735,24243,22295,14781,13558,4722,4675,1772,1638,14507,14073,441355,407162,30441,28485,21348,19881,8761,8631,3162,3036
R,7,2013,21,4580130,2353105,2227025,1736490,1631914,378661,365919,36846,33977,122288,116426,6579,6146,72241,72643,1800381,1696035,410035,398820,59652,56395,149211,143216,13215,12779,1854739,1768810,1299627,1231910,353989,342178,21407,20275,117364,111563,4651,4456,57701,58428,1350657,1283572,379189,368864,37588,36370,140232,134253,9874,9572,498366,458215,436863,400004,24672,23741,15439,13702,4924,4863,1928,1690,14540,14215,449724,412463,30846,29956,22064,20025,8979,8963,3341,3207
R,7,2013,22,4665965,2385302,2280663,1760333,1668887,379707,373339,36901,33594,132459,127372,7284,6583,68618,70888,1820218,1730816,408691,405294,58621,55388,159154,154295,14140,13425,1890077,1828008,1327798,1275579,354186,348682,21199,20079,127186,122145,5272,4813,54436,56710,1375198,1325085,377197,374374,36477,35572,149871,144915,10664,10236,495225,452655,432535,393308,25521,24657,15702,13515,5273,5227,2012,1770,14182,14178,445020,405731,31494,30920,22144,19816,9283,9380,3476,3189
R,7,2013,23,4660804,2378074,2282730,1761355,1671877,371006,370006,36287,32768,137798,134333,7586,6862,64042,66884,1817282,1730371,397368,399497,56721,53785,163121,159680,14003,13274,1886470,1838547,1331501,1285890,345896,345352,20529,19682,132511,129300,5421,5054,50612,53269,1375601,1332395,366626,368801,34864,34539,154023,150856,10448,10118,491604,444183,429854,385987,25110,24654,15758,13086,5287,5033,2165,1808,13430,13615,441681,397976,30742,30696,21857,19246,9098,8824,3555,3156
R,7,2013,24,4477806,2282944,2194862,1698645,1608322,344605,347970,34599,30924,138733,139016,7294,6561,59068,62069,1750154,1662423,368424,374797,53899,50369,161979,163145,13316,12655,1814211,1775154,1288636,1243235,320923,324647,19312,18516,133763,134079,5286,4889,46291,49788,1328927,1286520,339303,346107,32659,32408,153525,154750,10066,9731,468733,419708,410009,365087,23682,23323,15287,12408,4970,4937,2008,1672,12777,12281,421227,375903,29121,28690,21240,17961,8454,8395,3250,2924
R,7,2013,25,4375341,2226955,2148386,1673084,1587050,321567,327400,33833,30222,135507,138245,7294,6451,55670,59018,1721492,1638527,343391,352548,52057,48810,157855,161410,13131,12313,1759398,1733617,1262797,1225770,298938,304757,18494,17802,130786,133567,5216,4795,43167,46926,1300224,1266681,315550,324494,30839,30923,149753,153355,9772,9481,467557,414769,410287,361280,22629,22643,15339,12420,4721,4678,2078,1656,12503,12092,421268,371846,27841,28054,21218,17887,8102,8055,3359,2832
R,7,2013,26,4303348,2187971,2115377,1655422,1567855,306775,316168,32774,29233,133568,138664,7158,6343,52274,57114,1700891,1617670,327185,340208,50285,47737,154467,160996,12585,11938,1727496,1704889,1250281,1209896,285116,294071,17854,17147,128883,134124,5055,4640,40307,45011,1285171,1249058,300465,312733,29689,30077,146638,153217,9353,9074,460475,410488,405141,357959,21659,22097,14920,12086,4685,4540,2103,1703,11967,12103,415720,368612,26720,27475,20596,17660,7829,7779,3232,2864
R,7,2013,27,4325959,2196077,2129882,1669414,1584024,299698,312540,32539,29306,135925,143002,7284,6430,51217,54580,1713891,1631316,319120,335119,49976,47424,156425,164380,12791,11983,1729667,1717423,1258874,1223696,277871,290470,17135,16930,131307,138539,5104,4831,39376,42957,1292943,1260803,292324,307938,28920,29744,148671,156733,9453,9264,466410,412459,410540,360328,21827,22070,15404,12376,4618,4463,2180,1599,11841,11623,420948,370513,26796,27181,21056,17680,7754,7647,3338,2719
