UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2013,28,4364997,2208095,2156902,1683998,1605059,296943,312718,32094,29298,138323,149467,7184,6451,49553,53909,1727022,1651864,315357,334273,49258,47495,158283,170922,12528,11987,1738436,1739737,1269871,1240157,275440,290636,16844,16889,133751,145042,4971,4838,37559,42175,1302276,1276633,288853,306987,28257,29682,150600,163391,9153,9255,469659,417165,414127,364902,21503,22082,15250,12409,4572,4425,2213,1613,11994,11734,424746,375231,26504,27286,21001,17813,7683,7531,3375,2732
R,7,2013,29,4230388,2131176,2099212,1626446,1560949,281366,301027,31295,28570,137706,150508,6862,6278,47501,51880,1667518,1605863,298821,321209,47992,46494,156961,171424,12095,11776,1677832,1689899,1226679,1202357,260780,279935,16322,16350,133160,146266,4852,4630,36039,40361,1257651,1237174,273468,295094,27476,28917,149440,164016,8975,9003,453344,409313,399767,358592,20586,21092,14973,12220,4546,4242,2010,1648,11462,11519,409867,368689,25353,26115,20516,17577,7521,7408,3120,2773
R,7,2013,30,4301333,2162233,2139100,1653417,1590871,283819,306319,31857,29106,138339,154357,6879,6420,47922,52027,1694941,1635776,301281,326462,48774,47411,157662,175152,12140,11953,1700620,1719932,1245876,1224141,263149,284100,16503,16589,133826,149985,4874,4754,36392,40363,1277178,1258818,275748,299183,27918,29364,150148,167675,9026,9147,461613,419168,407541,366730,20670,22219,15354,12517,4513,4372,2005,1666,11530,11664,417763,376958,25533,27279,20856,18047,7514,7477,3114,2806
R,7,2013,31,4304735,2159167,2145568,1653279,1595899,282457,307643,31152,28440,138770,156323,6934,6352,46575,50911,1693534,1639737,299297,327562,48030,46656,157337,176359,12158,11777,1697274,1721973,1245378,1224328,261648,285709,16109,15913,134218,151811,4919,4635,35002,39577,1275386,1258250,273700,300687,27381,28736,149737,168821,9023,8969,461893,423595,407901,371571,20809,21934,15043,12527,4552,4512,2015,1717,11573,11334,418148,381487,25597,26875,20649,17920,7600,7538,3135,2808
R,7,2013,32,4261440,2134062,2127378,1639085,1584719,279201,306275,30299,28435,132926,152108,6720,5956,45831,49885,1678535,1627774,295836,325926,47021,46297,151152,171477,11834,11255,1678957,1707527,1236655,1216380,259056,284479,15522,16082,128358,147712,4743,4334,34623,38540,1266249,1249445,270999,299081,26779,28584,143717,164181,8771,8600,455105,419851,402430,368339,20145,21796,14777,12353,4568,4396,1977,1622,11208,11345,412286,378329,24837,26845,20242,17713,7435,7296,3063,2655
R,7,2013,33,4349412,2186507,2162905,1673776,1604862,292133,318100,31331,28805,136752,155173,6939,6228,45576,49737,1713058,1647679,308589,337609,48423,46868,154627,174470,12097,11592,1713467,1733643,1255698,1227806,271097,295938,15969,16226,132036,150737,4793,4597,33874,38339,1284634,1260572,282681,310394,27358,28943,146850,167049,8864,8883,473040,429262,418078,377056,21036,22162,15362,12579,4716,4436,2146,1631,11702,11398,428424,387107,25908,27215,21065,17925,7777,7421,3233,2709
R,7,2013,34,4081963,2042248,2039715,1565684,1514134,269634,298718,28831,26620,130090,148428,6109,5680,41900,46135,1601766,1553759,284675,316574,44510,43541,146503,166395,10857,10596,1610362,1637570,1183151,1161140,250667,277895,15013,14798,125878,144285,4255,4129,31398,35323,1209937,1191287,261338,290900,25508,26601,139676,159486,7997,8065,431886,402145,382533,352994,18967,20823,13818,11822,4212,4143,1854,1551,10502,10812,391829,362472,23337,25674,19002,16940,6827,6909,2860,2531
R,7,2013,35,4004249,2000992,2003257,1540023,1493626,259821,288376,28026,26518,126832,144757,5913,5453,40377,44527,1574645,1531709,274073,305434,43364,43235,142856,162126,10284,10099,1571371,1601688,1158403,1140061,241562,268348,14441,14722,122713,140556,4205,4009,30047,33992,1183876,1168896,251594,280697,24696,26399,136074,155278,7638,7745,429621,401569,381620,353565,18259,20028,13585,11796,4119,4201,1708,1444,10330,10535,390769,362813,22479,24737,18668,16836,6782,6848,2646,2354
R,7,2013,36,3965855,1976019,1989836,1520708,1482879,255479,286135,28064,26221,127019,145959,5850,5484,38899,43158,1554191,1519677,269082,302434,43123,42650,142236,162869,10133,10134,1553229,1588435,1144980,1128420,237855,266345,14647,14888,122787,141878,4103,3973,28857,32931,1169538,1156267,247239,278138,24810,26422,135453,156102,7449,7664,422790,401401,375728,354459,17624,19790,13417,11333,4232,4081,1747,1511,10042,10227,384653,363410,21843,24296,18313,16228,6783,6767,2684,2470
R,7,2013,37,3851572,1919596,1931976,1474711,1439994,245824,274991,27070,25324,129158,146017,5446,5183,37387,40467,1506846,1474408,258513,290064,41631,40978,144042,161964,9619,9479,1504689,1536584,1105137,1089982,228778,255789,13960,14059,125138,141984,3897,3786,27779,30984,1128738,1116095,237459,266687,23774,25130,137649,155478,7186,7240,414907,395392,369574,350012,17046,19202,13110,11265,4020,4033,1549,1397,9608,9483,378108,358313,21054,23377,17857,15848,6393,6486,2433,2239
R,7,2013,38,3973859,1983677,1990182,1527818,1487130,252774,282437,27142,25784,134644,150554,5634,4990,35665,39287,1558138,1520487,264754,296735,41287,41067,148874,166189,9677,9082,1564265,1591697,1152255,1132488,236251,264135,14030,14457,130660,146639,4074,3679,26995,30299,1174942,1157952,244741,274471,23714,25306,142793,160052,7333,6974,419412,398485,375563,354642,16523,18302,13112,11327,3984,3915,1560,1311,8670,8988,383196,362535,20013,22264,17573,15761,6081,6137,2344,2108
R,7,2013,39,3852500,1915106,1937394,1475399,1447868,242659,274092,26390,24840,131724,148183,5051,4899,33883,37512,1504201,1479497,253933,287683,40015,39698,145215,163071,8888,8906,1515817,1551970,1117032,1103857,227435,256656,13714,14113,128120,144501,3676,3618,25840,29225,1138771,1128235,235407,266682,23208,24860,139681,157320,6789,6858,399289,385424,358367,344011,15224,17436,12676,10727,3604,3682,1375,1281,8043,8287,365430,351262,18526,21001,16807,14838,5534,5751,2099,2048
R,7,2013,40,3914669,1939892,1974777,1493068,1474716,249999,282916,26046,25199,132125,150043,5022,4831,33632,37072,1521563,1505936,260885,296229,39797,40140,145579,164733,8779,8746,1547852,1592478,1140891,1133332,235105,265820,13854,14463,128552,146273,3686,3614,25764,28976,1162476,1157462,242788,275646,23536,25422,140174,158930,6731,6799,392040,382299,352177,341384,14894,17096,12192,10736,3573,3770,1336,1217,7868,8096,359087,348474,18097,20583,16261,14718,5405,5803,2048,1947
R,7,2013,41,4093892,2031484,2062408,1575317,1553007,259314,292275,26509,25181,131863,150084,4965,4786,33516,37075,1603581,1584213,269985,305278,40655,40663,145043,164482,8759,8744,1642913,1683696,1225971,1214379,244660,275515,14397,14721,128253,146468,3637,3551,25995,29062,1247622,1238572,252374,285072,24626,26168,139633,158972,6722,6790,388571,378712,349346,338628,14654,16760,12112,10460,3610,3616,1328,1235,7521,8013,355959,345641,17611,20206,16029,14495,5410,5510,2037,1954
R,7,2013,42,4332009,2148550,2183459,1683743,1661812,269369,305777,26942,26095,129149,146890,4971,4856,34376,38029,1712817,1693814,280219,318986,41778,42317,142446,161315,8957,9098,1762397,1806242,1336479,1324954,254832,288921,15064,15364,125511,143281,3632,3628,26879,30094,1358986,1350021,262655,298746,25982,27628,137012,155734,6880,7136,386153,377217,347264,336858,14537,16856,11878,10731,3638,3609,1339,1228,7497,7935,353831,343793,17564,20240,15796,14689,5434,5581,2077,1962
R,7,2013,43,4390066,2186115,2203951,1717413,1685119,272725,303255,27069,25904,129996,147748,5116,4986,33796,36939,1745937,1715992,283321,315962,41841,42020,142801,161757,9153,9201,1797353,1832380,1367975,1352776,257974,287015,14902,15596,126395,144056,3794,3790,26313,29147,1389912,1376891,265610,296452,25765,27726,137411,156074,7132,7270,388762,371571,349438,332343,14751,16240,12167,10308,3601,3692,1322,1196,7483,7792,356025,339101,17711,19510,16076,14294,5390,5683,2021,1931
R,7,2013,44,4163434,2069377,2094057,1633214,1609850,252441,282117,25639,24564,122248,138866,4636,4615,31199,34045,1659607,1638353,261819,293432,39780,39946,133996,151553,8242,8410,1707424,1746645,1307288,1299170,238871,266872,14570,14811,119008,135458,3461,3465,24226,26869,1327574,1321443,245477,275127,25005,26477,129144,146446,6426,6603,361953,347412,325926,310680,13570,15245,11069,9753,3240,3408,1175,1150,6973,7176,332033,316910,16342,18305,14775,13469,4852,5107,1816,1807
R,7,2013,45,4079456,2025848,2053608,1597012,1576181,253756,283952,24948,24028,116308,132622,4509,4437,29315,32388,1621590,1603059,262491,294654,38549,38885,127291,144575,7935,8325,1673183,1714756,1279605,1272617,240160,269053,14116,14784,113213,129449,3336,3333,22753,25520,1298411,1293522,246292,276839,24256,26146,122671,139751,6182,6578,352665,338852,317407,303564,13596,14899,10832,9244,3095,3173,1173,1104,6562,6868,323179,309537,16199,17815,14293,12739,4620,4824,1753,1747
R,7,2013,46,4086735,2023195,2063540,1606251,1597276,251699,284036,24315,23999,107943,122363,4518,4400,28469,31466,1630127,1623403,260100,294685,37817,38737,118374,133484,7930,8070,1685656,1736450,1301991,1304404,238929,269480,14214,15081,104902,119341,3368,3312,22252,24832,1320405,1324758,244831,277263,24374,26386,113902,128928,6246,6397,337539,327090,304260,292872,12770,14556,10101,8918,3041,3022,1150,1088,6217,6634,309722,298645,15269,17422,13443,12351,4472,4556,1684,1673
R,7,2013,47,4165790,2063411,2102379,1634180,1624880,262028,293865,24863,24346,109563,123668,4415,4359,28362,31261,1657682,1650755,270449,304111,38631,39433,119711,134719,7891,8050,1728574,1779733,1332717,1336065,248896,279485,14721,15535,106687,120601,3344,3359,22209,24688,1350843,1356249,254793,286916,25264,27241,115409,130073,6260,6434,334837,322646,301463,288815,13132,14380,10142,8811,2876,3067,1071,1000,6153,6573,306839,294506,15656,17195,13367,12192,4302,4646,1631,1616
R,7,2013,48,4418987,2186678,2232309,1739867,1736278,275505,308029,25857,25594,111524,125541,4668,4601,29257,32266,1764237,1762900,283893,318512,40283,41464,122002,136666,8240,8442,1849772,1906519,1436357,1444348,262490,293538,15761,16822,108578,122534,3594,3581,22992,25696,1455232,1465284,268385,301223,26757,29311,117675,132102,6578,6804,336906,325790,303510,291930,13015,14491,10096,8772,2946,3007,1074,1020,6265,6570,309005,297616,15508,17289,13526,12153,4327,4564,1662,1638
R,7,2013,49,4503312,2219527,2283785,1776307,1786982,272644,307060,25592,25623,111308,127574,4413,4463,29263,32083,1800619,1813432,280899,316957,40413,41865,121621,138675,8019,8302,1899074,1968007,1487899,1504206,259973,292839,15987,16899,108576,124760,3412,3481,23227,25822,1506951,1525193,265823,300128,27549,29934,117514,134375,6438,6716,320453,315778,288408,282776,12671,14221,9605,8724,2732,2814,1001,982,6036,6261,293668,288239,15076,16829,12864,11931,4107,4300,1581,1586
R,7,2013,50,4502956,2214949,2288007,1776712,1797294,268748,303092,25128,25207,111333,126309,4226,4367,28802,31738,1800669,1823322,276625,313002,39770,41532,121509,137005,7669,8122,1910925,1985400,1502814,1526391,256902,289722,16004,16838,108670,123447,3295,3450,23240,25552,1521932,1547084,262534,297018,27636,29939,117594,132684,6258,6618,304024,302607,273898,270903,11846,13370,9124,8369,2663,2862,931,917,5562,6186,278737,276238,14091,15984,12134,11593,3915,4321,1411,1504
