Male,,,,,,,,Female,,,,,,
x,qx,Ix,dx,Lx,Tx,eox,,x,qx,Ix,dx,Lx,Tx,eox
0.00000000,0.00408000,100000.00000000,408.00000000,99642.00000000,7751113.00000000,77.51000000,,0.00000000,0.00345000,100000.00000000,345.00000000,99699.00000000,8165795.00000000,81.66000000
1.00000000,0.00030000,99592.00000000,30.00000000,99577.00000000,7651471.00000000,76.83000000,,1.00000000,0.00026000,99655.00000000,26.00000000,99642.00000000,8066096.00000000,80.94000000
2.00000000,0.00020000,99562.00000000,20.00000000,99552.00000000,7551894.00000000,75.85000000,,2.00000000,0.00017000,99629.00000000,17.00000000,99621.00000000,7966453.00000000,79.96000000
3.00000000,0.00017000,99542.00000000,17.00000000,99534.00000000,7452342.00000000,74.87000000,,3.00000000,0.00013000,99613.00000000,13.00000000,99606.00000000,7866832.00000000,78.97000000
4.00000000,0.00013000,99525.00000000,13.00000000,99519.00000000,7352808.00000000,73.88000000,,4.00000000,0.00009000,99600.00000000,9.00000000,99596.00000000,7767226.00000000,77.98000000
5.00000000,0.00012000,99512.00000000,12.00000000,99507.00000000,7253289.00000000,72.89000000,,5.00000000,0.00009000,99591.00000000,9.00000000,99586.00000000,7667630.00000000,76.99000000
6.00000000,0.00011000,99501.00000000,11.00000000,99495.00000000,7153782.00000000,71.90000000,,6.00000000,0.00009000,99582.00000000,9.00000000,99577.00000000,7568044.00000000,76.00000000
7.00000000,0.00010000,99490.00000000,10.00000000,99485.00000000,7054287.00000000,70.90000000,,7.00000000,0.00009000,99573.00000000,9.00000000,99569.00000000,7468466.00000000,75.00000000
8.00000000,0.00009000,99479.00000000,9.00000000,99475.00000000,6954802.00000000,69.91000000,,8.00000000,0.00008000,99564.00000000,8.00000000,99560.00000000,7368898.00000000,74.01000000
9.00000000,0.00007000,99470.00000000,7.00000000,99467.00000000,6855327.00000000,68.92000000,,9.00000000,0.00008000,99556.00000000,8.00000000,99552.00000000,7269338.00000000,73.02000000
10.00000000,0.00006000,99463.00000000,6.00000000,99460.00000000,6755861.00000000,67.92000000,,10.00000000,0.00007000,99548.00000000,7.00000000,99545.00000000,7169786.00000000,72.02000000
11.00000000,0.00006000,99457.00000000,6.00000000,99454.00000000,6656401.00000000,66.93000000,,11.00000000,0.00007000,99542.00000000,7.00000000,99538.00000000,7070241.00000000,71.03000000
12.00000000,0.00011000,99451.00000000,11.00000000,99446.00000000,6556947.00000000,65.93000000,,12.00000000,0.00009000,99535.00000000,9.00000000,99530.00000000,6970703.00000000,70.03000000
13.00000000,0.00020000,99441.00000000,20.00000000,99431.00000000,6457501.00000000,64.94000000,,13.00000000,0.00012000,99526.00000000,12.00000000,99520.00000000,6871172.00000000,69.04000000
14.00000000,0.00033000,99421.00000000,33.00000000,99404.00000000,6358070.00000000,63.95000000,,14.00000000,0.00018000,99514.00000000,17.00000000,99505.00000000,6771652.00000000,68.05000000
15.00000000,0.00047000,99388.00000000,46.00000000,99365.00000000,6258666.00000000,62.97000000,,15.00000000,0.00023000,99496.00000000,23.00000000,99485.00000000,6672147.00000000,67.06000000
16.00000000,0.00060000,99342.00000000,59.00000000,99312.00000000,6159301.00000000,62.00000000,,16.00000000,0.00029000,99473.00000000,28.00000000,99459.00000000,6572663.00000000,66.07000000
17.00000000,0.00071000,99283.00000000,71.00000000,99247.00000000,6059988.00000000,61.04000000,,17.00000000,0.00033000,99445.00000000,32.00000000,99428.00000000,6473204.00000000,65.09000000
18.00000000,0.00081000,99212.00000000,80.00000000,99172.00000000,5960741.00000000,60.08000000,,18.00000000,0.00034000,99412.00000000,34.00000000,99395.00000000,6373775.00000000,64.11000000
19.00000000,0.00088000,99132.00000000,87.00000000,99088.00000000,5861570.00000000,59.13000000,,19.00000000,0.00035000,99378.00000000,34.00000000,99361.00000000,6274380.00000000,63.14000000
20.00000000,0.00096000,99044.00000000,95.00000000,98997.00000000,5762482.00000000,58.18000000,,20.00000000,0.00035000,99344.00000000,34.00000000,99327.00000000,6175019.00000000,62.16000000
21.00000000,0.00103000,98950.00000000,101.00000000,98899.00000000,5663485.00000000,57.24000000,,21.00000000,0.00035000,99309.00000000,35.00000000,99292.00000000,6075693.00000000,61.18000000
22.00000000,0.00106000,98848.00000000,105.00000000,98796.00000000,5564586.00000000,56.29000000,,22.00000000,0.00036000,99275.00000000,35.00000000,99257.00000000,5976401.00000000,60.20000000
23.00000000,0.00105000,98744.00000000,104.00000000,98692.00000000,5465790.00000000,55.35000000,,23.00000000,0.00036000,99239.00000000,36.00000000,99221.00000000,5877144.00000000,59.22000000
24.00000000,0.00101000,98640.00000000,99.00000000,98590.00000000,5367098.00000000,54.41000000,,24.00000000,0.00037000,99203.00000000,37.00000000,99185.00000000,5777922.00000000,58.24000000
25.00000000,0.00095000,98541.00000000,94.00000000,98494.00000000,5268507.00000000,53.47000000,,25.00000000,0.00038000,99167.00000000,38.00000000,99148.00000000,5678737.00000000,57.26000000
26.00000000,0.00091000,98447.00000000,89.00000000,98402.00000000,5170013.00000000,52.52000000,,26.00000000,0.00040000,99129.00000000,39.00000000,99109.00000000,5579590.00000000,56.29000000
27.00000000,0.00088000,98358.00000000,87.00000000,98314.00000000,5071611.00000000,51.56000000,,27.00000000,0.00042000,99089.00000000,41.00000000,99069.00000000,5480481.00000000,55.31000000
28.00000000,0.00089000,98271.00000000,87.00000000,98227.00000000,4973297.00000000,50.61000000,,28.00000000,0.00044000,99048.00000000,44.00000000,99026.00000000,5381412.00000000,54.33000000
29.00000000,0.00092000,98183.00000000,91.00000000,98138.00000000,4875070.00000000,49.65000000,,29.00000000,0.00047000,99004.00000000,47.00000000,98981.00000000,5282386.00000000,53.36000000
30.00000000,0.00097000,98092.00000000,95.00000000,98045.00000000,4776932.00000000,48.70000000,,30.00000000,0.00051000,98958.00000000,50.00000000,98932.00000000,5183405.00000000,52.38000000
31.00000000,0.00101000,97998.00000000,99.00000000,97948.00000000,4678887.00000000,47.74000000,,31.00000000,0.00055000,98907.00000000,55.00000000,98880.00000000,5084472.00000000,51.41000000
32.00000000,0.00107000,97899.00000000,105.00000000,97846.00000000,4580939.00000000,46.79000000,,32.00000000,0.00060000,98853.00000000,60.00000000,98823.00000000,4985592.00000000,50.43000000
33.00000000,0.00115000,97794.00000000,112.00000000,97738.00000000,4483092.00000000,45.84000000,,33.00000000,0.00067000,98793.00000000,66.00000000,98760.00000000,4886769.00000000,49.46000000
34.00000000,0.00124000,97682.00000000,121.00000000,97622.00000000,4385354.00000000,44.89000000,,34.00000000,0.00074000,98727.00000000,73.00000000,98691.00000000,4788009.00000000,48.50000000
35.00000000,0.00134000,97561.00000000,131.00000000,97496.00000000,4287733.00000000,43.95000000,,35.00000000,0.00081000,98655.00000000,80.00000000,98614.00000000,4689318.00000000,47.53000000
36.00000000,0.00145000,97430.00000000,142.00000000,97360.00000000,4190237.00000000,43.01000000,,36.00000000,0.00090000,98574.00000000,88.00000000,98530.00000000,4590704.00000000,46.57000000
