Male,,,,,,,,Female,,,,,,
x,qx,Ix,dx,Lx,Tx,eox,,x,qx,Ix,dx,Lx,Tx,eox
0.00000000,0.01028000,100000.00000000,1028.00000000,99108.00000000,7890323.00000000,78.90000000,,0.00000000,0.00815000,100000.00000000,815.00000000,99298.00000000,8330278.00000000,83.30000000
1.00000000,0.00075000,98972.00000000,75.00000000,98934.00000000,7791215.00000000,78.72000000,,1.00000000,0.00067000,99185.00000000,66.00000000,99152.00000000,8230980.00000000,82.99000000
2.00000000,0.00049000,98897.00000000,49.00000000,98873.00000000,7692281.00000000,77.78000000,,2.00000000,0.00040000,99119.00000000,39.00000000,99099.00000000,8131828.00000000,82.04000000
3.00000000,0.00039000,98848.00000000,38.00000000,98829.00000000,7593408.00000000,76.82000000,,3.00000000,0.00027000,99079.00000000,27.00000000,99066.00000000,8032729.00000000,81.07000000
4.00000000,0.00031000,98810.00000000,30.00000000,98795.00000000,7494579.00000000,75.85000000,,4.00000000,0.00025000,99053.00000000,25.00000000,99040.00000000,7933663.00000000,80.10000000
5.00000000,0.00026000,98780.00000000,25.00000000,98767.00000000,7395784.00000000,74.87000000,,5.00000000,0.00020000,99028.00000000,19.00000000,99018.00000000,7834622.00000000,79.12000000
6.00000000,0.00024000,98755.00000000,23.00000000,98743.00000000,7297016.00000000,73.89000000,,6.00000000,0.00017000,99008.00000000,17.00000000,99000.00000000,7735604.00000000,78.13000000
7.00000000,0.00020000,98731.00000000,20.00000000,98721.00000000,7198273.00000000,72.91000000,,7.00000000,0.00016000,98991.00000000,16.00000000,98983.00000000,7636604.00000000,77.14000000
8.00000000,0.00018000,98711.00000000,18.00000000,98702.00000000,7099552.00000000,71.92000000,,8.00000000,0.00014000,98975.00000000,14.00000000,98968.00000000,7537621.00000000,76.16000000
9.00000000,0.00015000,98693.00000000,15.00000000,98686.00000000,7000849.00000000,70.94000000,,9.00000000,0.00013000,98961.00000000,13.00000000,98955.00000000,7438652.00000000,75.17000000
10.00000000,0.00013000,98679.00000000,12.00000000,98673.00000000,6902163.00000000,69.95000000,,10.00000000,0.00012000,98949.00000000,11.00000000,98943.00000000,7339697.00000000,74.18000000
11.00000000,0.00012000,98666.00000000,12.00000000,98661.00000000,6803491.00000000,68.95000000,,11.00000000,0.00011000,98937.00000000,11.00000000,98932.00000000,7240754.00000000,73.19000000
12.00000000,0.00018000,98655.00000000,17.00000000,98646.00000000,6704830.00000000,67.96000000,,12.00000000,0.00014000,98926.00000000,13.00000000,98919.00000000,7141823.00000000,72.19000000
13.00000000,0.00028000,98637.00000000,28.00000000,98623.00000000,6606184.00000000,66.97000000,,13.00000000,0.00017000,98913.00000000,17.00000000,98904.00000000,7042903.00000000,71.20000000
14.00000000,0.00043000,98609.00000000,43.00000000,98588.00000000,6507561.00000000,65.99000000,,14.00000000,0.00023000,98895.00000000,23.00000000,98884.00000000,6943999.00000000,70.22000000
15.00000000,0.00059000,98567.00000000,58.00000000,98538.00000000,6408973.00000000,65.02000000,,15.00000000,0.00029000,98873.00000000,29.00000000,98858.00000000,6845115.00000000,69.23000000
16.00000000,0.00074000,98509.00000000,73.00000000,98472.00000000,6310435.00000000,64.06000000,,16.00000000,0.00035000,98844.00000000,34.00000000,98827.00000000,6746257.00000000,68.25000000
17.00000000,0.00087000,98436.00000000,86.00000000,98393.00000000,6211962.00000000,63.11000000,,17.00000000,0.00039000,98809.00000000,38.00000000,98790.00000000,6647431.00000000,67.28000000
18.00000000,0.00097000,98351.00000000,95.00000000,98303.00000000,6113569.00000000,62.16000000,,18.00000000,0.00041000,98771.00000000,40.00000000,98751.00000000,6548641.00000000,66.30000000
19.00000000,0.00105000,98255.00000000,103.00000000,98203.00000000,6015266.00000000,61.22000000,,19.00000000,0.00041000,98731.00000000,40.00000000,98711.00000000,6449890.00000000,65.33000000
20.00000000,0.00113000,98152.00000000,111.00000000,98096.00000000,5917062.00000000,60.28000000,,20.00000000,0.00041000,98691.00000000,40.00000000,98671.00000000,6351179.00000000,64.35000000
21.00000000,0.00120000,98041.00000000,118.00000000,97982.00000000,5818966.00000000,59.35000000,,21.00000000,0.00041000,98651.00000000,40.00000000,98631.00000000,6252508.00000000,63.38000000
22.00000000,0.00123000,97923.00000000,121.00000000,97863.00000000,5720984.00000000,58.42000000,,22.00000000,0.00041000,98611.00000000,40.00000000,98591.00000000,6153877.00000000,62.41000000
23.00000000,0.00121000,97802.00000000,118.00000000,97743.00000000,5623121.00000000,57.49000000,,23.00000000,0.00041000,98570.00000000,41.00000000,98550.00000000,6055286.00000000,61.43000000
24.00000000,0.00115000,97684.00000000,113.00000000,97627.00000000,5525378.00000000,56.56000000,,24.00000000,0.00042000,98529.00000000,41.00000000,98509.00000000,5956736.00000000,60.46000000
25.00000000,0.00108000,97571.00000000,106.00000000,97518.00000000,5427751.00000000,55.63000000,,25.00000000,0.00043000,98488.00000000,42.00000000,98467.00000000,5858228.00000000,59.48000000
26.00000000,0.00102000,97465.00000000,100.00000000,97415.00000000,5330233.00000000,54.69000000,,26.00000000,0.00044000,98446.00000000,44.00000000,98424.00000000,5759761.00000000,58.51000000
27.00000000,0.00099000,97366.00000000,96.00000000,97317.00000000,5232817.00000000,53.74000000,,27.00000000,0.00046000,98402.00000000,45.00000000,98380.00000000,5661337.00000000,57.53000000
28.00000000,0.00099000,97269.00000000,96.00000000,97221.00000000,5135500.00000000,52.80000000,,28.00000000,0.00048000,98357.00000000,48.00000000,98333.00000000,5562957.00000000,56.56000000
29.00000000,0.00102000,97173.00000000,99.00000000,97124.00000000,5038279.00000000,51.85000000,,29.00000000,0.00052000,98309.00000000,51.00000000,98284.00000000,5464624.00000000,55.59000000
30.00000000,0.00105000,97074.00000000,102.00000000,97023.00000000,4941155.00000000,50.90000000,,30.00000000,0.00055000,98259.00000000,54.00000000,98232.00000000,5366340.00000000,54.61000000
31.00000000,0.00109000,96972.00000000,106.00000000,96919.00000000,4844132.00000000,49.95000000,,31.00000000,0.00059000,98205.00000000,58.00000000,98175.00000000,5268109.00000000,53.64000000
32.00000000,0.00115000,96866.00000000,111.00000000,96810.00000000,4747213.00000000,49.01000000,,32.00000000,0.00064000,98146.00000000,63.00000000,98115.00000000,5169933.00000000,52.68000000
33.00000000,0.00122000,96755.00000000,118.00000000,96696.00000000,4650403.00000000,48.06000000,,33.00000000,0.00070000,98083.00000000,69.00000000,98049.00000000,5071818.00000000,51.71000000
34.00000000,0.00131000,96637.00000000,126.00000000,96574.00000000,4553708.00000000,47.12000000,,34.00000000,0.00077000,98014.00000000,76.00000000,97977.00000000,4973769.00000000,50.75000000
35.00000000,0.00140000,96511.00000000,135.00000000,96443.00000000,4457134.00000000,46.18000000,,35.00000000,0.00085000,97939.00000000,83.00000000,97897.00000000,4875793.00000000,49.78000000
36.00000000,0.00151000,96375.00000000,145.00000000,96303.00000000,4360691.00000000,45.25000000,,36.00000000,0.00092000,97856.00000000,90.00000000,97811.00000000,4777896.00000000,48.83000000
37.00000000,0.00162000,96230.00000000,156.00000000,96152.00000000,4264389.00000000,44.31000000,,37.00000000,0.00100000,97765.00000000,98.00000000,97717.00000000,4680085.00000000,47.87000000
38.00000000,0.00175000,96074.00000000,168.00000000,95990.00000000,4168237.00000000,43.39000000,,38.00000000,0.00108000,97668.00000000,106.00000000,97615.00000000,4582369.00000000,46.92000000
39.00000000,0.00189000,95905.00000000,181.00000000,95815.00000000,4072247.00000000,42.46000000,,39.00000000,0.00116000,97562.00000000,114.00000000,97505.00000000,4484754.00000000,45.97000000
40.00000000,0.00204000,95724.00000000,195.00000000,95626.00000000,3976432.00000000,41.54000000,,40.00000000,0.00125000,97448.00000000,122.00000000,97387.00000000,4387249.00000000,45.02000000
41.00000000,0.00219000,95529.00000000,209.00000000,95424.00000000,3880806.00000000,40.62000000,,41.00000000,0.00135000,97326.00000000,131.00000000,97261.00000000,4289861.00000000,44.08000000
42.00000000,0.00234000,95320.00000000,223.00000000,95208.00000000,3785381.00000000,39.71000000,,42.00000000,0.00143000,97195.00000000,139.00000000,97126.00000000,4192600.00000000,43.14000000
43.00000000,0.00251000,95096.00000000,238.00000000,94977.00000000,3690173.00000000,38.80000000,,43.00000000,0.00150000,97056.00000000,146.00000000,96984.00000000,4095474.00000000,42.20000000
44.00000000,0.00267000,94858.00000000,254.00000000,94731.00000000,3595196.00000000,37.90000000,,44.00000000,0.00157000,96911.00000000,152.00000000,96835.00000000,3998491.00000000,41.26000000
45.00000000,0.00286000,94605.00000000,270.00000000,94469.00000000,3500465.00000000,37.00000000,,45.00000000,0.00165000,96759.00000000,159.00000000,96679.00000000,3901656.00000000,40.32000000
46.00000000,0.00305000,94334.00000000,288.00000000,94190.00000000,3405995.00000000,36.11000000,,46.00000000,0.00174000,96599.00000000,168.00000000,96515.00000000,3804977.00000000,39.39000000
47.00000000,0.00321000,94047.00000000,302.00000000,93896.00000000,3311805.00000000,35.21000000,,47.00000000,0.00184000,96431.00000000,177.00000000,96342.00000000,3708462.00000000,38.46000000
48.00000000,0.00333000,93745.00000000,313.00000000,93588.00000000,3217910.00000000,34.33000000,,48.00000000,0.00194000,96254.00000000,187.00000000,96160.00000000,3612120.00000000,37.53000000
49.00000000,0.00344000,93432.00000000,322.00000000,93271.00000000,3124321.00000000,33.44000000,,49.00000000,0.00206000,96066.00000000,198.00000000,95967.00000000,3515960.00000000,36.60000000
50.00000000,0.00356000,93110.00000000,332.00000000,92945.00000000,3031050.00000000,32.55000000,,50.00000000,0.00220000,95868.00000000,211.00000000,95763.00000000,3419992.00000000,35.67000000
51.00000000,0.00373000,92779.00000000,346.00000000,92606.00000000,2938106.00000000,31.67000000,,51.00000000,0.00236000,95658.00000000,225.00000000,95545.00000000,3324229.00000000,34.75000000
52.00000000,0.00394000,92433.00000000,364.00000000,92251.00000000,2845500.00000000,30.78000000,,52.00000000,0.00255000,95432.00000000,243.00000000,95311.00000000,3228684.00000000,33.83000000
53.00000000,0.00422000,92069.00000000,388.00000000,91875.00000000,2753249.00000000,29.90000000,,53.00000000,0.00278000,95189.00000000,265.00000000,95056.00000000,3133374.00000000,32.92000000
54.00000000,0.00455000,91681.00000000,417.00000000,91472.00000000,2661374.00000000,29.03000000,,54.00000000,0.00306000,94924.00000000,290.00000000,94779.00000000,3038317.00000000,32.01000000
55.00000000,0.00494000,91264.00000000,451.00000000,91038.00000000,2569901.00000000,28.16000000,,55.00000000,0.00337000,94634.00000000,319.00000000,94475.00000000,2943538.00000000,31.10000000
56.00000000,0.00538000,90812.00000000,489.00000000,90568.00000000,2478863.00000000,27.30000000,,56.00000000,0.00371000,94315.00000000,350.00000000,94140.00000000,2849064.00000000,30.21000000
57.00000000,0.00585000,90324.00000000,528.00000000,90060.00000000,2388295.00000000,26.44000000,,57.00000000,0.00407000,93966.00000000,383.00000000,93774.00000000,2754923.00000000,29.32000000
58.00000000,0.00634000,89796.00000000,569.00000000,89511.00000000,2298236.00000000,25.59000000,,58.00000000,0.00445000,93583.00000000,416.00000000,93375.00000000,2661149.00000000,28.44000000
59.00000000,0.00687000,89227.00000000,613.00000000,88920.00000000,2208724.00000000,24.75000000,,59.00000000,0.00485000,93167.00000000,452.00000000,92941.00000000,2567774.00000000,27.56000000
60.00000000,0.00746000,88614.00000000,661.00000000,88283.00000000,2119804.00000000,23.92000000,,60.00000000,0.00529000,92715.00000000,490.00000000,92470.00000000,2474833.00000000,26.69000000
61.00000000,0.00813000,87953.00000000,715.00000000,87595.00000000,2031521.00000000,23.10000000,,61.00000000,0.00579000,92225.00000000,534.00000000,91958.00000000,2382363.00000000,25.83000000
62.00000000,0.00893000,87237.00000000,779.00000000,86848.00000000,1943926.00000000,22.28000000,,62.00000000,0.00636000,91692.00000000,583.00000000,91400.00000000,2290404.00000000,24.98000000
63.00000000,0.00986000,86459.00000000,852.00000000,86033.00000000,1857078.00000000,21.48000000,,63.00000000,0.00704000,91108.00000000,641.00000000,90788.00000000,2199004.00000000,24.14000000
64.00000000,0.01092000,85606.00000000,934.00000000,85139.00000000,1771046.00000000,20.69000000,,64.00000000,0.00779000,90467.00000000,705.00000000,90115.00000000,2108217.00000000,23.30000000
65.00000000,0.01209000,84672.00000000,1024.00000000,84160.00000000,1685906.00000000,19.91000000,,65.00000000,0.00864000,89762.00000000,776.00000000,89374.00000000,2018102.00000000,22.48000000
66.00000000,0.01335000,83648.00000000,1117.00000000,83090.00000000,1601746.00000000,19.15000000,,66.00000000,0.00954000,88987.00000000,849.00000000,88562.00000000,1928728.00000000,21.67000000
67.00000000,0.01465000,82531.00000000,1209.00000000,81927.00000000,1518657.00000000,18.40000000,,67.00000000,0.01047000,88137.00000000,923.00000000,87676.00000000,1840166.00000000,20.88000000
68.00000000,0.01597000,81322.00000000,1298.00000000,80673.00000000,1436730.00000000,17.67000000,,68.00000000,0.01141000,87214.00000000,995.00000000,86717.00000000,1752490.00000000,20.09000000
69.00000000,0.01733000,80024.00000000,1387.00000000,79331.00000000,1356057.00000000,16.95000000,,69.00000000,0.01239000,86219.00000000,1068.00000000,85685.00000000,1665773.00000000,19.32000000
70.00000000,0.01888000,78637.00000000,1485.00000000,77895.00000000,1276726.00000000,16.24000000,,70.00000000,0.01349000,85151.00000000,1148.00000000,84577.00000000,1580088.00000000,18.56000000
71.00000000,0.02060000,77152.00000000,1589.00000000,76358.00000000,1198832.00000000,15.54000000,,71.00000000,0.01471000,84003.00000000,1236.00000000,83385.00000000,1495511.00000000,17.80000000
72.00000000,0.02233000,75563.00000000,1688.00000000,74720.00000000,1122474.00000000,14.85000000,,72.00000000,0.01597000,82767.00000000,1322.00000000,82106.00000000,1412126.00000000,17.06000000
73.00000000,0.02407000,73876.00000000,1778.00000000,72987.00000000,1047754.00000000,14.18000000,,73.00000000,0.01725000,81446.00000000,1405.00000000,80743.00000000,1330019.00000000,16.33000000
74.00000000,0.02590000,72098.00000000,1867.00000000,71164.00000000,974767.00000000,13.52000000,,74.00000000,0.01860000,80041.00000000,1489.00000000,79297.00000000,1249276.00000000,15.61000000
75.00000000,0.02812000,70231.00000000,1975.00000000,69243.00000000,903603.00000000,12.87000000,,75.00000000,0.02028000,78552.00000000,1593.00000000,77756.00000000,1169979.00000000,14.89000000
76.00000000,0.03073000,68256.00000000,2097.00000000,67207.00000000,834359.00000000,12.22000000,,76.00000000,0.02223000,76959.00000000,1711.00000000,76104.00000000,1092223.00000000,14.19000000
77.00000000,0.03347000,66159.00000000,2214.00000000,65052.00000000,767152.00000000,11.60000000,,77.00000000,0.02421000,75249.00000000,1822.00000000,74338.00000000,1016119.00000000,13.50000000
78.00000000,0.03629000,63945.00000000,2320.00000000,62784.00000000,702101.00000000,10.98000000,,78.00000000,0.02615000,73427.00000000,1920.00000000,72467.00000000,941781.00000000,12.83000000
79.00000000,0.03940000,61624.00000000,2428.00000000,60410.00000000,639316.00000000,10.37000000,,79.00000000,0.02826000,71507.00000000,2021.00000000,70497.00000000,869314.00000000,12.16000000
80.00000000,0.04286000,59196.00000000,2537.00000000,57928.00000000,578906.00000000,9.78000000,,80.00000000,0.03068000,69486.00000000,2132.00000000,68420.00000000,798818.00000000,11.50000000
81.00000000,0.04711000,56659.00000000,2669.00000000,55325.00000000,520979.00000000,9.19000000,,81.00000000,0.03377000,67355.00000000,2274.00000000,66217.00000000,730397.00000000,10.84000000
82.00000000,0.05267000,53990.00000000,2844.00000000,52568.00000000,465654.00000000,8.62000000,,82.00000000,0.03783000,65080.00000000,2462.00000000,63849.00000000,664180.00000000,10.21000000
83.00000000,0.05985000,51146.00000000,3061.00000000,49616.00000000,413085.00000000,8.08000000,,83.00000000,0.04308000,62619.00000000,2698.00000000,61270.00000000,600330.00000000,9.59000000
84.00000000,0.06835000,48085.00000000,3287.00000000,46442.00000000,363469.00000000,7.56000000,,84.00000000,0.04939000,59921.00000000,2960.00000000,58441.00000000,539061.00000000,9.00000000
85.00000000,0.07772000,44799.00000000,3482.00000000,43058.00000000,317027.00000000,7.08000000,,85.00000000,0.05649000,56961.00000000,3218.00000000,55352.00000000,480620.00000000,8.44000000
86.00000000,0.08756000,41317.00000000,3618.00000000,39508.00000000,273970.00000000,6.63000000,,86.00000000,0.06415000,53743.00000000,3448.00000000,52019.00000000,425268.00000000,7.91000000
87.00000000,0.09764000,37699.00000000,3681.00000000,35859.00000000,234462.00000000,6.22000000,,87.00000000,0.07225000,50295.00000000,3634.00000000,48479.00000000,373248.00000000,7.42000000
88.00000000,0.10790000,34018.00000000,3670.00000000,32183.00000000,198603.00000000,5.84000000,,88.00000000,0.08075000,46662.00000000,3768.00000000,44778.00000000,324770.00000000,6.96000000
89.00000000,0.11844000,30348.00000000,3594.00000000,28550.00000000,166420.00000000,5.48000000,,89.00000000,0.08974000,42894.00000000,3849.00000000,40969.00000000,279992.00000000,6.53000000
90.00000000,0.12940000,26753.00000000,3462.00000000,25022.00000000,137870.00000000,5.15000000,,90.00000000,0.09933000,39044.00000000,3878.00000000,37105.00000000,239023.00000000,6.12000000
91.00000000,0.14098000,23291.00000000,3284.00000000,21650.00000000,112848.00000000,4.85000000,,91.00000000,0.10965000,35166.00000000,3856.00000000,33238.00000000,201918.00000000,5.74000000
92.00000000,0.15332000,20008.00000000,3068.00000000,18474.00000000,91198.00000000,4.56000000,,92.00000000,0.12081000,31310.00000000,3783.00000000,29419.00000000,168679.00000000,5.39000000
93.00000000,0.16659000,16940.00000000,2822.00000000,15529.00000000,72724.00000000,4.29000000,,93.00000000,0.13293000,27527.00000000,3659.00000000,25698.00000000,139261.00000000,5.06000000
94.00000000,0.18091000,14118.00000000,2554.00000000,12841.00000000,57195.00000000,4.05000000,,94.00000000,0.14611000,23868.00000000,3487.00000000,22124.00000000,113563.00000000,4.76000000
95.00000000,0.19499000,11564.00000000,2255.00000000,10437.00000000,44353.00000000,3.84000000,,95.00000000,0.15930000,20381.00000000,3247.00000000,18758.00000000,91438.00000000,4.49000000
96.00000000,0.20858000,9309.00000000,1942.00000000,8338.00000000,33917.00000000,3.64000000,,96.00000000,0.17227000,17134.00000000,2952.00000000,15658.00000000,72681.00000000,4.24000000
97.00000000,0.22140000,7368.00000000,1631.00000000,6552.00000000,25578.00000000,3.47000000,,97.00000000,0.18478000,14183.00000000,2621.00000000,12872.00000000,57023.00000000,4.02000000
98.00000000,0.23318000,5736.00000000,1338.00000000,5068.00000000,19027.00000000,3.32000000,,98.00000000,0.19656000,11562.00000000,2273.00000000,10426.00000000,44150.00000000,3.82000000
99.00000000,0.24367000,4399.00000000,1072.00000000,3863.00000000,13959.00000000,3.17000000,,99.00000000,0.20734000,9289.00000000,1926.00000000,8326.00000000,33725.00000000,3.63000000
100.00000000,0.25463000,3327.00000000,847.00000000,2903.00000000,10096.00000000,3.03000000,,100.00000000,0.21871000,7363.00000000,1610.00000000,6558.00000000,25398.00000000,3.45000000
101.00000000,0.26610000,2480.00000000,660.00000000,2150.00000000,7193.00000000,2.90000000,,101.00000000,0.23072000,5753.00000000,1327.00000000,5089.00000000,18840.00000000,3.27000000
