UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2011,9,4035710,2059258,1976452,1528948,1457609,305647,296946,32260,31003,95396,95502,5568,5340,91439,90052,1612364,1539543,352250,343465,53786,52513,128802,127824,12474,12078,1577995,1512589,1110298,1054497,281811,273826,17817,17137,90410,90717,3879,3671,73780,72741,1177879,1121009,320421,312338,32275,31720,118395,117806,9094,8745,481263,463863,418650,403112,23836,23120,14443,13866,4986,4785,1689,1669,17659,17311,434485,418534,31829,31127,21511,20793,10407,10018,3380,3333
R,7,2011,10,4135613,2111883,2023730,1565775,1492207,316900,307215,32432,31492,99216,98314,5588,5494,91972,89008,1649414,1573271,363608,352827,54587,52872,132781,130337,12593,12301,1627402,1557184,1143784,1085954,292960,284286,18230,17614,94264,93614,3939,3761,74225,71955,1211468,1151744,331573,322142,33358,32217,122485,120546,9190,8884,484481,466546,421991,406253,23940,22929,14202,13878,4952,4700,1649,1733,17747,17053,437946,421527,32035,30685,21229,20655,10296,9791,3403,3417
R,7,2011,11,4197472,2147107,2050365,1593466,1512730,326904,315757,33397,32013,97213,96301,5799,5417,90328,88147,1675730,1592615,372649,361232,56002,53944,129424,127442,12655,12140,1661877,1585226,1170424,1107842,303007,292590,18965,18059,92262,91601,4086,3808,73133,71326,1237249,1172712,340955,330307,34463,33208,119445,117714,9289,8874,485230,465139,423042,404888,23897,23167,14432,13954,4951,4700,1713,1609,17195,16821,438481,419903,31694,30925,21539,20736,9979,9728,3366,3266
R,7,2011,12,4126117,2109791,2016326,1572366,1494912,318832,308412,32290,31342,93030,91567,5660,5210,87613,84883,1651980,1571867,362895,351769,54488,53148,124220,121274,12656,11750,1641946,1565552,1164439,1102388,295697,285952,18504,17843,88166,86872,3965,3680,71175,68817,1229359,1164976,332428,322170,34026,33098,114388,111661,9284,8649,467845,450774,407927,392524,23135,22460,13786,13499,4864,4695,1695,1530,16438,16066,422621,406891,30467,29599,20462,20050,9832,9613,3372,3101
R,7,2011,13,4124219,2108950,2015269,1571500,1492887,320810,310344,32276,31412,94367,93079,5612,5258,84385,82289,1647954,1567568,363002,351966,54223,52888,124078,121704,12188,11526,1646914,1571728,1167954,1106121,298228,288397,18455,18072,89683,88407,4011,3716,68583,67015,1230307,1167170,333513,323209,33811,33272,114645,112459,9052,8493,462036,443541,403546,386766,22582,21947,13821,13340,4684,4672,1601,1542,15802,15274,417647,400398,29489,28757,20412,19616,9433,9245,3136,3033
R,7,2011,14,4131501,2110812,2020689,1575749,1499700,320281,310571,32111,30946,95703,94085,5500,5148,81468,80239,1649582,1572188,360304,350613,54007,52659,124573,122032,11936,11482,1652025,1581411,1174999,1116327,297903,289141,18323,17752,91020,89506,3897,3662,65883,65023,1234965,1175204,331095,322481,33645,33063,115220,112956,8789,8498,458787,439278,400750,383373,22378,21430,13788,13194,4683,4579,1603,1486,15585,15216,414617,396984,29209,28132,20362,19596,9353,9076,3147,2984
R,7,2011,15,4158941,2129552,2029389,1593738,1508849,320950,311710,32223,30727,97363,94944,5606,5304,79672,77855,1665846,1579149,359460,349937,54230,52408,125708,122362,11951,11588,1672202,1592329,1193458,1126856,298953,290561,18510,17672,92771,90377,3984,3740,64526,63123,1252070,1184041,330986,322313,33945,32999,116603,113414,8861,8625,457350,437060,400280,381993,21997,21149,13713,13055,4592,4567,1622,1564,15146,14732,413776,395108,28474,27624,20285,19409,9105,8948,3090,2963
R,7,2011,16,4247444,2179110,2068334,1624937,1533651,339517,326892,32979,31469,98100,94445,5672,5524,77905,76353,1694948,1602068,376683,364268,55238,53260,125842,121220,12214,11881,1715162,1628044,1218722,1148884,316869,305240,19117,18159,93300,89955,4030,3884,63124,61922,1275565,1204531,347688,336206,34968,33791,116737,112455,9062,8830,463948,440290,406215,384767,22648,21652,13862,13310,4800,4490,1642,1640,14781,14431,419383,397537,28995,28062,20270,19469,9105,8765,3152,3051
R,7,2011,17,4334976,2226787,2108189,1653302,1555605,356801,343242,33852,32407,101239,95942,5815,5719,75778,75274,1721078,1622776,392049,379279,56361,54791,128454,122348,12424,12172,1756640,1665578,1240925,1168799,333839,321327,19895,18914,96606,91382,4187,4100,61188,61056,1295733,1223389,362956,351247,35978,35075,119497,113587,9310,9098,470147,442611,412377,386806,22962,21915,13957,13493,4633,4560,1628,1619,14590,14218,425345,399387,29093,28032,20383,19716,8957,8761,3114,3074
R,7,2011,18,4402578,2266685,2135893,1679064,1573682,369254,352454,35168,33093,104112,98584,6045,5768,73042,72312,1744109,1637984,402462,386274,57488,55471,130635,124120,12505,12071,1790328,1694232,1261364,1187364,345649,330620,20577,19593,99445,93971,4298,4137,58995,58547,1313992,1239523,372962,358469,36507,35752,121959,115578,9374,9055,476357,441661,417700,386318,23605,21834,14591,13500,4667,4613,1747,1631,14047,13765,430117,398461,29500,27805,20981,19719,8676,8542,3131,3016
R,7,2011,19,4520659,2321540,2199119,1721322,1620025,375372,362545,36649,33878,110470,104752,6363,5946,71364,71973,1784501,1683595,406392,395182,59329,56209,136882,131147,12883,12519,1834425,1750298,1294447,1228424,351343,339364,21380,20264,105599,99921,4437,4269,57219,58056,1345102,1279814,376458,365995,37558,36355,128006,122243,9579,9344,487115,448821,426875,391601,24029,23181,15269,13614,4871,4831,1926,1677,14145,13917,439399,403781,29934,29187,21771,19854,8876,8904,3304,3175
R,7,2011,20,4600425,2349998,2250427,1743566,1656752,376302,370059,36568,33489,118686,113500,7015,6376,67861,70251,1802883,1718136,405001,401764,58145,55202,144938,140063,13787,13170,1864757,1807225,1319723,1271926,351444,345936,21071,20059,113486,108321,5037,4623,53996,56360,1366830,1321164,374392,371583,36320,35554,135763,130751,10364,9995,485241,443202,423843,384826,24858,24123,15497,13430,5200,5179,1978,1753,13865,13891,436053,396972,30609,30181,21825,19648,9175,9312,3423,3175
R,7,2011,21,4596166,2345463,2250703,1747601,1659716,367864,367052,36013,32646,123149,118340,7283,6651,63553,66298,1803135,1717683,394057,396337,56479,53589,148078,143343,13666,13023,1861538,1815617,1324193,1281909,343403,342889,20471,19672,117930,113376,5162,4862,50379,52909,1368123,1328116,364142,366294,34912,34535,139092,134592,10172,9872,483925,435086,423408,377807,24461,24163,15542,12974,5219,4964,2121,1789,13174,13389,435012,389567,29915,30043,21567,19054,8986,8751,3494,3151
R,7,2011,22,4415300,2253377,2161923,1686584,1596185,341781,345174,34333,30805,124935,122053,7054,6356,58690,61350,1737760,1649684,365433,371755,53711,50193,147879,145699,13058,12366,1790477,1750986,1281404,1238949,318688,322281,19243,18535,120029,117209,5053,4703,46060,49309,1321493,1281860,337076,343665,32674,32454,139488,137416,9805,9466,462900,410937,405180,357236,23093,22893,15090,12270,4906,4844,2001,1653,12630,12041,416267,367824,28357,28090,21037,17739,8391,8283,3253,2900
R,7,2011,23,4314771,2199846,2114925,1662275,1574749,318789,324395,33622,30077,122956,121124,7022,6312,55182,58268,1710308,1625606,340454,349297,51843,48619,144954,143750,12767,12112,1736956,1708555,1255806,1221021,296678,302190,18382,17801,118271,116515,4961,4664,42858,46364,1293003,1261495,313294,321824,30778,30927,136887,135770,9439,9280,462890,406370,406469,353728,22111,22205,15240,12276,4685,4609,2061,1648,12324,11904,417305,364111,27160,27473,21065,17692,8067,7980,3328,2832
R,7,2011,24,4244555,2161963,2082592,1645203,1556045,303639,313035,32754,29102,121534,121798,6983,6231,51850,56381,1690302,1605241,323904,336849,50258,47494,142097,143664,12395,11756,1705178,1680069,1243103,1205219,282470,291376,17801,17133,116871,117297,4912,4537,40021,44507,1277753,1243979,297815,309971,29655,30034,134290,135940,9185,8900,456785,402523,402100,350826,21169,21659,14953,11969,4663,4501,2071,1694,11829,11874,412549,361262,26089,26878,20603,17460,7807,7724,3210,2856
R,7,2011,25,4269914,2171010,2098904,1659671,1573200,296777,309339,32535,29218,124221,126815,7111,6301,50695,54031,1703719,1620031,316027,331717,49975,47275,144329,147838,12527,11807,1708205,1693788,1252134,1219457,275321,287681,17101,16947,119629,122392,4977,4704,39043,42607,1285950,1256294,289756,305095,28945,29759,136608,140241,9242,9092,462805,405116,407537,353743,21456,21658,15434,12271,4592,4423,2134,1597,11652,11424,417769,363737,26271,26622,21030,17516,7721,7597,3285,2715
R,7,2011,26,4313743,2185818,2127925,1676049,1594717,294128,309637,32168,29186,127374,134627,7021,6296,49078,53462,1718690,1641144,312374,331025,49323,47348,146980,155790,12314,11786,1719529,1717838,1264800,1236188,272914,287929,16908,16886,122820,130248,4824,4692,37263,41895,1296990,1272442,286318,304248,28351,29699,139314,148313,8954,9068,466289,410087,411249,358529,21214,21708,15260,12300,4554,4379,2197,1604,11815,11567,421700,368702,26056,26777,20972,17649,7666,7477,3360,2718
R,7,2011,27,4183423,2110571,2072852,1619164,1551165,278808,298131,31289,28469,127453,137489,6722,6091,47135,51507,1659903,1595758,296117,318189,48011,46364,146437,158155,11966,11562,1660517,1670468,1222276,1198844,258511,277414,16315,16345,122903,133289,4709,4466,35803,40110,1253035,1233460,271169,292546,27511,28924,138921,150789,8846,8802,450054,402384,396888,352321,20297,20717,14974,12124,4550,4200,2013,1625,11332,11397,406868,362298,24948,25643,20500,17440,7516,7366,3120,2760
R,7,2011,28,4258087,2142891,2115196,1647260,1581966,280998,303246,31797,29063,128553,143026,6742,6258,47541,51637,1688457,1626541,298347,323264,48699,47340,147582,163549,11975,11751,1684437,1702810,1242321,1221297,260731,281500,16499,16601,124046,138712,4738,4610,36102,40090,1273381,1255752,273309,296562,27915,29380,140062,156133,8850,8963,458454,412386,404939,360669,20267,21746,15298,12462,4507,4314,2004,1648,11439,11547,415076,370789,25038,26702,20784,17960,7520,7416,3125,2788
R,7,2011,29,4266544,2142082,2124462,1648556,1588156,279679,304740,31117,28444,129697,146412,6779,6229,46254,50481,1688524,1631632,296380,324523,48011,46627,148032,166143,11980,11618,1683115,1707263,1242904,1222239,259373,283289,16113,15952,125159,141978,4785,4528,34781,39277,1272726,1255922,271402,298232,27406,28782,140450,158694,8861,8826,458967,417199,405652,365917,20306,21451,15004,12492,4538,4434,1994,1701,11473,11204,415798,375710,24978,26291,20605,17845,7582,7449,3119,2792
R,7,2011,30,4227388,2118826,2108562,1634815,1577739,276686,303677,30337,28437,124866,143388,6536,5854,45586,49467,1674044,1620445,293216,323193,47078,46274,142904,162467,11668,11113,1666399,1694820,1234463,1214800,257001,282333,15584,16123,120303,139071,4599,4243,34449,38250,1263912,1247637,268939,296904,26856,28636,135462,155253,8632,8469,452427,413742,400352,362939,19685,21344,14753,12314,4563,4317,1937,1611,11137,11217,410132,372808,24277,26289,20222,17638,7442,7214,3036,2644
R,7,2011,31,4319518,2173341,2146177,1670443,1598868,289952,315801,31415,28805,129456,147162,6773,6135,45302,49406,1709482,1641412,306307,335184,48498,46841,147137,166249,11907,11460,1702756,1722540,1254256,1226702,269292,294093,16071,16283,124755,142807,4685,4515,33697,38140,1283044,1259319,280874,308525,27473,29012,139373,158918,8719,8762,470585,423637,416187,372166,20660,21708,15344,12522,4701,4355,2088,1620,11605,11266,426438,382093,25433,26659,21025,17829,7764,7331,3188,2698
R,7,2011,32,4055945,2031378,2024567,1563309,1508826,267989,296735,28930,26594,123428,140966,6029,5605,41693,45841,1599213,1548188,282942,314454,44650,43484,139656,158774,10757,10509,1601694,1627646,1182547,1160405,249322,276300,15115,14831,119226,136873,4212,4064,31272,35173,1209232,1190424,260001,289289,25659,26647,132835,151921,7933,7989,429684,396921,380762,348421,18667,20435,13815,11763,4202,4093,1817,1541,10421,10668,389981,357764,22941,25165,18991,16837,6821,6853,2824,2520
R,7,2011,33,3979999,1990848,1989151,1537580,1488667,258293,286614,28083,26492,120877,137792,5807,5357,40208,44229,1572053,1526487,272473,303548,43442,43168,136782,155002,10180,9975,1563472,1592521,1157850,1139492,240252,266872,14510,14762,116776,133629,4132,3916,29952,33850,1183241,1168211,250286,279212,24796,26448,130019,148205,7563,7625,427376,396630,379730,349175,18041,19742,13573,11730,4101,4163,1675,1441,10256,10379,388812,358276,22187,24336,18646,16720,6763,6797,2617,2350
R,7,2011,34,3944594,1967550,1977044,1519430,1478631,253908,284567,28101,26208,121615,139366,5791,5403,38705,42869,1552728,1515182,267414,300728,43170,42606,136734,156117,10060,10034,1546662,1580242,1145257,1128232,236494,265074,14702,14931,117384,135311,4064,3904,28761,32790,1169725,1155968,245884,276853,24889,26479,129947,149381,7394,7576,420888,396802,374173,350399,17414,19493,13399,11277,4231,4055,1727,1499,9944,10079,383003,359214,21530,23875,18281,16127,6787,6736,2666,2458
R,7,2011,35,3832507,1912372,1920135,1474055,1436284,244294,273503,27124,25318,124339,139709,5353,5122,37207,40199,1506020,1470457,256917,288451,41685,40939,139094,155519,9522,9404,1498793,1529018,1105439,1089986,227501,254616,14026,14099,120321,135713,3825,3738,27681,30866,1128950,1116000,236204,265510,23849,25184,132703,149078,7106,7178,413579,391117,368616,346298,16793,18887,13098,11219,4018,3996,1528,1384,9526,9333,377070,354457,20713,22941,17836,15755,6391,6441,2416,2226
R,7,2011,36,3957062,1977550,1979512,1527517,1483898,251525,281033,27204,25838,130218,144793,5562,4937,35524,39013,1557708,1517011,263451,295221,41380,41101,144316,160258,9606,9006,1559182,1585010,1152634,1132750,235296,263048,14088,14521,126257,140910,4014,3633,26893,30148,1175233,1158087,243791,273372,23791,25385,138254,154163,7270,6903,418368,394502,374883,351148,16229,17985,13116,11317,3961,3883,1548,1304,8631,8865,382475,358924,19660,21849,17589,15716,6062,6095,2336,2103
R,7,2011,37,3837775,1909806,1927969,1475393,1445139,241549,272840,26443,24870,127689,142982,4997,4846,33735,37292,1504067,1476574,252758,286350,40091,39717,141061,157725,8822,8843,1511472,1546417,1117617,1104528,226618,255710,13763,14175,124098,139335,3630,3569,25746,29100,1139281,1128801,234573,265726,23297,24941,135533,152015,6728,6798,398334,381552,357776,340611,14931,17130,12680,10695,3591,3647,1367,1277,7989,8192,364786,347773,18185,20624,16794,14776,5528,5710,2094,2045
R,7,2011,38,3903219,1936364,1966855,1494153,1472949,249107,281934,26155,25226,128466,145072,4984,4761,33499,36913,1522530,1504023,259936,295194,39932,40170,141814,159658,8739,8661,1545172,1588114,1142516,1134684,234457,265138,13949,14521,124902,141318,3645,3551,25703,28902,1164049,1158747,242164,274979,23667,25505,136420,153876,6685,6719,391192,378741,351637,338265,14650,16796,12206,10705,3564,3754,1339,1210,7796,8011,358481,345276,17772,20215,16265,14665,5394,5782,2054,1942
R,7,2011,39,4085665,2029529,2056136,1577297,1552200,258818,291624,26642,25230,128427,145386,4920,4718,33425,36978,1605465,1583317,269467,304581,40820,40723,141511,159718,8708,8673,1641538,1680586,1228335,1216350,244359,275143,14499,14786,124815,141782,3589,3487,25941,29038,1249928,1240524,252094,284711,24768,26266,136094,154221,6669,6721,387991,375550,348962,335850,14459,16481,12143,10444,3612,3604,1331,1231,7484,7940,355537,342793,17373,19870,16052,14457,5417,5497,2039,1952
R,7,2011,40,4327667,2148743,2178924,1686992,1661791,269550,305672,27056,26146,125809,142562,4971,4807,34365,37946,1716043,1693717,280393,318845,41945,42378,139051,156925,8966,9046,1762953,1804610,1339950,1327528,255174,289046,15150,15426,122155,138961,3630,3583,26894,30066,1362458,1352571,263020,298881,26128,27712,133598,151357,6888,7086,385790,374314,347042,334263,14376,16626,11906,10720,3654,3601,1341,1224,7471,7880,353585,341146,17373,19964,15817,14666,5453,5568,2078,1960
R,7,2011,41,4388870,2188371,2200499,1722257,1685936,273180,303202,27188,25955,126828,143630,5105,4923,33813,36853,1750795,1716730,283772,315860,42012,42095,139616,157571,9142,9132,1799785,1831512,1372868,1355848,258563,287186,15003,15671,123220,139954,3778,3731,26353,29122,1394840,1379943,266222,296632,25921,27839,134214,151905,7113,7204,388586,368987,349389,330088,14617,16016,12185,10284,3608,3676,1327,1192,7460,7731,355955,336787,17550,19228,16091,14256,5402,5666,2029,1928
R,7,2011,42,4163973,2072600,2091373,1638623,1611357,253115,282081,25760,24617,119215,134846,4624,4553,31263,33919,1665067,1639741,262496,293349,39982,40006,130949,147444,8253,8344,1710696,1746202,1312651,1302577,239647,267037,14686,14902,115978,131452,3444,3413,24290,26821,1332994,1324803,246283,275303,25186,26605,126088,142352,6424,6546,361904,345171,325972,308780,13468,15044,11074,9715,3237,3394,1180,1140,6973,7098,332073,314938,16213,18046,14796,13401,4861,5092,1829,1798
R,7,2011,43,4082407,2030203,2052204,1603087,1578203,254692,284263,25082,24100,113525,128953,4479,4394,29338,32291,1627677,1604990,263423,294948,38750,38975,124483,140816,7912,8273,1677396,1715248,1285455,1276301,241177,269516,14240,14872,110435,125795,3301,3293,22788,25471,1304286,1297161,247336,277316,24441,26269,119860,136008,6152,6528,352807,336956,317632,301902,13515,14747,10842,9228,3090,3158,1178,1101,6550,6820,323391,307829,16087,17632,14309,12706,4623,4808,1760,1745
R,7,2011,44,4092574,2028857,2063717,1613393,1600039,252903,284805,24426,24102,105200,119052,4483,4356,28452,31363,1637249,1626068,261281,295423,37994,38870,115573,130075,7902,8021,1691168,1738421,1308862,1308788,240218,270364,14331,15182,102167,116038,3329,3272,22261,24777,1327280,1329092,246142,278153,24554,26529,111105,125526,6214,6350,337689,325296,304531,291251,12685,14441,10095,8920,3033,3014,1154,1084,6191,6586,309969,296976,15139,17270,13440,12341,4468,4549,1688,1671
R,7,2011,45,4175437,2071297,2104140,1642811,1628581,263637,294957,25049,24474,107019,120595,4393,4333,28388,31200,1666319,1654397,272050,305182,38896,39596,117136,131574,7876,8024,1736163,1783182,1340923,1341296,250629,280694,14883,15656,104148,117534,3319,3334,22261,24668,1359081,1361461,256555,288142,25500,27408,112836,126930,6241,6409,335134,320958,301888,287285,13008,14263,10166,8818,2871,3061,1074,999,6127,6532,307238,292936,15495,17040,13396,12188,4300,4644,1635,1615
R,7,2011,46,4433561,2197620,2235941,1750478,1741490,277499,309276,26105,25740,109554,122623,4643,4588,29341,32224,1774905,1768067,285896,319736,40624,41648,120034,133697,8232,8433,1860144,1911665,1446326,1450900,264609,294917,15950,16960,106599,119615,3568,3566,23092,25707,1465278,1471843,270542,302622,27035,29506,115689,129130,6566,6791,337476,324276,304152,290590,12890,14359,10155,8780,2955,3008,1075,1022,6249,6517,309627,296224,15354,17114,13589,12142,4345,4567,1666,1642
R,7,2011,47,4522447,2233211,2289236,1788889,1793474,275038,308534,25873,25779,109665,124930,4392,4450,29354,32069,1813258,1819904,283314,318415,40786,42081,119990,135988,8015,8294,1912109,1974756,1499744,1511816,262499,294455,16209,17041,106926,122130,3388,3465,23343,25849,1518879,1532823,268397,301771,27867,30141,115870,131698,6429,6704,321102,314480,289145,281658,12539,14079,9664,8738,2739,2800,1004,985,6011,6220,294379,287081,14917,16644,12919,11940,4120,4290,1586,1590
R,7,2011,48,4525970,2230985,2294985,1791319,1805103,271473,304721,25407,25371,109674,123732,4199,4318,28913,31740,1815348,1831114,279366,314626,40159,41763,119870,134387,7660,8079,1925994,1993314,1516398,1534982,259726,291453,16221,16995,107013,120888,3262,3402,23374,25594,1535613,1555699,265404,298783,27962,30172,115950,130078,6241,6571,304991,301671,274921,270121,11747,13268,9186,8376,2661,2844,937,916,5539,6146,279735,275415,13962,15843,12197,11591,3920,4309,1419,1508
R,7,2011,49,4523285,2227268,2296017,1801910,1820337,268010,302170,24743,25217,99876,112744,4299,4293,28430,31256,1825629,1845915,275605,311911,39393,41648,109845,123111,7795,8021,1934220,2005816,1537664,1560257,256712,289669,16033,17082,97400,110059,3422,3383,22989,25366,1556648,1580788,262176,296902,27758,30444,106092,119027,6387,6510,293048,290201,264246,260080,11298,12501,8710,8135,2476,2685,877,910,5441,5890,268981,265127,13429,15009,11635,11204,3753,4084,1408,1511
R,7,2011,50,4585687,2253279,2332408,1831227,1856779,268618,304080,24220,25147,96769,111663,4141,4151,28304,30588,1854750,1881806,276112,313293,39088,41599,106642,121755,7543,7789,1973333,2052020,1578957,1605364,257870,291797,15899,17530,94298,109049,3291,3323,23018,24957,1597853,1625542,263298,298725,27877,30974,102936,117773,6172,6377,279946,280388,252270,251415,10748,12283,8321,7617,2471,2614,850,828,5286,5631,256897,256264,12814,14568,11211,10625,3706,3982,1371,1412
