"","File with ten worksheets.  All worksheets have tables with row headers in column A and column headers in rows 4 through 5.","","","","","","","","","","","",""
"1","Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1973","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2","Age","All races","NaN","NaN","White","NaN","NaN","Black","NaN","NaN","Other races","NaN","NaN"
"3","NaN","Total","Male","Female","Total","Male","Female","Total","Male","Female","Total","Male","Female"
"4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"5","All ages","211908788","103506451","108402337","184781915","90506843","94275072","24028815","11469853","12558962","3098058","1529755","1568303"
"6","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"7","0","3128246","1598306","1529940","2602713","1332727","1269986","461141","232565","228576","64392","33014","31378"
"8","1","3262329","1664339","1597990","2718255","1390818","1327437","478696","240641","238055","65378","32880","32498"
"9","2","3522332","1801880","1720452","2943489","1510023","1433466","513362","258642","254720","65481","33215","32266"
"10","3","3485898","1777555","1708343","2929176","1498345","1430831","496748","249147","247601","59974","30063","29911"
"11","4","3452041","1759251","1692790","2896120","1481076","1415044","499885","250113","249772","56036","28062","27974"
"12","5","3396993","1733648","1663345","2850453","1459936","1390517","488345","244440","243905","58195","29272","28923"
"13","6","3491086","1775904","1715182","2935882","1498457","1437425","496731","247935","248796","58473","29512","28961"
"14","7","3623683","1848116","1775567","3039128","1554872","1484256","523257","262257","261000","61298","30987","30311"
"15","8","3761820","1915608","1846212","3169224","1618126","1551098","533921","267748","266173","58675","29734","28941"
"16","9","4005252","2044981","1960271","3380074","1730110","1649964","564150","284029","280121","61028","30842","30186"
"17","10","4194673","2141835","2052838","3535626","1809690","1725936","593219","298754","294465","65828","33391","32437"
"18","11","4149643","2116561","2033082","3509889","1795055","1714834","576555","289571","286984","63199","31935","31264"
"19","12","4236385","2161473","2074912","3592653","1838043","1754610","581255","291766","289489","62477","31664","30813"
"20","13","4186826","2132423","2054403","3553424","1815701","1737723","573870","286726","287144","59532","29996","29536"
"21","14","4262073","2167663","2094410","3616696","1844454","1772242","585722","293147","292575","59655","30062","29593"
"22","15","4273105","2179318","2093787","3636611","1858875","1777736","573237","288198","285039","63257","32245","31012"
"23","16","4236799","2158236","2078563","3600587","1838821","1761766","572769","287304","285465","63443","32111","31332"
"24","17","4095001","2082759","2012242","3480705","1774719","1705986","551087","275973","275114","63209","32067","31142"
"25","18","4052657","2052470","2000187","3463937","1759718","1704219","527764","261798","265966","60956","30954","30002"
"26","19","4061281","2052366","2008915","3487157","1768635","1718522","512190","252351","259839","61934","31380","30554"
"27","20","3998373","2027942","1970431","3442755","1752270","1690485","494357","243959","250398","61261","31713","29548"
"28","21","3797654","1927896","1869758","3283008","1675618","1607390","454497","221729","232768","60149","30549","29600"
"29","22","3655348","1838574","1816774","3149487","1595269","1554218","444830","213270","231560","61031","30035","30996"
"30","23","3487642","1740925","1746717","3014652","1516662","1497990","409271","194359","214912","63719","29904","33815"
"31","24","3582406","1784485","1797921","3114640","1564233","1550407","402377","190113","212264","65389","30139","35250"
"32","25","3547445","1774212","1773233","3106035","1565823","1540212","380186","179766","200420","61224","28623","32601"
"33","26","3774520","1890311","1884209","3351906","1691955","1659951","363098","170592","192506","59516","27764","31752"
"34","27","2771417","1381412","1390005","2414576","1215257","1199319","305789","142530","163259","51052","23625","27427"
"35","28","2792958","1384648","1408310","2441984","1222138","1219846","297384","137511","159873","53590","24999","28591"
"36","29","2899904","1435995","1463909","2545456","1270273","1275183","300133","140065","160068","54315","25657","28658"
"37","30","3177852","1579100","1598752","2795504","1399921","1395583","325786","151760","174026","56562","27419","29143"
"38","31","2673715","1326084","1347631","2339888","1170527","1169361","283787","131276","152511","50040","24281","25759"
"39","32","2531847","1251222","1280625","2200072","1097707","1102365","282925","129894","153031","48850","23621","25229"
"40","33","2373292","1167651","1205641","2059205","1023186","1036019","266688","121695","144993","47399","22770","24629"
"41","34","2396127","1176301","1219826","2089768","1035713","1054055","262198","119465","142733","44161","21123","23038"
"42","35","2347687","1153346","1194341","2053155","1018397","1034758","254403","115788","138615","40129","19161","20968"
"43","36","2262621","1108845","1153776","1978090","979221","998869","246948","111976","134972","37583","17648","19935"
"44","37","2245782","1098268","1147514","1962610","969578","993032","246769","111825","134944","36403","16865","19538"
"45","38","2210794","1085319","1125475","1934574","959072","975502","239527","109179","130348","36693","17068","19625"
"46","39","2203108","1080055","1123053","1925505","953679","971826","238670","108233","130437","38933","18143","20790"
"47","40","2256186","1105312","1150874","1967348","973067","994281","247856","113162","134694","40982","19083","21899"
"48","41","2236841","1099258","1137583","1964656","974665","989991","232332","105951","126381","39853","18642","21211"
"49","42","2294161","1127678","1166483","2018176","1000761","1017415","236489","108546","127943","39496","18371","21125"
"50","43","2406060","1177194","1228866","2109920","1040845","1069075","256067","117823","138244","40073","18526","21547"
"51","44","2346827","1145684","1201143","2075122","1020937","1054185","234579","107616","126963","37126","17131","19995"
"52","45","2365456","1151659","1213797","2101404","1030198","1071206","229491","105498","123993","34561","15963","18598"
"53","46","2353253","1142293","1210960","2098351","1024914","1073437","222421","102348","120073","32481","15031","17450"
"54","47","2383629","1152399","1231230","2124638","1033417","1091221","227638","104223","123415","31353","14759","16594"
"55","48","2424640","1166833","1257807","2161085","1044541","1116544","232785","107567","125218","30770","14725","16045"
"56","49","2433195","1168489","1264706","2181164","1052843","1128321","222496","101483","121013","29535","14163","15372"
"57","50","2386051","1145262","1240789","2136248","1030474","1105774","221124","100799","120325","28679","13989","14690"
