Age,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2e3,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
0,892e3,912e3,933e3,952e3,971e3,991e3,101e4,1027e3,1045e3,1063e3,1083e3,1094e3,1105e3,1119e3,1132e3,1138e3,1142e3,1144e3,1145e3,113e4,1123e3,116e4,1181e3,1191e3,1214e3,1208e3,1164e3,1136e3,1108e3,1052e3,1074073,1051340,1004993,952985,921473,958672,952134,949319,991049,1000990,995356,1057547,1133939,1313466,1228089,1202238,1173735,1685163,1546982,1550145,1552226,1630078,1683324,1741746,1803730,1854220,1896895,1981276,2000578,2015614,2014076,2052243,2007126,1970519,1935168,1853283,1743230,1693177,1647995,1670172,1717588,1758210,1616943,1529940,1495976,1538983,1522547,1599143,1624209,1673345,1739898,1761743,1779872,1781342,1744321,1796384,1806311,1808461,1834875,1885683,1946978,1955964,1942385,1898740,1872248,1850135,1827352,1831017,1834445,1852123,1881822,1962905,1932939,1942634,1962216,1956682,1975919,2027181,2022889,1959169,1932910,1934660,1918823,1921613,1939928,1954084,1968007,1981628,1994394,2006229,2016583,2024922,2031406,2036616,2041022,2044786,2047888,2050150,2051670,2052838,2053928,2055061,2056574,2058649,2061427,2064905,2068887,2073281,2078019,2083151,2088621,2094433,2100656,2107205,2114080,2121261,2128618,2136056,2143460,2150769,2157897,2164811,2171443,2177747,2183722,2189364,2194709,2199790,2204631,2209303,2213880
1,907e3,924e3,942e3,958e3,975e3,992e3,1008e3,1022e3,1038e3,1053e3,1069e3,1082e3,1093e3,1108e3,1123e3,1131e3,1138e3,1144e3,1149e3,1138e3,1141e3,1169e3,1185e3,1193e3,1211e3,1211e3,1187e3,1173e3,1154e3,1119e3,1065946,1057145,1036977,994297,947225,920107,958969,958795,960329,996104,1010613,1025260,1081071,1164216,1335507,1265380,1244904,1223583,1719580,1598081,1613512,1616068,1690218,1736643,1790109,1846352,1891194,1926720,2003604,2016115,2020145,2008784,2045372,2000644,1963475,1926903,1846898,1735087,1685558,1640027,1669166,1711091,1744335,1597990,1506472,1468227,1504606,1482536,1551157,1568665,1618532,1678106,1703143,1723769,1729151,1697543,1751880,1765213,1771621,1799811,1854773,1930436,1943527,1934375,1893977,1871549,1853761,1835613,1842658,1848658,1856084,1882601,1960195,1926719,1932894,1950494,1942541,1958096,2005602,1997919,1937556,1941029,1942479,1927402,1933019,1948010,1962265,1976276,1989990,2002843,2014769,2025216,2033657,2040247,2045559,2050067,2053931,2057135,2059500,2061116,2062378,2063564,2064786,2066384,2068550,2071411,2074969,2079030,2083496,2088307,2093505,2099038,2104913,2111198,2117802,2124735,2131979,2139386,2146871,2154320,2161673,2168845,2175797,2182472,2188814,2194822,2200498,2205867,2210974,2215839,2220533
2,914e3,929e3,946e3,96e4,973e3,988e3,1002e3,1014e3,1027e3,104e4,1055e3,1068e3,1079e3,1095e3,1112e3,1121e3,1132e3,1141e3,1149e3,1143e3,1154e3,1175e3,1186e3,1194e3,1207e3,1213e3,1205e3,1201e3,1189e3,1169e3,1105924,1099793,1093948,1079934,1044169,1003739,983301,1027350,1037701,1045958,1091387,1099740,1114929,1176784,1266493,1436620,1353096,1326417,1320420,1821919,1695544,1701340,1694211,1759691,1797025,1841019,1888341,1922242,1945224,2010792,2005380,1996953,1983105,2017343,1970712,1931053,1894955,1812617,1701601,1650714,1613652,1640724,1684507,1720452,1579340,1492981,1457971,1496239,1477745,1548649,1569137,1621040,1680972,1705935,1727436,1734145,1703465,1758880,1774455,1781493,1812245,1857324,1933921,1949269,1939713,1899644,1877682,1861297,1843686,1849877,1856028,1857181,1883190,1959311,1925324,1932337,1950420,1942309,1957878,2005270,2002177,1944592,1948e3,1950071,1941924,1941109,1956196,1970531,1984618,1998417,2011338,2023332,2033871,2042399,2049079,2054470,2059060,2063002,2066289,2068734,2070423,2071762,2073022,2074312,2075983,2078214,2081140,2084755,2088872,2093397,2098273,2103521,2109110,2115038,2121376,2128025,2135012,2142301,2149753,2157273,2164755,2172147,2179353,2186341,2193051,2199418,2205457,2211155,2216553,2221678,2226555
3,916e3,93e4,944e3,955e3,968e3,98e4,992e3,1002e3,1013e3,1026e3,104e4,1052e3,1064e3,1082e3,1099e3,1112e3,1124e3,1135e3,1147e3,1144e3,1161e3,1176e3,1186e3,1194e3,1204e3,1213e3,1216e3,122e4,1214e3,1206e3,1168477,1119673,1110437,1102272,1088875,1052740,1012067,992318,1036721,1050593,1056577,1100111,1118722,1133490,1190987,1276409,1453236,1379125,1358010,1335275,1852776,1717503,1720801,1709183,1772633,1807328,1849412,1893526,1922966,1942844,2005711,2007365,2000257,1988119,2023407,1977316,1940909,1904621,1823662,1712976,1671424,1635101,1663087,1708343,1745514,1604691,1518106,1482890,1523677,1505793,1581299,1593945,1643828,1701475,1724016,1743339,1747658,1714300,1768221,1780542,1787369,1818535,1866761,1947443,1964683,1957550,1919606,1900627,1885952,1869267,1868411,1857443,1859439,1885740,1962287,1930395,1939447,1958867,1952383,1969393,2010648,2008174,1950628,1954558,1955816,1949129,1948381,1963552,1977952,1992119,2005982,2018946,2031017,2041634,2050239,2056987,2062450,2067113,2071123,2074483,2076997,2078758,2080158,2081481,2082827,2084558,2086844,2089829,2093498,2097660,2102236,2107158,2112460,2118105,2124082,2130460,2137148,2144174,2151500,2158986,2166541,2174049,2181469,2188704,2195718,2202451,2208839,2214915,2220637,2226054,2231196
4,913e3,925e3,937e3,948e3,959e3,97e4,98e4,988e3,999e3,101e4,1023e3,1035e3,1048e3,1066e3,1086e3,11e5,1114e3,1128e3,1142e3,1142e3,1163e3,1175e3,1184e3,1191e3,1199e3,1211e3,1223e3,1231e3,1231e3,1231e3,1170673,1168532,1122037,1110817,1101208,1087538,1050578,1010115,992744,1036658,1052047,1058025,1105401,1114647,1129181,1189301,1274926,1451259,1371078,1347990,1333921,1837594,1706343,1710793,1702349,1768298,1806768,1851640,1897522,1930251,1957157,2024833,2027604,2021529,2009648,2045489,2001838,1964787,1929314,1847931,1743234,1702415,1664780,1692790,1737819,1776568,1633112,1544176,1509379,1550701,1528103,1597794,1610599,1660884,1719684,1743252,1763598,1768804,1736860,1791668,1805454,1817413,1851163,1902626,1984480,2003159,1996848,1960117,1941189,1925812,1905329,1871311,1861887,1864923,1892670,1971897,1942684,1953816,1975431,1970678,1993239,2015971,2013540,1956426,1959463,1962214,1955580,1954894,1970136,1984598,1998821,2012717,2025747,2037885,2048567,2057236,2064051,2069577,2074298,2078370,2081791,2084358,2086177,2087631,2089003,2090401,2092184,2094532,2097558,2101275,2105484,2110095,2115067,2120414,2126092,2132106,2138521,2145237,2152309,2159662,2167172,2174761,2182296,2189743,2196999,2204029,2210781,2217196,2223296,2229023,2234463
5,906e3,917e3,929e3,937e3,947e3,957e3,965e3,973e3,982e3,992e3,1006e3,1019e3,1031e3,1051e3,1071e3,1086e3,1102e3,1119e3,1134e3,1138e3,116e4,1171e3,1179e3,1188e3,1195e3,1207e3,1224e3,1237e3,1239e3,1246e3,1222826,1196034,1191460,1148196,1135727,1123666,1109147,1071721,1032782,1016799,1037803,1066081,1061904,1090567,1093319,1104799,1162184,1243895,1416041,1339743,1332083,1313162,1813669,1687495,1696812,1692920,1763917,1806801,1855253,1906260,1944320,1965108,2031188,2031827,2022975,2008366,2043910,1997335,1958542,1920697,1843219,1741914,1700928,1663345,1690633,1736921,1775560,1631851,1544746,1510435,1552659,1529390,1598193,1610205,1660498,1719501,1742793,1763415,1769553,1737305,1796358,1808211,1821659,1857514,1908185,1990314,2009583,2004457,1967880,1948056,1935394,1909212,1876401,1867683,1871767,1901483,1982961,1955007,1968133,1991556,1988080,1998260,2020907,2018871,1960765,1965385,1968185,1961598,1960969,1976269,1990780,2005018,2018977,2032070,2044265,2055010,2063729,2070603,2076184,2080963,2085090,2088560,2091178,2093042,2094544,2095961,2097407,2099237,2101623,2104694,2108454,2112708,2117357,2122365,2127748,2133451,2139493,2145940,2152692,2159789,2167164,2174698,2182311,2189866,2197328,2204616,2211663,2218429,2224858,2230963,2236707
6,895e3,905e3,916e3,924e3,932e3,941e3,949e3,957e3,966e3,975e3,988e3,1001e3,1015e3,1035e3,1056e3,1073e3,109e4,1108e3,1125e3,1131e3,1153e3,1164e3,1172e3,1182e3,1189e3,1203e3,1222e3,1236e3,1241e3,1251e3,1241593,1219718,1193499,1187705,1148544,1133929,1118958,1104094,1067705,1029596,1035261,1025151,1054351,1047829,1080538,1088061,1104755,1163344,1248071,1418335,1353658,1335332,1316213,1815109,1688624,1697219,1693377,1763362,1804167,1851739,1896775,1930518,1954714,2023417,2026500,2020272,2010760,2048731,2005374,1969283,1935918,1862992,1758507,1715182,1674694,1701529,1745798,1781665,1637288,1548658,1519508,1554826,1530791,1598607,1610507,1660690,1719530,1742703,1763866,1769440,1739699,1799908,1813046,1827906,1862678,1912716,1994843,2015124,2009649,1971718,1953990,1937940,1911028,1877108,1867533,1871697,1901451,1981981,1953618,1966642,1993603,1993166,2003137,2026129,2023097,1966403,1971044,1973884,1967333,1966759,1982117,1996638,2010925,2024942,2038095,2050344,2061142,2069910,2076827,2082470,2087296,2091468,2094992,2097657,2099563,2101107,2102565,2104045,2105914,2108337,2111446,2115248,2119538,2124216,2129256,2134672,2140398,2146466,2152944,2159720,2166838,2174232,2181788,2189419,2196986,2204476,2211780,2218838,2225613,2232054,2238165
7,881e3,891e3,901e3,909e3,916e3,925e3,932e3,94e4,948e3,958e3,971e3,984e3,998e3,1019e3,1041e3,1058e3,1076e3,1095e3,1115e3,1121e3,1143e3,1155e3,1165e3,1176e3,1183e3,1196e3,1216e3,1231e3,1238e3,1248e3,1228264,1238530,1216496,1191844,1185563,1149345,1131951,1114424,1100595,1064356,1041973,1021183,1009110,1040880,1038743,1076109,1088883,1106887,1168458,1251480,1433215,1359281,1342036,1322481,1824193,1698050,1708291,1704985,1775095,1816954,1867910,1914058,1946998,1969480,2036033,2036746,2030573,2018590,2054741,2009223,1970927,1947828,1877643,1775567,1734293,1697713,1727501,1774633,1815931,1672378,1587554,1545290,1578196,1551170,1617514,1627617,1675989,1733e3,1754242,1772664,1779794,1750206,1813534,1829924,1845552,1881640,1933740,2019104,2041054,2035956,1994375,1958002,1943048,1916822,1883869,1876179,1882266,1913487,1995829,1968502,1979907,1998873,1998343,2008689,2030676,2028486,1971882,1976538,1979406,1972891,1972358,1987745,2002319,2016656,2030726,2043927,2056227,2067073,2075887,2082859,2088540,2093409,2097631,2101197,2103909,2105857,2107434,2108929,2110443,2112358,2114814,2117958,2121794,2126111,2130824,2135886,2141333,2147083,2153177,2159683,2166477,2173610,2181024,2188597,2196242,2203818,2211319,2218632,2225700,2232482,2238940
8,866e3,875e3,885e3,892e3,9e5,907e3,915e3,922e3,931e3,941e3,954e3,967e3,983e3,1004e3,1025e3,1043e3,1063e3,1082e3,1102e3,111e4,113e4,1144e3,1155e3,1167e3,1176e3,1188e3,1208e3,1222e3,123e4,124e4,1273057,1227940,1235324,1214147,1191774,1183872,1149933,1130115,1111430,1097756,1056084,1028029,1003743,996811,1031136,1033505,1075682,1089504,1109974,1169524,1262740,1433317,1358214,1338387,1317468,1814297,1687397,1694984,1688458,1755614,1784657,1829966,1877087,1910463,1933137,1999377,2003414,1998246,1987847,2024654,1977340,1947611,1919822,1846212,1741272,1698167,1658128,1682514,1726166,1763016,1626464,1534256,1491782,1521833,1495425,1558826,1567443,1613488,1668526,1687183,1714289,1726971,1705900,1775291,1796906,1818008,1860115,1919379,2010870,2039116,2034171,1998184,1962016,1946758,1920442,1888355,1881597,1887870,1919626,2002104,1971142,1985234,2004219,2004066,2013207,2035998,2033823,1977298,1981968,1984856,1978369,1977855,1993304,2007934,2022325,2036437,2049688,2062036,2072928,2081781,2088800,2094527,2099437,2103698,2107305,2110055,2112031,2113650,2115186,2116750,2118692,2121178,2124349,2128212,2132564,2137306,2142396,2147862,2153635,2159752,2166273,2173087,2180236,2187661,2195248,2202904,2210489,2218003,2225327,2232415,2239208
