2I,485999,237364927,115449715,121915212,98450944,103218803,13463870,15018355,841551,860513,2693350,2817541,9172874,9003281,89900356,94846560,13060739,14607284,762451,784256,2553295,2673831,,2I 485999  237364927 115449715 121915212  98450944 103218803  13463870  15018355    841551    860513   2693350   2817541   9172874   9003281  89900356  94846560  13060739  14607284    762451    784256   2553295   2673831
2I,485,0,3637866,1860701,1777165,1518789,1442437,272165,267140,19198,19089,50549,48499,202831,194280,1330164,1261885,262958,258265,17367,17287,47381,45448,2I 485  0    3637866   1860701   1777165   1518789   1442437    272165    267140     19198     19089     50549     48499    202831    194280   1330164   1261885    262958    258265     17367     17287     47381     45448
2I,485,1,3493384,1788312,1705072,1458382,1381974,260386,256095,18980,18315,50564,48688,193207,184232,1278486,1210641,251782,247701,17281,16671,47556,45827,2I 485  1    3493384   1788312   1705072   1458382   1381974    260386    256095     18980     18315     50564     48688    193207    184232   1278486   1210641    251782    247701     17281     16671     47556     45827
2I,485,2,3554416,1817475,1736941,1478730,1406189,267509,260862,19605,18994,51631,50896,198273,189775,1293951,1229385,258702,252449,17916,17328,48633,48004,2I 485  2    3554416   1817475   1736941   1478730   1406189    267509    260862     19605     18994     51631     50896    198273    189775   1293951   1229385    258702    252449     17916     17328     48633     48004
2I,485,3,3542071,1810909,1731162,1475401,1402055,266569,261235,18236,17901,50703,49971,193710,185639,1294526,1228968,258215,253113,16642,16305,47816,47137,2I 485  3    3542071   1810909   1731162   1475401   1402055    266569    261235     18236     17901     50703     49971    193710    185639   1294526   1228968    258215    253113     16642     16305     47816     47137
2I,485,4,3562653,1822584,1740069,1481635,1405667,272607,267412,18079,17390,50263,49600,190476,182174,1303484,1235577,264602,259528,16575,15940,47447,46850,2I 485  4    3562653   1822584   1740069   1481635   1405667    272607    267412     18079     17390     50263     49600    190476    182174   1303484   1235577    264602    259528     16575     15940     47447     46850
2I,485,5,3492457,1784990,1707467,1447862,1376687,271187,266025,18227,17775,47714,46980,200563,195059,1261335,1195191,262244,257421,15989,15606,44859,44190,2I 485  5    3492457   1784990   1707467   1447862   1376687    271187    266025     18227     17775     47714     46980    200563    195059   1261335   1195191    262244    257421     15989     15606     44859     44190
2I,485,6,3353200,1715215,1637985,1393831,1323488,259797,254472,17059,16255,44528,43770,188978,181143,1218129,1155058,251370,246382,14926,14240,41812,41162,2I 485  6    3353200   1715215   1637985   1393831   1323488    259797    254472     17059     16255     44528     43770    188978    181143   1218129   1155058    251370    246382     14926     14240     41812     41162
2I,485,7,3350591,1714545,1636046,1399015,1326715,255950,251738,16054,15638,43526,41955,189513,183132,1222630,1156188,247693,243732,13934,13629,40775,39365,2I 485  7    3350591   1714545   1636046   1399015   1326715    255950    251738     16054     15638     43526     41955    189513    183132   1222630   1156188    247693    243732     13934     13629     40775     39365
2I,485,8,3144730,1610816,1533914,1312369,1242028,240965,236567,15724,14832,41758,40487,181585,174306,1143302,1079595,232978,228981,13749,12951,39202,38081,2I 485  8    3144730   1610816   1533914   1312369   1242028    240965    236567     15724     14832     41758     40487    181585    174306   1143302   1079595    232978    228981     13749     12951     39202     38081
2I,485,9,3231245,1655629,1575616,1345146,1272466,250338,244611,16321,16042,43824,42497,186521,179608,1171262,1104773,242272,237314,14301,14007,41273,39914,2I 485  9    3231245   1655629   1575616   1345146   1272466    250338    244611     16321     16042     43824     42497    186521    179608   1171262   1104773    242272    237314     14301     14007     41273     39914
2I,485,10,3289416,1689076,1600340,1375437,1296750,251744,245117,16296,15629,45599,42844,177493,169116,1209749,1138437,244187,238206,14716,14162,42931,40419,2I 485 10    3289416   1689076   1600340   1375437   1296750    251744    245117     16296     15629     45599     42844    177493    169116   1209749   1138437    244187    238206     14716     14162     42931     40419
2I,485,11,3187054,1631417,1555637,1321663,1253502,248071,242576,16331,16091,45352,43468,168645,162804,1164387,1101498,240954,235852,14751,14553,42680,40930,2I 485 11    3187054   1631417   1555637   1321663   1253502    248071    242576     16331     16091     45352     43468    168645    162804   1164387   1101498    240954    235852     14751     14553     42680     40930
2I,485,12,3287126,1680232,1606894,1358165,1291184,257831,253721,17390,16925,46846,45064,168920,161749,1200552,1140597,250862,246774,15749,15324,44149,42450,2I 485 12    3287126   1680232   1606894   1358165   1291184    257831    253721     17390     16925     46846     45064    168920    161749   1200552   1140597    250862    246774     15749     15324     44149     42450
2I,485,13,3542933,1810088,1732845,1472578,1403048,271141,266262,18125,17614,48244,45921,171743,166391,1312339,1247719,264144,259492,16413,15962,45449,43281,2I 485 13    3542933   1810088   1732845   1472578   1403048    271141    266262     18125     17614     48244     45921    171743    166391   1312339   1247719    264144    259492     16413     15962     45449     43281
2I,485,14,3826588,1959990,1866598,1604710,1521547,288093,281828,18591,17930,48596,45293,178548,171841,1438359,1361503,280543,274343,16797,16270,45743,42641,2I 485 14    3826588   1959990   1866598   1604710   1521547    288093    281828     18591     17930     48596     45293    178548    171841   1438359   1361503    280543    274343     16797     16270     45743     42641
2I,485,15,3747470,1917326,1830144,1574149,1497064,277142,271262,18126,17612,47909,44206,174225,168153,1411718,1340527,269816,264021,16345,15841,45222,41602,2I 485 15    3747470   1917326   1830144   1574149   1497064    277142    271262     18126     17612     47909     44206    174225    168153   1411718   1340527    269816    264021     16345     15841     45222     41602
2I,485,16,3660153,1873991,1786162,1543016,1465285,268185,262663,17323,16557,45467,41657,171407,162517,1383068,1313943,260729,255436,15717,15001,43070,39265,2I 485 16    3660153   1873991   1786162   1543016   1465285    268185    262663     17323     16557     45467     41657    171407    162517   1383068   1313943    260729    255436     15717     15001     43070     39265
2I,485,17,3641819,1868075,1773744,1531525,1447385,274086,268932,17308,16142,45156,41285,176653,164026,1367089,1294863,266024,261317,15675,14653,42634,38885,2I 485 17    3641819   1868075   1773744   1531525   1447385    274086    268932     17308     16142     45156     41285    176653    164026   1367089   1294863    266024    261317     15675     14653     42634     38885
2I,485,18,3695119,1878228,1816891,1543949,1486746,272741,273603,16923,16349,44615,40193,177709,164642,1378985,1334315,264291,265380,15261,14842,41982,37712,2I 485 18    3695119   1878228   1816891   1543949   1486746    272741    273603     16923     16349     44615     40193    177709    164642   1378985   1334315    264291    265380     15261     14842     41982     37712
2I,485,19,3991257,2018916,1972341,1656605,1610852,293218,298812,18930,17442,50163,45235,197317,179996,1473786,1444255,283632,289809,17066,15835,47115,42446,2I 485 19    3991257   2018916   1972341   1656605   1610852    293218    298812     18930     17442     50163     45235    197317    179996   1473786   1444255    283632    289809     17066     15835     47115     42446
2I,485,20,4202989,2122837,2080152,1758939,1711637,293592,304290,19534,18341,50772,45884,208509,187191,1565656,1538509,283263,294884,17674,16650,47735,42918,2I 485 20    4202989   2122837   2080152   1758939   1711637    293592    304290     19534     18341     50772     45884    208509    187191   1565656   1538509    283263    294884     17674     16650     47735     42918
2I,485,21,4232995,2140119,2092876,1784730,1732486,284120,295680,19275,17881,51994,46829,216729,190165,1583768,1556367,273769,286265,17202,16235,48651,43844,2I 485 21    4232995   2140119   2092876   1784730   1732486    284120    295680     19275     17881     51994     46829    216729    190165   1583768   1556367    273769    286265     17202     16235     48651     43844
2I,485,22,4212426,2124461,2087965,1782820,1734453,271837,288837,18862,17604,50942,47071,222650,193889,1575675,1554668,261703,279660,16843,15810,47590,43938,2I 485 22    4212426   2124461   2087965   1782820   1734453    271837    288837     18862     17604     50942     47071    222650    193889   1575675   1554668    261703    279660     16843     15810     47590     43938
2I,485,23,4286997,2156360,2130637,1820466,1774146,268150,290879,17461,17053,50283,48559,227065,193005,1609205,1595492,257751,281409,15443,15331,46896,45400,2I 485 23    4286997   2156360   2130637   1820466   1774146    268150    290879     17461     17053     50283     48559    227065    193005   1609205   1595492    257751    281409     15443     15331     46896     45400
2I,485,24,4393498,2207943,2185555,1872955,1821204,266589,295355,16803,16975,51596,52021,231145,197067,1657720,1639066,255971,285543,14869,15169,48238,48710,2I 485 24    4393498   2207943   2185555   1872955   1821204    266589    295355     16803     16975     51596     52021    231145    197067   1657720   1639066    255971    285543     14869     15169     48238     48710
2I,485,25,4376198,2196998,2179200,1863058,1814895,265575,292757,16331,16218,52034,55330,226761,193586,1652152,1635689,255228,283319,14371,14645,48486,51961,2I 485 25    4376198   2196998   2179200   1863058   1814895    265575    292757     16331     16218     52034     55330    226761    193586   1652152   1635689    255228    283319     14371     14645     48486     51961
2I,485,26,4346080,2175120,2170960,1849543,1809542,259058,289799,14996,15586,51523,56033,214646,186966,1649662,1636583,249102,280549,13336,14039,48374,52823,2I 485 26    4346080   2175120   2170960   1849543   1809542    259058    289799     14996     15586     51523     56033    214646    186966   1649662   1636583    249102    280549     13336     14039     48374     52823
2I,485,27,4406418,2205595,2200823,1875876,1836912,260915,289926,14488,14648,54316,59337,209287,186105,1681006,1664909,251477,280747,12689,13069,51136,55993,2I 485 27    4406418   2205595   2200823   1875876   1836912    260915    289926     14488     14648     54316     59337    209287    186105   1681006   1664909    251477    280747     12689     13069     51136     55993
2I,485,28,4120226,2059890,2060336,1752845,1718978,241077,270226,14080,14542,51888,56590,187919,172023,1577859,1559531,232492,262137,12533,13025,49087,53620,2I 485 28    4120226   2059890   2060336   1752845   1718978    241077    270226     14080     14542     51888     56590    187919    172023   1577859   1559531    232492    262137     12533     13025     49087     53620
2I,485,29,4380561,2189354,2191207,1855449,1819801,260366,291370,15410,16334,58129,63702,196496,181449,1672668,1651592,251394,282860,13666,14757,55130,60549,2I 485 29    4380561   2189354   2191207   1855449   1819801    260366    291370     15410     16334     58129     63702    196496    181449   1672668   1651592    251394    282860     13666     14757     55130     60549
2I,485,30,4243421,2115878,2127543,1799454,1771843,243482,277379,13357,13576,59585,64745,179525,169079,1632341,1615042,235435,269659,11909,12210,56668,61553,2I 485 30    4243421   2115878   2127543   1799454   1771843    243482    277379     13357     13576     59585     64745    179525    169079   1632341   1615042    235435    269659     11909     12210     56668     61553
2I,485,31,4030742,2001292,2029450,1707812,1697886,222117,254677,13499,13843,57864,63044,162692,157210,1556027,1552366,215303,247543,12071,12461,55199,59870,2I 485 31    4030742   2001292   2029450   1707812   1697886    222117    254677     13499     13843     57864     63044    162692    157210   1556027   1552366    215303    247543     12071     12461     55199     59870
2I,485,32,3966267,1968238,1998029,1684799,1675553,212305,246750,14060,14632,57074,61094,155183,151638,1540177,1535087,205752,239916,12710,13279,54416,58109,2I 485 32    3966267   1968238   1998029   1684799   1675553    212305    246750     14060     14632     57074     61094    155183    151638   1540177   1535087    205752    239916     12710     13279     54416     58109
2I,485,33,3856915,1908077,1948838,1636097,1634774,204330,240129,13527,14287,54123,59648,145034,142740,1501085,1502351,198145,233726,12208,13088,51605,56933,2I 485 33    3856915   1908077   1948838   1636097   1634774    204330    240129     13527     14287     54123     59648    145034    142740   1501085   1502351    198145    233726     12208     13088     51605     56933
