V1,V2,V3,V4
2.60906732300281,2.62122927010711,-0.0121619471043016,2.45454427404064
2.53917404707144,2.62632250277316,-0.0871484557017212,0.154149576031614
3.68861527625058,3.56576532184594,0.122849954404636,-1.3819571099047
3.90397654636668,3.81872076455258,0.0852557818140956,-2.46007030474675
3.19299505747402,3.5383859101129,-0.345390852638875,-2.81206998956964
4.19697744821417,4.04493343543735,0.152044012776821,-1.33751870202047
5.11349503897728,4.25974700118398,0.853748037793305,0.0541721739759851
4.85151025383198,4.13373492444896,0.717775329383024,0.045119295143877
5.23027454489776,4.24362096022411,0.986653584673659,-0.0551131453752873
5.9732420627386,4.49258944875795,1.48065261398065,-0.204510589708377
5.19124755111131,4.15668335291979,1.03456419819151,-1.14532952654207
6.60549040516201,4.49720715395186,2.10828325121015,-0.755775134329497
7.12969207050511,4.6581794916727,2.47151257883241,-0.736575656256434
6.93486069687285,4.52918459845445,2.4056760984184,-0.917840602868296
7.5808565275267,4.6681007338835,2.91275579364321,-0.523945026457
7.41345078520123,4.64928077043594,2.76417001476529,-0.495557325606796
7.67617721086673,4.74365612602179,2.93252108484493,-0.225201962322615
8.05511871630151,4.8482409651793,3.20687775112221,0.0539108020309413
8.45747962602057,4.84790483172727,3.6095747942933,0.239126572456428
8.61010826988682,4.92580910542179,3.68429916446504,0.172689123292912
8.92797620353846,4.97771285699275,3.95026334654572,0.243598151269623
9.60656892414775,5.16125001721181,4.44531890693594,0.506547791541664
9.77522488913111,5.21853080712521,4.55669408200589,0.488000148551293
8.75020558686062,4.31862162872582,4.4315839581348,-0.0189199778685065
8.39840930561343,3.9109211557951,4.48748814981833,-0.267021521992262
8.42126250134581,4.03753693492525,4.38372556642057,-0.257790432224624
8.09983139625646,4.20658780126416,3.8932435949923,-0.215654972608604
7.99217342084465,4.37762521663036,3.61454820421429,0.108117624721444
8.03990467089054,4.49351799839205,3.54638667249849,0.491812411012575
7.47288726676701,4.45308218648865,3.01980508027837,0.401194083486416
6.59820518886539,4.35888899403963,2.23931619482576,0.0519389333438198
7.21367551188051,4.41946054015182,2.79421497172869,0.436974942818381
7.18809999063598,4.48975721274063,2.69834277789535,0.351950801847977
7.30968569505415,4.47068871447982,2.83899698057432,0.316321324132218
7.45331416997146,4.28351779936699,3.16979637060447,0.254330739994998
7.09868358704241,4.27712682331406,2.82155676372834,-0.127545401128828
6.3100992877767,3.81615713910153,2.49394214867517,-0.450149739377366
6.19040160144801,3.90115696402291,2.28924463742511,-0.30315687019538
6.35988771841559,3.97092849175261,2.38895922666298,0.162387112216948
5.95980948134036,3.732715569794,2.22709391154636,0.335385922824685
5.95136965327746,3.61808076236478,2.33328889091268,0.556502502694798
5.62984523897434,3.68780227378338,1.94204296519096,0.448308280331389
4.73622758592282,3.55333386770071,1.1828937182221,0.0615515959369759
4.30590298280218,3.39170942920856,0.914193553593619,-0.0153509741846847
4.09310358023536,3.34473377784099,0.748369802394371,0.00535285913849748
4.07458923677746,2.95436091471248,1.12022832206497,0.118828125550408
4.09633174285721,2.82812294680094,1.26820879605628,0.0427692894685379
4.16670303704831,2.80762606049393,1.35907697655438,-0.057474709468579
5.00404094298134,2.59170176146814,2.4123391815132,0.307805052717413
5.16694891202071,2.12176925112625,3.04517966089447,0.232127170520243
5.87385857090846,1.84513798058807,4.02872059032039,0.273213271800842
6.62390136200015,1.70421670309902,4.91968465890114,0.212530405307348
6.58117466015289,1.45833488968126,5.12283977047163,-0.194638107842252
6.44230125679298,1.47666704406476,4.96563421272822,-0.456384388538822
6.45620218678792,1.3174910075511,5.13871117923682,-0.366424528837683
5.32433525329081,1.17651775926568,4.14781749402513,-0.830928612179434
4.34257431983901,1.21458448846373,3.12798983137527,-1.10126519774349
3.95563920135237,1.20889614754816,2.74674305380421,-0.874516408126681
3.41002185882503,1.12170635674331,2.28831550208172,-0.680466824755001
3.75407648874633,1.10235794981206,2.65171853893427,-0.0830633687640443
3.55170790511828,1.08656008286833,2.46514782224994,0.0453888413710501
3.75762843459697,1.03278174311881,2.72484669147816,0.26545103799117
4.42407164940997,1.18403006492781,3.24004158448217,0.565077063153694
3.71507359585562,1.07124166311002,2.6438319327456,0.0784296051010642
3.79404725006355,1.08993501399433,2.70411223606922,0.0403818053334817
4.01097691643292,1.17155457679396,2.83942233963896,0.146675124988747
2.9185582482213,1.07403845752939,1.84451979069192,-0.364342792763068
3.33738202486367,1.12676899980794,2.21061302505573,0.0252085965139486
3.42170014191998,1.0892058046274,2.33249433729258,0.247491632388869
1.76236070687619,0.950781988685122,0.811578718191064,-0.459266740285159
3.32324797818816,2.15596278617311,1.16728519201504,0.469339176602642
3.63842815818971,2.28070187000472,1.35772628818499,0.907880635874042
3.59069838442308,2.54040383937934,1.05029454504374,0.867007393118637
4.53921943239238,2.27984977089227,2.25936966150011,1.30836271958777
4.9818142366241,2.13626327098138,2.84555096564272,1.17987491893918
5.12141032285341,2.21829488268759,2.90311544016582,0.761670485955689
4.94538783114413,2.00336606947288,2.94202176167125,0.325403922391244
5.75765921674283,1.97169939894433,3.78595981779849,0.437196946978323
3.13905487586894,1.78895996513145,1.35009491073748,-1.20364486416951
2.22334359272128,1.58273625510665,0.640607337614631,-1.49881178479392
2.29815062620091,1.2029326951978,1.09521793100311,-0.982585827629919
2.59723884171474,2.62086667858397,-0.0236278368692311,-0.723040534103916
